N	2gram	Losev_Dial_2	Myshleni
1	точки зрения	12	26
2	таким образом	4	26
3	в том	14	24
4	и в	19	23
5	том что	10	21
6	с точки	8	18
7	то что	14	17
8	в этом	8	17
9	так же	2	16
10	не только	19	16
11	того что	6	15
12	что в	7	14
13	может быть	20	14
14	но и	12	14
15	как и	10	14
16	не может	9	12
17	как бы	14	11
18	сказать что	10	11
19	с другой	5	10
20	прежде всего	8	10
21	другой стороны	4	9
22	и не	30	9
23	между тем	2	9
24	и с	5	9
25	вместе с	2	9
26	самого начала	2	8
27	с самого	2	8
28	с одной	2	8
29	заключается в	4	8
30	то же	12	8
31	вопрос о	3	7
32	в этой	3	7
33	в самом	5	7
34	в то	6	7
35	так как	14	7
36	с тем	2	7
37	что он	6	7
38	в другом	4	7
39	все время	3	6
40	независимо от	4	6
41	же как	3	6
42	от того	4	6
43	все это	4	6
44	именно в	2	6
45	потому что	14	6
46	с этим	3	6
47	вопрос об	4	6
48	в силу	5	6
49	о том	5	6
50	в сущности	2	6
51	и его	5	6
52	тем что	2	6
53	в себе	15	6
54	только в	5	6
55	тому что	2	5
56	в какой	2	5
57	перед нами	2	5
58	то время	4	5
59	можно сказать	5	5
60	и как	10	5
61	по себе	18	5
62	в своих	2	5
63	что мы	2	5
64	мы должны	2	5
65	и все	12	5
66	но в	2	5
67	и более	3	5
68	по своей	4	5
69	и что	5	5
70	он не	4	5
71	так и	10	5
72	как мы	3	5
73	но не	6	4
74	только что	5	4
75	не в	8	4
76	при этом	4	4
77	что она	14	4
78	время как	7	4
79	убедиться в	2	4
80	все эти	2	4
81	в результате	2	4
82	их в	2	4
83	в одном	4	4
84	и к	7	4
85	в чем	3	4
86	было бы	3	4
87	к тому	2	4
88	в своей	8	4
89	сих пор	2	4
90	как в	2	4
91	как раз	5	4
92	хотя бы	4	4
93	мы видим	2	4
94	ни в	10	4
95	до сих	2	4
96	может не	4	3
97	уже в	4	3
98	я не	6	3
99	что это	10	3
100	в своем	4	3
101	и от	3	3
102	на все	2	3
103	что они	6	3
104	об этой	2	3
105	в общем	2	3
106	и мы	3	3
107	и если	4	3
108	и следовательно	5	3
109	в сфере	2	3
110	в их	2	3
111	мы находим	3	3
112	его не	2	3
113	вовсе не	13	3
114	в одной	4	3
115	же самое	2	3
116	как он	4	3
117	тогда когда	6	3
118	всяком случае	2	3
119	сознания и	5	3
120	что оно	4	3
121	об этом	3	3
122	во всех	2	3
123	как известно	2	3
124	она не	8	3
125	не могу	6	3
126	человека и	2	3
127	все же	4	3
128	и остается	2	3
129	самом деле	4	3
130	а не	16	3
131	и то	7	3
132	которые не	2	3
133	во всяком	2	3
134	сам по	3	3
135	могут быть	4	3
136	в каком	4	3
137	связи с	4	3
138	еще на	2	3
139	и это	5	3
140	в которой	2	3
141	в области	2	3
142	ничего не	3	3
143	связана с	2	2
144	в противоположность	2	2
145	в частности	2	2
146	никогда не	9	2
147	что у	2	2
148	в конце	2	2
149	в смысле	5	2
150	как таковой	4	2
151	в зависимости	2	2
152	но все	2	2
153	на этом	2	2
154	же время	5	2
155	что с	2	2
156	о чем	3	2
157	несмотря на	2	2
158	жизни и	6	2
159	данном случае	2	2
160	и вот	4	2
161	и даже	14	2
162	должно быть	7	2
163	бы и	2	2
164	а в	4	2
165	что этот	3	2
166	одно из	4	2
167	нуждается в	3	2
168	говорить о	5	2
169	о котором	3	2
170	что эти	2	2
171	в этих	3	2
172	как это	7	2
173	от этого	3	2
174	по линии	2	2
175	более и	2	2
176	всех этих	3	2
177	он может	2	2
178	в состоянии	2	2
179	и я	2	2
180	к сожалению	2	2
181	ясно что	4	2
182	есть не	7	2
183	в ее	4	2
184	только тогда	7	2
185	зависимости от	2	2
186	одно и	4	2
187	себе и	3	2
188	своей природе	2	2
189	в один	3	2
190	за пределы	4	2
191	оно есть	3	2
192	и потому	5	2
193	даже в	3	2
194	без этого	4	2
195	ее в	2	2
196	на него	2	2
197	мы только	2	2
198	того как	2	2
199	мы начинаем	2	2
200	если мы	2	2
201	уже не	3	2
202	и пр	5	2
203	со всем	2	2
204	в данном	3	2
205	и при	2	2
206	в виде	2	2
207	что если	3	2
