N	2gram	Propp_Russ_2	FransuaR
1	и в	29	41
2	во всех	3	17
3	таким образом	6	17
4	и с	10	16
5	но и	8	13
6	как мы	3	12
7	в этом	11	12
8	все это	10	11
9	все эти	3	11
10	прежде всего	2	10
11	не только	10	10
12	так как	13	10
13	то что	5	10
14	здесь в	2	9
15	кроме того	2	9
16	во время	12	9
17	и на	6	9
18	и все	4	9
19	о том	9	9
20	никогда не	2	8
21	в этой	3	8
22	но в	5	8
23	в них	4	7
24	том что	22	7
25	как бы	18	7
26	на части	9	7
27	как и	11	7
28	что в	22	7
29	связаны с	3	7
30	в образе	2	6
31	в году	3	6
32	один из	2	6
33	вместе с	6	6
34	или в	7	6
35	в то	2	6
36	то же	4	5
37	в ее	3	5
38	так же	4	5
39	а также	4	5
40	из них	4	5
41	и что	5	5
42	еще в	2	5
43	тем что	3	5
44	но он	3	5
45	во всем	2	5
46	все то	2	5
47	там где	2	5
48	что это	3	5
49	с другой	2	4
50	та же	2	4
51	и от	3	4
52	а затем	4	4
53	именно в	4	4
54	у нас	4	4
55	и как	2	4
56	не в	4	4
57	одной стороны	2	4
58	в котором	3	4
59	все же	2	4
60	не может	5	4
61	с одной	2	4
62	как в	7	4
63	того чтобы	6	4
64	земли и	5	4
65	одним из	2	4
66	а в	9	4
67	из этого	2	4
68	с этой	2	3
69	с этим	2	3
70	на первый	3	3
71	нас не	2	3
72	есть в	2	3
73	было бы	3	3
74	в целях	2	3
75	когда они	2	3
76	в него	2	3
77	связано с	2	3
78	и для	2	3
79	при этом	6	3
80	того что	3	3
81	характер в	2	3
82	к нему	4	3
83	с другими	3	3
84	в данном	6	3
85	людей и	2	3
86	потому что	5	3
87	также что	2	3
88	не был	2	2
89	в этих	3	2
90	для этого	5	2
91	а за	4	2
92	представление о	5	2
93	ногами и	2	2
94	для нас	6	2
95	в том	22	2
96	это и	2	2
97	так что	4	2
98	связи с	2	2
99	на этом	3	2
100	но не	5	2
101	а на	9	2
102	из земли	4	2
103	там и	2	2
104	до конца	3	2
105	может быть	13	2
106	в своей	2	2
107	но если	3	2
108	в таких	3	2
109	должен быть	2	2
110	мы видели	7	2
111	в другие	4	2
112	не будем	3	2
113	или с	3	2
114	природы и	2	2
115	данном случае	7	2
116	в форме	2	2
117	а именно	3	2
118	где они	2	2
119	и другие	14	2
120	как это	4	2
121	в народе	3	2
122	а не	4	2
123	мы не	6	2
124	каждый из	2	2
125	и то	2	2
126	их в	4	2
127	между тем	3	2
128	о происхождении	2	2
129	образом в	2	2
130	из этих	2	2
131	начиная с	2	2
132	тогда когда	4	2
133	в эту	3	2
