N	2gram	Losev_Dial_4	Myshleni
1	в том	11	33
2	том что	10	27
3	точки зрения	14	26
4	то что	16	20
5	в этом	11	19
6	с точки	9	18
7	того что	13	17
8	и в	15	15
9	не только	8	15
10	что в	7	14
11	таким образом	5	14
12	что он	7	12
13	того чтобы	5	12
14	в самом	2	11
15	но и	4	10
16	было бы	9	10
17	для того	5	10
18	мы не	9	10
19	мы можем	3	10
20	в своем	5	9
21	может быть	17	9
22	не может	11	9
23	что мы	7	9
24	о том	5	9
25	в сущности	5	9
26	так и	5	8
27	никогда не	2	8
28	не в	8	8
29	заключается в	2	8
30	и что	9	8
31	если бы	6	8
32	и не	30	7
33	потому что	10	7
34	как бы	14	7
35	по себе	13	7
36	во всяком	2	7
37	едва ли	3	7
38	что это	13	6
39	в частности	2	6
40	в отношении	2	6
41	в этой	4	6
42	мы уже	3	6
43	в виду	9	6
44	на то	5	6
45	мы находим	2	6
46	сказать что	6	6
47	в истории	3	6
48	мы должны	4	6
49	как это	2	6
50	но в	3	6
51	вовсе не	6	6
52	как и	7	6
53	вместе с	2	6
54	если мы	5	6
55	что эта	2	6
56	это не	12	5
57	представление о	2	5
58	вопрос о	2	5
59	что с	2	5
60	и их	2	5
61	и даже	6	5
62	сравнению с	2	5
63	тогда когда	5	5
64	все что	2	5
65	по сравнению	2	5
66	то же	9	5
67	во всей	2	5
68	прежде всего	11	4
69	из этих	2	4
70	что все	4	4
71	в пользу	2	4
72	все это	9	4
73	в них	2	4
74	что оно	7	4
75	не имеет	14	4
76	так же	4	4
77	и с	4	4
78	при помощи	3	4
79	так как	14	4
80	с его	5	4
81	для всех	3	4
82	к этому	3	4
83	все же	2	4
84	со всей	2	4
85	мы видим	4	4
86	в качестве	2	4
87	в своей	3	4
88	как в	3	4
89	как раз	4	4
90	того как	2	4
91	хотя бы	4	4
92	и его	7	4
93	только в	7	4
94	в которой	2	4
95	только для	3	3
96	мы будем	2	3
97	для этого	2	3
98	человека и	2	3
99	в собственном	3	3
100	что именно	7	3
101	об этом	3	3
102	что они	4	3
103	при этом	2	3
104	но мы	2	3
105	из них	2	3
106	со стороны	3	3
107	и только	2	3
108	все эти	3	3
109	лишь в	2	3
110	и по	2	3
111	в результате	6	3
112	в основе	10	3
113	с ним	3	3
114	мы имеем	5	3
115	и все	11	3
116	с этим	3	3
117	лежит в	3	3
118	тем более	6	3
119	одной из	2	3
120	когда он	3	3
121	собственном смысле	2	3
122	бы и	3	3
123	что она	5	3
124	только что	2	3
125	тем самым	3	3
126	а не	18	3
127	из которых	3	3
128	вот почему	3	3
129	или в	7	3
130	в данном	3	3
131	и ее	8	3
132	и это	8	3
133	отличие от	2	3
134	ничего не	17	3
135	как только	5	2
136	в противоположность	2	2
137	не могут	2	2
138	сама по	5	2
139	что если	3	2
140	и есть	19	2
141	перед нами	6	2
142	самое что	2	2
143	с этой	2	2
144	на все	2	2
145	же это	5	2
146	можно сказать	5	2
147	что на	2	2
148	и можно	5	2
149	ни в	8	2
150	и как	4	2
151	но все	2	2
152	это есть	13	2
153	но что	5	2
154	и другое	2	2
155	не дает	2	2
156	и само	2	2
157	и идеи	2	2
158	только тогда	5	2
159	случае не	2	2
160	и мы	7	2
161	и той	3	2
162	только его	2	2
163	той или	4	2
164	в котором	2	2
165	и тем	6	2
166	с ее	10	2
167	могут быть	3	2
168	от того	2	2
169	в их	3	2
170	есть нечто	2	2
171	ни чисто	3	2
172	должно быть	2	2
173	но для	2	2
174	но если	5	2
175	говорить о	11	2
176	что здесь	3	2
177	также и	4	2
178	во всем	2	2
179	понятие о	2	2
180	в одном	4	2
181	от этого	3	2
182	нисколько не	2	2
183	отнюдь не	4	2
184	всей его	2	2
185	как чистое	2	2
186	этом смысле	4	2
187	бы ни	2	2
188	именно в	5	2
189	с их	4	2
190	когда она	3	2
191	и из	2	2
192	общего с	3	2
193	в один	3	2
194	за пределы	3	2
195	видим в	2	2
196	в его	4	2
197	нет и	2	2
198	что и	6	2
199	ее в	2	2
200	во всех	2	2
201	без всякого	2	2
202	находится в	2	2
203	и тогда	2	2
204	как нечто	2	2
205	что же	2	2
206	и для	5	2
207	не объясняет	2	2
208	в течение	4	2
209	все равно	2	2
210	в себя	5	2
211	в силу	4	2
212	той же	5	2
213	тому как	4	2
214	тем что	2	2
215	само по	4	2
216	подобно тому	4	2
217	в себе	8	2
218	и вообще	7	2
219	это все	2	2
220	стало быть	15	2
