N	2gram	Bakhtin_Fr_1	Istorich
1	и в	65	25
2	что он	3	22
3	может быть	6	17
4	не только	10	13
5	но и	10	13
6	в его	9	12
7	и не	22	11
8	уже не	3	11
9	так как	6	11
10	все же	6	10
11	в этом	15	10
12	с другой	3	9
13	его в	7	9
14	и его	10	9
15	связи с	4	8
16	что в	3	8
17	том что	6	8
18	мы видим	2	8
19	еще не	6	8
20	на него	2	8
21	связь с	5	8
22	все эти	10	8
23	и на	11	8
24	в частности	5	7
25	во время	4	7
26	а затем	2	7
27	как и	5	7
28	но это	3	7
29	то что	3	7
30	одной стороны	2	7
31	в нем	13	7
32	с одной	2	7
33	превращается в	5	7
34	потому что	5	7
35	и здесь	3	7
36	только в	7	7
37	о том	2	7
38	в этих	2	6
39	это не	3	6
40	прежде всего	11	6
41	как в	5	6
42	не может	3	6
43	и он	2	6
44	не в	4	6
45	или в	2	6
46	могут быть	2	6
47	в том	16	6
48	как мы	6	5
49	для нас	4	5
50	но все	3	5
51	но не	2	5
52	например в	2	5
53	в ней	6	5
54	входит в	4	5
55	в ее	3	4
56	в дальнейшем	8	4
57	мы уже	12	4
58	наряду с	2	4
59	в основном	2	4
60	на этой	3	4
61	в некоторых	2	4
62	все это	9	4
63	его на	2	4
64	мы здесь	2	4
65	он не	2	4
66	и это	2	4
67	с ним	3	4
68	никогда не	6	3
69	в более	3	3
70	представления о	2	3
71	и все	5	3
72	в целом	2	3
73	в книге	2	3
74	в этой	4	3
75	в себя	3	3
76	и пр	5	3
77	о нем	3	3
78	и др	24	3
79	в форме	3	3
80	в свете	2	3
81	в особенности	2	3
82	к нему	3	3
83	друг друга	3	3
84	его к	2	3
85	их в	2	3
86	и с	3	3
87	здесь еще	2	3
88	и вообще	3	3
89	в таких	2	3
90	это уже	4	2
91	на них	2	2
92	формы и	7	2
93	вовсе не	18	2
94	можно сказать	2	2
95	же в	2	2
96	мы и	3	2
97	на тех	2	2
98	до сих	4	2
99	в это	2	2
100	жизни и	7	2
101	несмотря на	2	2
102	одним из	2	2
103	но для	3	2
104	как бы	22	2
105	и потому	10	2
106	это время	2	2
107	даже в	3	2
108	сих пор	4	2
109	в своей	5	2
110	во всех	9	2
111	время в	2	2
112	так например	2	2
113	совершенно не	4	2
114	и для	2	2
115	и других	3	2
116	самом деле	3	2
117	того что	2	2
118	и по	2	2
119	в других	3	2
120	роль в	2	2
121	связан с	3	2
122	сказать что	6	2
123	образом в	2	2
124	точки зрения	7	2
125	во всем	2	2
126	что мы	2	2
127	из них	4	2
128	в свое	2	2
129	особенно в	2	2
130	и этим	2	2
131	ничего не	3	2
132	это было	2	2
