N	2gram	Tiupa_Disk_2	Dialekti
1	и не	15	27
2	а не	14	26
3	точки зрения	4	25
4	и в	16	24
5	не только	10	23
6	не может	9	19
7	то что	5	14
8	с точки	2	14
9	может быть	16	13
10	что он	2	13
11	не менее	7	11
12	что же	2	11
13	отнюдь не	6	10
14	ни в	7	9
15	но и	11	9
16	прежде всего	7	8
17	и как	3	8
18	том что	10	8
19	в этом	16	8
20	что в	5	7
21	никогда не	2	7
22	потому что	4	7
23	как и	16	7
24	должна быть	2	6
25	все это	2	6
26	и с	2	6
27	о том	4	6
28	и все	3	6
29	что и	2	6
30	не на	2	6
31	то же	6	6
32	в том	8	5
33	но это	3	5
34	жизни и	3	5
35	и его	3	5
36	как на	3	5
37	одно из	4	5
38	в то	5	5
39	в них	3	5
40	одно и	2	5
41	он не	3	5
42	так и	9	5
43	уже не	3	5
44	только в	3	5
45	с другой	5	4
46	это не	3	4
47	или иной	3	4
48	на первый	2	4
49	говорить о	2	4
50	чего не	3	4
51	тому как	2	4
52	и то	4	4
53	подобно тому	2	4
54	и это	2	4
55	для него	5	4
56	перед нами	3	3
57	как все	2	3
58	не было	3	3
59	все же	6	3
60	в своем	5	3
61	не в	3	3
62	есть в	2	3
63	же время	5	3
64	одной стороны	4	3
65	в основе	4	3
66	из двух	3	3
67	в нем	7	3
68	из них	3	3
69	с одной	4	3
70	все эти	3	3
71	должно быть	2	3
72	и на	5	3
73	ни к	5	3
74	мира и	4	3
75	но она	3	3
76	как бы	4	3
77	и прежде	2	3
78	тем самым	6	3
79	той же	2	3
80	и ее	3	3
81	не знает	3	3
82	же как	2	2
83	в частности	12	2
84	из этих	3	2
85	который не	2	2
86	еще не	6	2
87	при этом	17	2
88	например в	3	2
89	не о	2	2
90	той или	3	2
91	другой стороны	2	2
92	того и	2	2
93	именно в	2	2
94	а в	2	2
95	в своих	6	2
96	также и	3	2
97	их в	2	2
98	в ней	2	2
99	для себя	2	2
100	но в	11	2
101	я и	4	2
102	с его	6	2
103	нового времени	5	2
104	бытия и	2	2
105	личности в	2	2
106	или иного	2	2
107	но не	7	2
108	со стороны	10	2
109	себя в	6	2
110	и для	2	2
111	в данном	7	2
112	могут быть	3	2
113	в себе	19	2
114	в его	3	2
115	может и	2	2
