N	2gram	Voloshinov_1	Formalny
1	и не	16	30
2	вовсе не	2	28
3	и в	15	27
4	может быть	13	25
5	не может	13	24
6	так и	10	21
7	и его	15	19
8	таким образом	21	18
9	в этом	13	18
10	а не	2	17
11	точки зрения	13	16
12	самом деле	7	16
13	и пр	9	15
14	в нем	4	15
15	в процессе	4	15
16	то же	7	15
17	между ними	2	15
18	на самом	2	14
19	как и	6	14
20	с точки	10	14
21	не в	4	12
22	если бы	3	12
23	в самом	6	11
24	в жизни	5	11
25	но и	4	10
26	не могут	3	10
27	так как	9	9
28	как его	2	9
29	не только	5	9
30	что в	6	8
31	ни в	6	8
32	при этом	7	8
33	как бы	11	8
34	с помощью	9	8
35	отнюдь не	2	8
36	и все	4	8
37	то что	10	8
38	как раз	2	8
39	как мы	10	8
40	только в	6	8
41	не менее	3	7
42	в том	4	7
43	же время	5	7
44	все это	5	7
45	потому что	4	7
46	в искусстве	3	7
47	в то	6	7
48	его в	8	7
49	между тем	2	7
50	для них	3	7
51	совершенно не	2	7
52	в его	9	7
53	если мы	5	7
54	все время	4	6
55	всяком случае	3	6
56	все эти	9	6
57	в своих	4	6
58	бы в	2	6
59	но в	9	6
60	что он	8	6
61	более того	2	6
62	еще не	7	6
63	было бы	6	6
64	все же	5	6
65	в своей	9	6
66	хотя бы	7	6
67	и для	2	6
68	в данном	3	6
69	во всяком	4	6
70	и ее	3	6
71	вместе с	4	6
72	никогда не	7	5
73	зависимости от	2	5
74	войти в	3	5
75	в дальнейшем	2	5
76	совсем не	5	5
77	того чтобы	2	5
78	не является	3	5
79	в одной	2	5
80	в ней	5	5
81	в истории	3	5
82	большинстве случаев	5	5
83	в зависимости	2	5
84	но не	5	5
85	и потому	8	5
86	что же	4	5
87	сводится к	3	5
88	так сказать	3	5
89	прежде всего	11	4
90	к тому	4	4
91	мы знаем	7	4
92	он был	3	4
93	следовательно и	2	4
94	в большинстве	4	4
95	до конца	5	4
96	мы видели	5	4
97	в целом	2	4
98	жизни и	5	4
99	данном случае	3	4
100	со стороны	2	4
101	они не	2	4
102	мы можем	12	4
103	между собой	4	4
104	по себе	2	4
105	в ее	4	4
106	том что	5	4
107	социальной жизни	2	4
108	она не	2	4
109	конечно не	3	4
110	как в	3	4
111	только на	2	4
112	роль в	6	4
113	мы не	4	4
114	могут быть	6	4
115	слова и	2	4
116	из этого	2	4
117	бы и	2	3
118	что это	3	3
119	в этих	2	3
120	его и	2	3
121	тому что	3	3
122	это не	2	3
123	формы и	2	3
124	те же	4	3
125	можно сказать	4	3
126	мы и	4	3
127	того что	2	3
128	одним из	3	3
129	в него	2	3
130	не нуждается	2	3
131	только то	3	3
132	этот процесс	4	3
133	в эпоху	3	3
134	по отношению	11	3
135	той же	2	3
136	этом отношении	2	3
137	и что	3	3
138	и на	3	3
139	не следует	2	3
140	их в	2	3
141	сказать что	6	3
142	и с	7	3
143	в основе	3	3
144	нуждается в	2	3
145	он и	2	3
146	жизни в	3	3
147	в условиях	3	3
148	у нас	3	3
149	мы уже	5	3
150	во всех	8	3
151	оно не	2	3
152	отношению к	9	3
153	наука о	2	3
154	время в	2	3
155	ее в	2	3
156	уже не	5	3
157	случае в	2	3
158	в себе	4	3
159	может стать	3	3
160	или иное	2	2
161	в основу	2	2
162	для этого	4	2
163	в отношении	2	2
164	человека и	6	2
165	главным образом	4	2
166	на все	2	2
167	всех этих	5	2
168	но это	2	2
169	в этой	5	2
170	на этом	5	2
171	в следующей	5	2
172	смысле слова	2	2
173	не можем	3	2
174	ведь мы	2	2
175	нам важно	3	2
176	и очень	2	2
177	но если	2	2
178	со всею	3	2
179	и др	8	2
180	учение о	2	2
181	от того	3	2
182	что она	2	2
183	в своем	2	2
184	в нас	2	2
185	и только	4	2
186	и содержание	3	2
187	отношения к	2	2
188	в самое	2	2
189	ведь если	2	2
190	следующей главе	3	2
191	являются только	2	2
192	и даже	2	2
193	увидим что	4	2
194	знаем что	3	2
195	уже знаем	3	2
196	чем же	5	2
197	из этих	4	2
198	в высшей	2	2
199	возможно только	2	2
200	с его	8	2
201	сознания и	5	2
202	и со	2	2
203	развития как	2	2
204	предмета и	2	2
205	к этому	7	2
206	с ее	3	2
207	одна из	3	2
208	мы увидим	4	2
209	мы должны	7	2
210	за пределы	2	2
211	в основном	2	2
212	на почве	2	2
213	должен быть	2	2
214	что и	2	2
215	тем не	2	2
216	продолжает жить	2	2
217	внутренней речи	3	2
218	это только	2	2
219	человека в	3	2
220	чтобы не	2	2
221	то или	2	2
222	и снова	2	2
223	в таком	3	2
224	правда в	2	2
225	высшей степени	2	2
226	в каком	3	2
227	на протяжении	5	2
228	дело в	2	2
229	органическое единство	3	2
230	в области	3	2
231	ничего не	2	2
232	в эту	2	2
233	и тех	2	2
