N	2gram	Propp_Isto_6	Problemy
1	и в	26	46
2	и не	10	27
3	может быть	11	23
4	как бы	4	19
5	не может	6	19
6	в нем	8	17
7	в этом	12	16
8	не только	10	14
9	перед нами	2	12
10	но и	9	12
11	как и	5	12
12	как мы	4	12
13	и на	12	11
14	в одном	3	11
15	а не	2	11
16	не в	3	10
17	прежде всего	4	9
18	в том	12	9
19	вовсе не	2	9
20	в его	5	9
21	до сих	4	8
22	сих пор	4	8
23	или в	3	8
24	и с	6	7
25	еще не	9	7
26	в себе	3	7
27	никогда не	13	6
28	ни в	2	6
29	но это	4	6
30	в него	3	6
31	к себе	2	6
32	но в	7	6
33	что он	9	6
34	то же	5	6
35	и он	4	6
36	и его	7	6
37	только в	5	6
38	живет на	2	6
39	это не	4	5
40	при этом	3	5
41	и сам	2	5
42	нам кажется	2	5
43	жизни и	2	5
44	по отношению	2	5
45	мы находим	2	5
46	в то	5	5
47	так как	18	5
48	с его	4	5
49	у него	7	5
50	о том	7	5
51	отношению к	2	5
52	что в	12	4
53	в этих	2	4
54	очень часто	5	4
55	можно сказать	2	4
56	кроме того	3	4
57	например в	7	4
58	таким образом	12	4
59	все эти	8	4
60	и других	3	4
61	и наконец	3	4
62	людей и	2	4
63	потому что	13	4
64	он и	2	4
65	мы не	6	4
66	мы можем	7	4
67	превращается в	7	4
68	как в	6	4
69	том что	10	4
70	но не	2	4
71	он не	2	4
72	все же	8	4
73	то что	6	4
74	своего рода	2	4
75	но эти	2	4
76	так и	5	4
77	уже не	7	4
78	здесь не	2	4
79	и другие	3	3
80	с другой	10	3
81	из этих	4	3
82	на то	2	3
83	к своему	3	3
84	такой же	3	3
85	в своем	2	3
86	но для	2	3
87	здесь нет	2	3
88	то это	5	3
89	и до	2	3
90	образом и	2	3
91	другой стороны	8	3
92	так же	2	3
93	и только	3	3
94	но он	2	3
95	имеем в	4	3
96	как он	6	3
97	их в	3	3
98	мы имеем	14	3
99	но при	2	3
100	если бы	3	3
101	здесь и	2	3
102	но здесь	4	3
103	с собой	2	3
104	того же	2	3
105	всех его	2	3
106	и что	5	3
107	она не	3	3
108	было бы	2	3
109	кажется что	2	3
110	мы уже	6	3
111	в своей	3	3
112	что и	4	3
113	него в	2	3
114	на него	2	3
115	что же	2	3
116	героя в	2	3
117	отличается от	2	3
118	почти всегда	3	3
119	тем что	5	3
120	в этой	2	3
121	далеко не	3	3
122	и это	8	3
123	и этим	5	3
124	например у	3	2
125	должна быть	3	2
126	в одной	2	2
127	вопрос о	3	2
128	к тому	2	2
129	все время	2	2
130	для нас	2	2
131	живет в	2	2
132	в одно	2	2
133	так что	3	2
134	и как	2	2
135	но все	2	2
136	в античной	2	2
137	же как	3	2
138	во сне	3	2
139	и тем	4	2
140	на том	8	2
141	целый ряд	2	2
142	то и	2	2
143	в других	4	2
144	не было	3	2
145	они не	3	2
146	и по	4	2
147	а в	3	2
148	увидим что	2	2
149	в которых	2	2
150	сказать что	3	2
151	о котором	2	2
152	что мы	2	2
153	с ним	8	2
154	в античности	4	2
155	с этим	2	2
156	стороны и	2	2
157	у нас	5	2
158	одна из	2	2
159	все что	4	2
160	есть и	4	2
161	в свое	2	2
162	не могло	2	2
163	когда он	3	2
164	вместе с	8	2
165	так в	6	2
166	и через	3	2
167	и они	2	2
168	можно было	2	2
169	ничего не	2	2
170	в данном	3	2
171	во всяком	2	2
172	от этого	3	2
173	могут быть	3	2
174	ту же	2	2
175	которые в	2	2
176	там где	5	2
177	того как	3	2
