N	2gram	Propp_Isto_6	Dialekti
1	не есть	2	40
2	и не	10	30
3	т е	22	25
4	и т	10	21
5	т д	8	19
6	и в	26	18
7	ничего не	2	17
8	может быть	11	17
9	в нем	8	16
10	ни в	2	15
11	так что	3	15
12	не имеет	2	15
13	значит что	2	14
14	а не	2	14
15	потому что	13	14
16	что в	12	13
17	то что	6	13
18	не только	10	13
19	если бы	3	12
20	было бы	2	12
21	в мифе	4	12
22	и что	5	12
23	в этом	12	12
24	не может	6	12
25	что это	2	11
26	что он	9	11
27	как бы	4	11
28	в себе	3	11
29	так как	18	11
30	прежде всего	4	10
31	то же	5	10
32	сказать что	3	10
33	никогда не	13	9
34	это не	4	9
35	в том	12	9
36	так и	5	9
37	том что	10	9
38	и то	3	9
39	но это	4	8
40	вовсе не	2	7
41	и как	2	7
42	но и	9	7
43	что она	3	7
44	мы находим	2	7
45	что не	2	7
46	с другой	10	6
47	можно сказать	2	6
48	она не	3	6
49	не было	3	6
50	и вот	3	6
51	не в	3	6
52	его не	2	6
53	в то	5	6
54	с ним	8	6
55	но в	7	6
56	в этих	2	5
57	в своем	2	5
58	на то	2	5
59	есть и	4	5
60	а потом	2	5
61	все же	8	5
62	что оно	4	5
63	и он	4	5
64	а в	3	5
65	можно было	2	5
66	и с	6	5
67	мы должны	2	5
68	к тому	2	4
69	во всяком	2	4
70	это мы	2	4
71	мы видим	5	4
72	но не	2	4
73	от него	3	4
74	миф и	2	4
75	то это	5	4
76	только то	2	4
77	так же	2	4
78	другой стороны	8	4
79	как мы	4	4
80	почти всегда	3	4
81	или другой	2	4
82	мы можем	7	4
83	о том	7	4
84	как он	6	4
85	как это	5	4
86	может иметь	2	3
87	в них	3	3
88	та же	3	3
89	должна быть	3	3
90	стороны и	2	3
91	что и	4	3
92	что они	2	3
93	или иное	3	3
94	он не	2	3
95	в его	5	3
96	даже в	2	3
97	его с	3	3
98	один из	3	3
99	жизни и	2	3
100	этот обряд	3	3
101	что же	2	3
102	но все	2	3
103	обе стороны	2	3
104	только что	2	3
105	то или	2	3
106	у них	4	3
107	в данном	3	3
108	в ней	5	3
109	могут быть	3	3
110	только в	5	3
111	утверждать что	2	3
112	но вот	2	3
113	от этого	3	3
114	как у	2	2
115	как только	3	2
116	того что	2	2
117	же как	3	2
118	в виде	6	2
119	в частности	3	2
120	в качестве	3	2
121	чаще всего	5	2
122	как в	6	2
123	но так	3	2
124	с этой	2	2
125	и от	3	2
126	из этих	4	2
127	точно так	2	2
128	можно указать	2	2
129	к этому	3	2
130	вопрос о	3	2
131	и сейчас	2	2
132	как и	5	2
133	эти два	2	2
134	такой же	3	2
135	что здесь	3	2
136	и другое	2	2
137	до сих	4	2
138	еще не	9	2
139	одной стороны	7	2
140	о чем	2	2
141	но есть	3	2
142	и больше	2	2
143	никто не	2	2
144	относится к	2	2
145	же можно	3	2
146	в него	3	2
147	всяком случае	2	2
148	другими словами	3	2
149	в своей	3	2
150	сих пор	4	2
151	образом и	2	2
152	со стороны	3	2
153	в воде	5	2
154	и эта	3	2
155	с этим	2	2
156	на земле	4	2
157	а с	2	2
158	с одной	7	2
159	все эти	8	2
160	мы имеем	14	2
161	уже не	7	2
162	об одном	2	2
163	отличается от	2	2
164	с ними	2	2
165	то он	2	2
166	ее на	2	2
167	то и	2	2
168	что касается	2	2
169	он и	2	2
170	в которых	2	2
171	но как	4	2
172	я могу	2	2
173	и это	8	2
174	нет ни	2	2
175	время как	3	2
