N	3gram	Vygotskiy__4	KulturaY
1	в том что	31	10
2	можно было бы	5	9
3	с точки зрения	11	8
4	для того чтобы	5	8
5	с другой стороны	8	7
6	в самом деле	6	7
7	то обстоятельство что	3	7
8	во всяком случае	3	5
9	в этом смысле	8	5
10	в этой области	2	4
11	в этом отношении	7	3
12	в связи с	3	3
13	точно так же	3	3
14	на то что	4	2
15	в отличие от	2	2
16	так же как	5	2
17	с этой точки	4	2
18	в свое время	2	2
19	в свою очередь	2	2
20	этой точки зрения	4	2
21	вместе с тем	3	2
22	в этом случае	3	2
23	только в том	2	2
