N	2gram	Losev_Vlad_1	Myshleni
1	то что	18	26
2	что он	12	25
3	в этом	14	25
4	потому что	11	21
5	таким образом	3	19
6	в том	11	18
7	не может	6	18
8	точки зрения	2	18
9	того чтобы	2	17
10	что в	14	16
11	и в	31	16
12	того что	2	16
13	так как	8	16
14	не только	24	16
15	том что	14	15
16	для того	2	14
17	сказать что	7	13
18	и не	17	12
19	и что	6	12
20	отношение к	3	11
21	в его	12	11
22	но не	3	10
23	было бы	2	10
24	как мы	9	10
25	только в	9	10
26	в отношении	3	9
27	может быть	6	9
28	о том	11	8
29	как это	7	8
30	как и	4	8
31	мы должны	2	8
32	он не	10	8
33	то же	6	8
34	тем самым	2	8
35	в нем	4	7
36	но он	5	7
37	того же	6	7
38	так и	6	7
39	что все	2	6
40	не в	5	6
41	в этой	4	6
42	но и	19	6
43	и на	3	6
44	как он	4	6
45	но в	12	6
46	у него	15	6
47	к тому	3	6
48	никогда не	9	5
49	в своем	4	5
50	на все	2	5
51	мы и	4	5
52	что они	3	5
53	что с	2	5
54	для него	7	5
55	но мы	2	5
56	хотя бы	2	5
57	в то	8	5
58	с ним	5	5
59	можно сказать	6	5
60	тот же	3	5
61	как в	3	5
62	мысли и	4	5
63	только что	2	5
64	говорит что	4	5
65	тем что	2	5
66	в которой	4	5
67	ничего не	3	5
68	в меру	2	4
69	все эти	3	4
70	с другой	3	4
71	то время	2	4
72	так что	10	4
73	при этом	2	4
74	в самом	2	4
75	на этот	6	4
76	в целом	3	4
77	и по	8	4
78	что мы	2	4
79	в результате	2	4
80	тем более	2	4
81	в качестве	6	4
82	еще не	2	4
83	за пределы	3	4
84	вместе с	3	4
85	той же	2	4
86	и то	10	4
87	не менее	2	3
88	в частности	2	3
89	мы знаем	2	3
90	и как	4	3
91	но это	3	3
92	но как	5	3
93	но что	3	3
94	и тот	2	3
95	к нему	4	3
96	то как	2	3
97	еще и	7	3
98	как на	2	3
99	а в	9	3
100	больше чем	2	3
101	и с	14	3
102	к его	3	3
103	по своей	4	3
104	к этой	2	3
105	к жизни	2	3
106	с тем	2	3
107	к этому	6	3
108	все же	3	3
109	по существу	2	3
110	это и	2	3
111	по своему	3	3
112	одной из	2	3
113	никак не	4	3
114	еще в	4	3
115	что и	5	3
116	на этом	2	3
117	и его	7	3
118	он в	3	3
119	один и	2	3
120	ответ на	2	3
121	в чем	2	3
122	я не	4	2
123	мы будем	2	2
124	что у	4	2
125	и от	5	2
126	в тот	2	2
127	на всю	2	2
128	по поводу	12	2
129	на его	3	2
130	одним из	2	2
131	совершенно не	2	2
132	в котором	6	2
133	отношением к	2	2
134	в своей	4	2
135	из них	2	2
136	речи с	2	2
137	что она	2	2
138	все это	5	2
139	другой стороны	3	2
140	то и	2	2
141	то обстоятельство	2	2
142	образом в	2	2
143	но только	3	2
144	свое время	6	2
145	и даже	15	2
146	что для	4	2
147	знания и	2	2
148	в своих	5	2
149	в момент	2	2
150	обстоятельство что	2	2
151	и здесь	3	2
152	в истории	4	2
153	но этот	3	2
154	которая как	2	2
155	в этот	4	2
156	для его	2	2
157	в них	2	2
158	в жизни	3	2
159	вовсе не	5	2
160	и к	6	2
161	которых он	2	2
162	у нас	6	2
163	что я	2	2
164	во всем	4	2
165	учение о	2	2
166	все что	2	2
167	указывает на	2	2
168	это мы	2	2
169	жизни и	5	2
170	и из	3	2
171	когда он	5	2
172	в свое	5	2
173	и потому	6	2
174	только к	3	2
175	на основании	2	2
176	только на	3	2
177	тому же	2	2
178	а с	5	2
179	на свою	3	2
180	его на	2	2
181	значение для	2	2
182	во всяком	2	2
183	из этого	2	2
