N	2gram	Bakhtin_Fr_6	Problemy
1	и не	3	31
2	и в	41	29
3	в его	7	24
4	может быть	2	24
5	а не	2	22
6	в этом	12	22
7	как бы	7	19
8	в нем	16	19
9	точки зрения	2	19
10	не только	10	15
11	то что	10	15
12	но и	13	14
13	и его	13	14
14	то же	5	14
15	рядом с	5	14
16	с точки	2	13
17	как и	7	12
18	не может	4	12
19	таким образом	17	12
20	в одном	5	10
21	в самом	10	10
22	в то	6	10
23	только в	3	10
24	там где	5	10
25	с его	5	9
26	себе самом	2	9
27	все же	4	9
28	в романе	2	9
29	но не	2	9
30	же время	5	9
31	все эти	11	9
32	в своем	5	8
33	до конца	2	8
34	что он	6	8
35	что в	7	8
36	в своей	2	8
37	потому что	3	8
38	в том	2	8
39	прежде всего	10	7
40	вовсе не	7	7
41	том что	7	7
42	не в	4	7
43	за пределы	2	7
44	так и	5	7
45	в форме	2	7
46	и как	4	7
47	а в	4	7
48	с другими	3	7
49	и на	9	7
50	в себе	5	7
51	мира и	2	7
52	но в	8	7
53	все это	11	6
54	в одной	3	6
55	в конце	2	6
56	не могут	2	6
57	к нему	3	6
58	одним из	4	6
59	был бы	2	6
60	как в	4	6
61	как раз	2	6
62	самом деле	4	6
63	так же	5	6
64	говорит он	2	6
65	и потому	2	6
66	так как	10	6
67	перед нами	3	5
68	должна быть	2	5
69	и др	10	5
70	именно в	4	5
71	было бы	3	5
72	более того	4	5
73	это и	2	5
74	в сущности	8	5
75	у него	7	5
76	он не	2	5
77	одной плоскости	2	5
78	той же	5	5
79	между тем	2	5
80	с ним	4	5
81	в плане	3	5
82	мира в	2	5
83	поэтому и	3	4
84	все то	5	4
85	в результате	4	4
86	превращается в	2	4
87	в литературе	5	4
88	но это	3	4
89	и с	16	4
90	даже в	4	4
91	не на	2	4
92	и для	3	4
93	тем что	5	4
94	но эта	2	4
95	как мы	12	4
96	они не	3	4
97	и наконец	4	4
98	их в	2	4
99	в основе	4	4
100	в этой	8	4
101	так сказать	2	4
102	уже в	4	3
103	он сам	3	3
104	для его	2	3
105	никогда не	8	3
106	в них	7	3
107	они уже	2	3
108	с другой	4	3
109	нового времени	4	3
110	романа в	3	3
111	все что	4	3
112	кроме того	9	3
113	в духе	3	3
114	и до	7	3
115	другой стороны	2	3
116	этом отношении	3	3
117	например в	6	3
118	и у	2	3
119	сказать что	6	3
120	но с	2	3
121	он в	2	3
122	и этим	2	3
123	бы в	2	3
124	все время	4	2
125	всех этих	2	2
126	связи с	2	2
127	с этой	3	2
128	но они	4	2
129	и во	2	2
130	и от	4	2
131	те же	3	2
132	жизни и	3	2
133	так что	2	2
134	мы видим	6	2
135	при этом	3	2
136	есть и	2	2
137	ведь это	2	2
138	тот же	4	2
139	своего времени	2	2
140	и сам	3	2
141	кажется что	2	2
142	если б	2	2
143	конечно не	3	2
144	они могут	2	2
145	никак не	3	2
146	до сих	3	2
147	в котором	4	2
148	один из	6	2
149	в большинстве	4	2
150	на его	2	2
151	в первой	3	2
152	сих пор	3	2
153	данном случае	2	2
154	мы уже	18	2
155	и даже	4	2
156	на языке	3	2
157	в той	5	2
158	и что	5	2
159	именно на	4	2
160	к себе	2	2
161	между ними	3	2
162	к этим	3	2
163	конечно и	4	2
164	в данном	3	2
165	то он	2	2
166	в ней	4	2
167	но он	5	2
168	в истории	2	2
169	образ в	2	2
170	большинстве случаев	5	2
171	с этим	3	2
