N	2gram	Losev_Prob_4	Istorich
1	и т	4	27
2	и в	20	26
3	т д	3	24
4	так же	5	18
5	то что	15	16
6	не только	24	15
7	что в	3	14
8	может быть	9	14
9	но и	14	12
10	что он	8	10
11	так и	10	10
12	таким образом	8	10
13	и его	10	10
14	при помощи	10	10
15	что и	3	9
16	все же	2	9
17	и не	28	9
18	его в	2	9
19	так как	5	9
20	то же	7	8
21	а в	4	8
22	в этих	5	7
23	об этом	6	7
24	как и	6	7
25	в качестве	10	7
26	он не	2	7
27	как в	5	7
28	в этом	9	7
29	что здесь	6	7
30	мы имеем	6	7
31	что они	2	6
32	еще не	7	6
33	вместе с	5	6
34	не может	5	6
35	а не	7	6
36	к нему	3	6
37	и то	2	6
38	потому что	15	6
39	мы можем	3	6
40	и как	3	5
41	это не	7	5
42	точно так	3	5
43	в одном	4	5
44	это и	4	5
45	но все	3	5
46	но не	5	5
47	и только	4	5
48	в его	3	5
49	то это	3	5
50	как мы	3	5
51	и что	2	5
52	из которых	3	5
53	уже не	5	5
54	и по	2	5
55	не в	13	5
56	с ними	2	5
57	и с	7	5
58	тем что	3	5
59	в другом	3	5
60	мы должны	3	5
61	но в	8	5
62	с собой	3	5
63	в человеческом	2	4
64	с другой	7	4
65	вовсе не	21	4
66	указывает на	4	4
67	в своей	4	4
68	другой стороны	6	4
69	здесь не	7	4
70	не просто	16	4
71	но эта	2	4
72	и даже	9	4
73	о том	5	4
74	только что	2	3
75	перед нами	13	3
76	и более	3	3
77	к своему	2	3
78	является и	3	3
79	же в	4	3
80	для нас	6	3
81	в том	20	3
82	том что	12	3
83	но это	6	3
84	во всем	2	3
85	при этом	6	3
86	не что	2	3
87	и если	5	3
88	одном случае	2	3
89	на его	2	3
90	относится к	2	3
91	как бы	4	3
92	все эти	16	3
93	а также	6	3
94	и он	2	3
95	данном случае	5	3
96	что она	4	3
97	а именно	2	3
98	на земле	2	3
99	как это	3	3
100	всякого рода	3	3
101	не имеет	4	3
102	есть только	2	3
103	или в	5	3
104	в данном	6	3
105	что иное	2	3
106	связи с	3	3
107	что мы	3	3
108	только в	23	3
109	иное как	2	3
110	мы читаем	2	2
111	содержит в	8	2
112	уже в	4	2
113	с тем	4	2
114	в мифе	3	2
115	не менее	10	2
116	и есть	4	2
117	это уже	3	2
118	однако в	2	2
119	в своем	3	2
120	другом случае	2	2
121	и во	4	2
122	с этим	4	2
123	и все	8	2
124	этого не	2	2
125	по себе	11	2
126	и тем	7	2
127	тем не	10	2
128	ни в	17	2
129	говорит о	2	2
130	так что	6	2
131	есть в	7	2
132	в истории	3	2
133	говорит что	2	2
134	было бы	14	2
135	том как	2	2
136	здесь на	2	2
137	если бы	8	2
138	такого рода	7	2
139	конечно не	3	2
140	между прочим	3	2
141	у нас	14	2
142	ему в	2	2
143	в частности	2	2
144	хотя и	5	2
145	хотя бы	7	2
146	в нем	5	2
147	не есть	12	2
148	себя в	2	2
149	не к	2	2
150	другими словами	3	2
151	из них	3	2
152	дело не	3	2
153	все это	9	2
154	что это	2	2
155	в связи	3	2
156	тут и	4	2
157	в других	2	2
158	здесь мы	3	2
159	совершенно ясно	2	2
160	мы здесь	2	2
161	тут же	3	2
162	и на	3	2
163	живое существо	4	2
164	сказать что	7	2
165	в виде	22	2
166	даже и	13	2
167	имеем в	3	2
168	в себе	12	2
169	во все	2	2
170	же самое	6	2
171	в этой	4	2
172	но этот	2	2
173	в области	3	2
174	то мы	2	2
