N	2gram	Vinokur_Ku_1	Psycholo
1	и в	24	38
2	то что	9	35
3	в том	30	25
4	в самом	10	25
5	самом деле	9	21
6	что в	17	20
7	может быть	13	19
8	и что	5	18
9	на то	4	16
10	что она	3	16
11	точки зрения	14	16
12	в ней	6	15
13	если бы	9	14
14	том что	21	14
15	как бы	7	14
16	и т	33	14
17	потому что	23	14
18	в этой	3	13
19	и мы	2	13
20	в этом	14	13
21	было бы	15	12
22	не только	10	12
23	мы увидим	3	12
24	таким образом	12	12
25	не в	11	12
26	что он	6	11
27	что это	5	10
28	в сущности	3	10
29	то же	8	10
30	и не	12	10
31	и все	2	10
32	с точки	9	9
33	того чтобы	17	9
34	увидим что	2	9
35	все же	12	8
36	с тем	5	8
37	с этим	4	8
38	в одном	3	8
39	вовсе не	10	8
40	для нас	2	8
41	как и	2	8
42	так что	4	8
43	и как	2	8
44	как раз	8	8
45	для того	16	8
46	и то	3	8
47	с другой	7	7
48	а не	8	7
49	никак не	2	7
50	не может	7	7
51	может служить	2	7
52	а в	5	7
53	заключается в	2	7
54	между тем	5	7
55	из них	4	6
56	и здесь	3	6
57	к тому	5	6
58	до сих	4	6
59	один из	4	6
60	и если	3	6
61	в котором	3	6
62	не имеет	2	6
63	тому что	3	6
64	он не	2	6
65	уже из	2	6
66	так как	9	6
67	если мы	2	6
68	как это	3	6
69	и его	5	6
70	и на	4	6
71	в которых	6	6
72	о том	9	6
73	ясно что	3	6
74	там где	4	6
75	я не	2	5
76	казалось бы	3	5
77	должна быть	3	5
78	в своем	3	5
79	в какой	6	5
80	несмотря на	3	5
81	иначе говоря	2	5
82	в своей	2	5
83	вместе с	7	5
84	но и	6	5
85	сих пор	4	5
86	другой стороны	6	5
87	т п	18	5
88	в той	5	5
89	или в	2	5
90	о котором	2	5
91	в его	12	5
92	могли бы	2	5
93	так сказать	5	5
94	в которой	6	5
95	что если	2	4
96	никогда не	2	4
97	идет о	2	4
98	в тех	4	4
99	что они	4	4
100	в свою	3	4
101	при этом	6	4
102	что с	2	4
103	когда он	3	4
104	и для	2	4
105	конечно не	2	4
106	в самой	4	4
107	но если	2	4
108	речь идет	2	4
109	не мог	2	4
110	в нем	4	4
111	что и	4	4
112	ее в	2	4
113	в целом	4	4
114	как в	4	4
115	смысл и	2	4
116	т д	14	4
117	все эти	6	4
118	того что	9	4
119	когда в	2	4
120	и даже	3	4
121	только в	11	4
122	что эти	4	4
123	в себе	3	4
124	в виду	5	4
125	как на	3	3
126	были бы	2	3
127	в них	7	3
128	в речи	3	3
129	из этих	4	3
130	что все	2	3
131	из одного	3	3
132	так называемой	2	3
133	указать на	4	3
134	ни в	2	3
135	того же	4	3
136	тот же	2	3
137	был бы	2	3
138	и значение	2	3
139	должен быть	4	3
140	все это	6	3
141	то и	2	3
142	это только	3	3
143	прав когда	2	3
144	что не	5	3
145	в таком	3	3
146	и тем	2	3
147	того как	4	3
148	тем что	8	3
149	состоит в	3	3
150	из области	4	3
151	в то	2	3
152	бы в	7	3
153	здесь не	3	3
154	но в	2	3
155	в общем	3	2
156	в данном	4	2
157	не могут	2	2
158	что так	3	2
159	и более	2	2
160	к своему	2	2
161	была бы	3	2
162	в этих	4	2
163	смысле этого	3	2
164	следует что	4	2
165	хотя бы	10	2
166	так например	2	2
167	с этой	2	2
168	при том	2	2
169	на самом	2	2
170	во всяком	5	2
171	что оно	3	2
172	иначе как	2	2
173	и эти	3	2
174	же в	4	2
175	до конца	2	2
176	уже не	8	2
177	у нас	10	2
178	по существу	4	2
179	это есть	2	2
180	в силу	10	2
181	есть в	4	2
182	свою очередь	3	2
183	очевидно что	3	2
184	ли это	2	2
185	и может	3	2
186	том как	3	2
187	на те	2	2
188	они не	3	2
189	например в	5	2
190	по преимуществу	2	2
191	всяком случае	5	2
192	все те	2	2
193	в известных	3	2
194	для этого	3	2
195	то это	3	2
196	дело не	2	2
197	нам не	3	2
198	со стороны	4	2
199	что же	6	2
200	внимание на	4	2
201	целый ряд	5	2
202	что его	2	2
203	так же	4	2
204	а с	3	2
205	еще и	5	2
206	не просто	5	2
207	действия и	2	2
208	той же	3	2
209	в качестве	7	2
210	не имеют	3	2
211	одно из	2	2
212	к себе	4	2
213	в истории	3	2
214	его к	3	2
215	этого слова	3	2
216	на примере	2	2
217	когда мы	2	2
218	с ним	5	2
219	ничего не	2	2
220	том и	2	2
