N	2gram	Losev_Vlad_2	Literetu
1	не только	12	24
2	при этом	5	19
3	но и	8	17
4	а не	7	16
5	в том	18	16
6	в частности	2	15
7	том что	12	14
8	может быть	7	13
9	в году	24	13
10	и не	18	12
11	в этом	20	12
12	прежде всего	6	11
13	в своем	8	11
14	такого рода	2	10
15	то что	20	10
16	или иначе	3	9
17	так или	3	8
18	не в	9	8
19	в целом	4	8
20	и в	30	8
21	только в	6	8
22	как это	7	8
23	не менее	7	7
24	я не	4	7
25	в его	11	7
26	как бы	5	7
27	уже не	3	7
28	в себе	6	7
29	я и	2	7
30	и я	5	6
31	как и	5	6
32	и сам	2	6
33	связи с	8	6
34	себя в	2	6
35	того что	5	6
36	точки зрения	7	6
37	то есть	7	6
38	с его	4	5
39	казалось бы	2	5
40	с этой	4	5
41	что он	13	5
42	же в	2	5
43	же время	3	5
44	я в	3	5
45	а также	10	5
46	для себя	5	5
47	как в	3	5
48	не может	9	5
49	то же	4	5
50	в отличие	3	5
51	уже в	3	5
52	в данном	3	5
53	не столько	3	5
54	в то	9	5
55	отличие от	3	5
56	в стихотворении	2	4
57	это не	2	4
58	в конце	13	4
59	но не	3	4
60	еще в	2	4
61	все же	9	4
62	в своей	5	4
63	данном случае	2	4
64	со стороны	4	4
65	так и	5	4
66	никогда не	7	4
67	в связи	8	4
68	друг друга	2	4
69	и его	6	4
70	в своих	2	4
71	в этой	4	4
72	не было	10	3
73	что в	12	3
74	и есть	2	3
75	да и	3	3
76	что его	4	3
77	и прежде	2	3
78	в самом	2	3
79	несмотря на	4	3
80	не мог	8	3
81	у него	19	3
82	том же	3	3
83	же и	2	3
84	жизни и	6	3
85	в их	2	3
86	а в	11	3
87	таким образом	3	3
88	еще и	6	3
89	же году	2	3
90	и даже	10	3
91	той же	4	3
92	потому что	9	3
93	во всяком	6	3
94	он и	3	3
95	но в	8	3
96	также и	6	3
97	его в	4	3
98	дело в	3	3
99	в области	3	3
100	в виду	2	3
101	на этом	2	2
102	этого не	2	2
103	однако в	2	2
104	у достоевского	2	2
105	из этих	3	2
106	раз и	2	2
107	же это	2	2
108	вл соловьева	152	2
109	к тому	2	2
110	от всякой	2	2
111	тем не	6	2
112	из его	2	2
113	что я	3	2
114	в москве	6	2
115	того же	5	2
116	для него	9	2
117	было бы	9	2
118	по поводу	4	2
119	о своем	2	2
120	вплоть до	3	2
121	всяком случае	6	2
122	даже в	2	2
123	говоря уже	2	2
124	в нем	4	2
125	то это	4	2
126	не любил	2	2
127	не есть	4	2
128	в сущности	2	2
129	жизни с	2	2
130	не говоря	3	2
131	не на	2	2
132	все эти	5	2
133	для вас	2	2
134	ко всему	4	2
135	что не	2	2
136	хотя бы	3	2
137	и вполне	3	2
138	с точки	3	2
139	было у	2	2
140	что для	2	2
141	во многих	2	2
142	можно было	2	2
143	и то	5	2
144	всем и	2	2
145	тем более	3	2
146	себе в	2	2
147	как будто	2	2
148	о том	4	2
149	как он	2	2
150	нет ничего	3	2
151	в россии	3	2
