N	2gram	Propp_Isto_7	Analitik
1	в качестве	3	31
2	может быть	14	29
3	в том	7	27
4	не может	14	22
5	и не	4	21
6	и в	24	18
7	а не	8	17
8	но и	11	17
9	представляет собой	4	16
10	не только	21	15
11	тогда как	3	14
12	не в	9	14
13	как и	6	13
14	в этом	12	13
15	том что	10	12
16	при этом	4	12
17	но не	6	10
18	то же	8	9
19	а в	10	9
20	в то	2	9
21	но в	5	8
22	том чтобы	3	7
23	это не	10	6
24	прежде всего	2	6
25	в самом	2	6
26	то что	7	6
27	в основе	2	6
28	точки зрения	4	6
29	только в	6	6
30	мы имеем	12	6
31	что в	13	5
32	как бы	4	5
33	в их	4	5
34	и его	3	5
35	и на	2	5
36	о том	9	5
37	на вопрос	4	4
38	того что	6	4
39	с другой	9	4
40	не всегда	4	4
41	в литературе	2	4
42	ни в	2	4
43	того же	2	4
44	все же	9	4
45	вместе с	7	4
46	так и	5	4
47	уже не	2	4
48	с ним	5	4
49	не могут	2	3
50	с его	3	3
51	вступает в	3	3
52	и все	6	3
53	в нем	6	3
54	что он	21	3
55	и т	17	3
56	в силу	2	3
57	еще не	8	3
58	одной стороны	5	3
59	что не	2	3
60	он не	6	3
61	в котором	2	3
62	если в	2	3
63	дело не	5	3
64	что и	8	3
65	не будет	2	3
66	это означает	2	3
67	ни с	2	3
68	а именно	6	3
69	таким образом	7	3
70	с одной	5	3
71	к нему	7	3
72	не случайно	3	3
73	что мы	3	3
74	как он	6	3
75	своего рода	4	3
76	никогда не	4	2
77	все эти	2	2
78	не столько	3	2
79	из этих	3	2
80	тогда когда	3	2
81	к месту	2	2
82	не просто	2	2
83	вовсе не	4	2
84	вопрос о	3	2
85	это как	2	2
86	рассказ о	2	2
87	отношение к	5	2
88	с целью	2	2
89	было бы	2	2
90	на его	2	2
91	и о	2	2
92	не все	3	2
93	один из	7	2
94	представляют собой	5	2
95	он может	4	2
96	из них	2	2
97	ли он	4	2
98	данном случае	3	2
99	со стороны	2	2
100	другой стороны	8	2
101	отличается от	2	2
102	здесь не	2	2
103	и по	3	2
104	как мы	3	2
105	на себя	2	2
106	тем более	2	2
107	в данном	4	2
108	что из	2	2
109	при помощи	3	2
110	так как	8	2
111	думать что	2	2
112	потому что	9	2
113	в которой	2	2
