N	2gram	Potebnia_M_2	Problema
1	и не	19	28
2	то есть	30	27
3	не только	15	24
4	только в	11	23
5	вовсе не	9	21
6	в том	18	20
7	и в	24	20
8	все эти	2	16
9	то что	20	15
10	потому что	49	15
11	у нас	2	14
12	было бы	13	14
13	но и	9	14
14	не в	13	13
15	даже и	2	13
16	в нашем	2	12
17	не есть	6	12
18	в себе	10	12
19	том что	8	12
20	прежде всего	7	11
21	по себе	15	11
22	не менее	5	10
23	тем не	6	10
24	так и	5	10
25	и его	2	10
26	может быть	23	9
27	есть нечто	3	9
28	все это	2	9
29	в этом	8	9
30	если бы	11	8
31	что он	4	8
32	таким образом	11	8
33	во всяком	7	8
34	и все	3	8
35	но в	4	8
36	с другой	6	7
37	это не	3	7
38	есть в	2	7
39	еще не	4	7
40	мы не	11	7
41	и потому	2	7
42	и тем	3	7
43	то же	12	7
44	а не	18	7
45	сказать что	2	7
46	в ней	3	7
47	хотя бы	2	7
48	всех этих	2	6
49	и от	3	6
50	по крайней	5	6
51	а только	8	6
52	так что	10	6
53	для нас	31	6
54	как и	7	6
55	но это	3	6
56	есть не	5	6
57	при этом	13	6
58	крайней мере	5	6
59	но если	2	6
60	другой стороны	2	6
61	в одно	8	6
62	в таком	4	6
63	сам по	4	6
64	в каком	3	6
65	и вообще	3	6
66	но не	12	5
67	на самом	2	5
68	хотя и	3	5
69	в нем	9	5
70	и если	4	5
71	вместе с	11	5
72	как в	10	5
73	так же	2	5
74	то и	9	5
75	не может	12	5
76	в них	5	5
77	так как	10	5
78	если мы	3	5
79	уже не	4	5
80	когда мы	2	5
81	или в	2	5
82	в этих	3	5
83	о том	5	5
84	уже в	5	4
85	с тем	4	4
86	и есть	2	4
87	но даже	3	4
88	в какой	2	4
89	и для	3	4
90	и во	3	4
91	в одном	6	4
92	в самой	3	4
93	что его	3	4
94	тем самым	4	4
95	указывает на	2	4
96	что она	3	4
97	как бы	9	4
98	всяком случае	7	4
99	не имеет	6	4
100	и т	6	4
101	же в	5	4
102	и образ	2	4
103	во всех	7	4
104	ни с	2	4
105	и только	6	4
106	с этим	7	4
107	а в	8	4
108	что не	5	4
109	в то	6	4
110	с ним	5	4
111	в связи	2	3
112	человека в	3	3
113	и весь	2	3
114	независимо от	9	3
115	если не	4	3
116	точно так	9	3
117	в жизни	2	3
118	этом смысле	2	3
119	слова но	2	3
120	для него	10	3
121	и как	6	3
122	но все	2	3
123	связи с	6	3
124	себе в	3	3
125	между прочим	4	3
126	в его	2	3
127	не так	3	3
128	но она	3	3
129	только для	5	3
130	то это	3	3
131	что и	11	3
132	что в	16	3
133	т д	3	3
134	не было	6	3
135	самом деле	2	3
136	и другое	4	3
137	для того	5	3
138	что мы	11	3
139	с другими	5	3
140	и на	8	3
141	тем что	7	3
142	из них	5	3
143	в сознании	23	3
144	в другом	2	3
145	мы должны	2	3
146	а это	2	3
147	как это	2	3
148	если и	2	3
149	мы можем	12	3
150	этого не	2	2
151	из себя	2	2
152	что во	2	2
153	столь же	5	2
154	на все	3	2
155	с его	2	2
156	с такою	2	2
157	сама по	2	2
158	о которых	3	2
159	остановимся на	2	2
160	что они	5	2
161	то время	4	2
162	тот же	5	2
163	и может	3	2
164	том как	3	2
165	кажется что	3	2
166	что это	3	2
167	в самом	4	2
168	общего с	2	2
169	за пределы	2	2
170	между собою	7	2
171	к ней	2	2
172	перестает быть	2	2
173	относится к	3	2
174	время как	4	2
175	в котором	4	2
176	сами по	7	2
177	только один	4	2
178	нам кажется	4	2
179	все же	5	2
180	в сравнении	2	2
181	можно назвать	2	2
182	бы быть	3	2
183	или менее	8	2
184	но только	2	2
185	и тогда	3	2
186	теперь уже	2	2
187	и притом	3	2
188	может обойтись	2	2
189	мы находим	2	2
190	что без	3	2
191	и что	4	2
192	того чтобы	2	2
193	к другой	2	2
194	ни было	3	2
195	только что	3	2
196	и по	2	2
197	есть только	6	2
198	друг друга	2	2
199	в других	4	2
200	сравнении с	2	2
201	а вместе	4	2
202	с ними	3	2
203	а то	2	2
204	то мы	2	2
205	как именно	2	2
206	и то	3	2
207	во всем	2	2
208	во все	2	2
209	смысле как	2	2
210	или по	2	2
211	далеко не	3	2
212	его в	3	2
213	и это	2	2
214	том смысле	4	2
215	в чем	7	2
216	в которой	5	2
217	того же	14	2
218	более или	8	2
219	не то	2	2
220	это будет	3	2
221	это было	2	2
