N	2gram	Ircho_Kome_3	Marksizm
1	точки зрения	4	34
2	может быть	6	26
3	и не	21	26
4	не может	3	24
5	с точки	3	20
6	и в	22	19
7	и его	6	19
8	таким образом	12	17
9	в этом	8	16
10	как бы	3	15
11	прежде всего	5	13
12	как мы	2	13
13	как и	3	12
14	так и	4	11
15	если мы	2	11
16	и для	4	11
17	связи с	5	11
18	в самом	9	10
19	в нем	3	10
20	ни было	2	10
21	самом деле	6	10
22	в результате	2	9
23	при этом	7	8
24	бы то	2	8
25	но и	4	8
26	то ни	3	8
27	друг друга	4	8
28	до сих	9	8
29	не только	5	8
30	все же	4	8
31	то что	4	8
32	сих пор	9	8
33	в связи	4	7
34	так же	4	7
35	но в	5	7
36	в ее	3	7
37	во всех	2	7
38	то же	7	7
39	а не	4	7
40	с помощью	4	6
41	в том	12	6
42	в пределах	2	6
43	другой стороны	2	6
44	и здесь	4	6
45	отнюдь не	4	6
46	того же	6	6
47	в его	8	6
48	мы не	2	6
49	ничего не	3	6
50	с другой	4	5
51	в конце	7	5
52	мы знаем	2	5
53	не в	4	5
54	до конца	4	5
55	конечно не	3	5
56	в начале	3	5
57	и все	2	5
58	к этому	6	5
59	вовсе не	4	5
60	за пределы	2	5
61	того чтобы	6	5
62	хотя бы	4	5
63	во всяком	3	5
64	ясно что	6	5
65	отличие от	2	5
66	самого начала	4	4
67	что в	5	4
68	не менее	5	4
69	в отношении	4	4
70	с самого	4	4
71	в ней	4	4
72	не является	4	4
73	от того	2	4
74	а в	7	4
75	и на	2	4
76	тот же	2	4
77	с этим	3	4
78	еще не	6	4
79	было бы	3	4
80	и тот	3	4
81	нет и	4	4
82	не будет	2	4
83	как в	2	4
84	для того	6	4
85	между ними	2	4
86	далеко не	3	4
87	этом отношении	2	3
88	в какой	3	3
89	одного из	3	3
90	а как	2	3
91	же время	5	3
92	не дает	4	3
93	в котором	2	3
94	из них	5	3
95	все это	5	3
96	по отношению	5	3
97	следует что	3	3
98	не было	2	3
99	конце концов	2	3
100	не имеет	3	3
101	с другими	2	3
102	между тем	2	3
103	нуждается в	2	3
104	в то	6	3
105	же самое	3	3
106	его в	8	3
107	нет ничего	2	3
108	не могут	2	3
109	и к	3	3
110	этом случае	2	3
111	том что	13	3
112	одной из	3	3
113	совершенно не	2	3
114	в сущности	2	3
115	он не	5	3
116	в своей	5	3
117	целый ряд	2	3
118	на этот	3	3
119	но все	4	3
120	и ее	2	3
121	и это	2	3
122	в которой	3	3
123	в области	2	3
124	в частности	3	2
125	никогда не	3	2
126	тому что	2	2
127	в своем	8	2
128	тем не	3	2
129	ни в	10	2
130	свою очередь	6	2
131	в свою	7	2
132	одним из	2	2
133	но если	3	2
134	в виду	2	2
135	всяком случае	3	2
136	ни одной	2	2
137	не приходится	2	2
138	и даже	3	2
139	можно было	2	2
140	все остальные	2	2
141	в своих	2	2
142	с этой	3	2
143	о том	8	2
144	как он	3	2
145	за пределами	2	2
146	так как	11	2
147	бы в	4	2
148	к этой	2	2
149	нет ни	2	2
150	и с	4	2
151	в основе	2	2
152	если бы	8	2
153	до тех	3	2
154	между собой	4	2
155	нового времени	2	2
156	не как	2	2
157	и во	2	2
158	но при	2	2
159	если он	2	2
160	что он	8	2
161	в себе	4	2
162	в качестве	2	2
163	тех пор	3	2
164	она не	2	2
165	к тому	6	2
166	что и	8	2
167	отношению к	3	2
168	и речи	4	2
169	как раз	6	2
170	в двух	3	2
171	человека в	2	2
172	себя от	2	2
173	к своему	2	2
174	что не	3	2
175	из которых	2	2
176	и он	2	2
177	в таком	2	2
178	или иначе	2	2
179	мы можем	3	2
180	тем что	5	2
181	в другом	2	2
182	не знает	3	2
183	из этого	2	2
184	от нее	3	2
