N	2gram	Propp_Isto_4	FransuaR
1	и в	26	41
2	таким образом	10	19
3	в этом	7	15
4	и все	2	14
5	как и	7	14
6	в этой	2	13
7	то же	8	13
8	все эти	3	13
9	мы уже	5	12
10	в его	5	12
11	в том	3	11
12	как мы	5	11
13	в себе	2	11
14	так и	10	10
15	все это	2	10
16	в качестве	7	9
17	и его	10	9
18	не в	5	9
19	но и	12	9
20	в своем	2	9
21	что в	14	9
22	по существу	3	8
23	то что	16	8
24	но в	5	8
25	вовсе не	4	7
26	как бы	3	7
27	в нем	2	7
28	и не	9	7
29	у него	5	6
30	это не	5	6
31	ни в	2	6
32	мы видим	6	6
33	есть в	2	6
34	с помощью	2	6
35	только в	3	6
36	о том	4	6
37	уже в	2	5
38	к этому	5	5
39	не только	15	5
40	на этом	2	5
41	вместе с	6	5
42	что и	9	5
43	мы видели	6	5
44	как в	7	5
45	того как	4	5
46	и у	5	5
47	а в	8	5
48	к нему	6	5
49	так же	18	5
50	потому что	6	5
51	на земле	3	4
52	что это	2	4
53	хотя и	2	4
54	но он	4	4
55	в одну	2	4
56	в образе	3	4
57	и здесь	5	4
58	том что	3	4
59	но все	5	4
60	в средние	2	4
61	одна из	2	4
62	все что	4	4
63	после того	2	4
64	было бы	2	4
65	средние века	2	4
66	может быть	14	4
67	он не	7	4
68	и на	2	4
69	и с	5	4
70	ничего не	5	4
71	связанных с	2	3
72	и другие	3	3
73	и есть	2	3
74	что у	3	3
75	во время	7	3
76	в одном	5	3
77	он может	2	3
78	его к	3	3
79	но это	3	3
80	в человеческом	4	3
81	в своей	4	3
82	есть и	2	3
83	при этом	3	3
84	из них	2	3
85	но есть	2	3
86	например в	3	3
87	земли и	2	3
88	и их	2	3
89	таким же	6	3
90	в главе	2	3
91	является и	3	3
92	что он	10	3
93	в форме	2	3
94	в свете	3	3
95	не может	6	3
96	не имеет	3	3
97	и по	5	3
98	с ними	5	3
99	тем что	5	3
100	не на	3	3
101	так много	2	3
102	связанные с	3	3
103	но этот	2	3
104	его в	9	3
105	так как	9	3
106	иногда в	2	3
107	перед нами	3	2
108	а на	4	2
109	и др	5	2
110	никогда не	2	2
111	три раза	2	2
112	в отдельности	2	2
113	в этих	7	2
114	в лице	2	2
115	содержится в	2	2
116	другими словами	2	2
117	и во	2	2
118	в одной	3	2
119	с этим	2	2
120	превращения в	2	2
121	и как	5	2
122	отношение к	2	2
123	еще не	6	2
124	того что	2	2
125	здесь на	2	2
126	в доме	4	2
127	на том	2	2
128	а также	3	2
129	дело не	2	2
130	не есть	2	2
131	же в	3	2
132	как нечто	3	2
133	дает ему	4	2
134	в связи	2	2
135	в особенности	2	2
136	и других	3	2
137	его как	2	2
138	не просто	4	2
139	и вот	2	2
140	не мог	3	2
141	а не	6	2
142	мы здесь	2	2
143	говорит что	2	2
144	из которых	5	2
145	уже не	5	2
146	на которой	2	2
147	представлений о	2	2
148	или в	3	2
149	в данном	3	2
150	и то	6	2
151	их в	7	2
152	что есть	2	2
153	имеем в	2	2
154	в которых	4	2
155	во все	2	2
156	которой он	2	2
157	как он	6	2
158	связан с	3	2
159	в области	2	2
160	начинается с	2	2
161	мы имеем	7	2
162	том как	2	2
