N	2gram	Vygotskiy__1	Problema
1	то есть	26	46
2	в его	6	43
3	и не	16	42
4	и в	31	38
5	не может	17	27
6	может быть	22	26
7	как бы	5	22
8	в художественном	3	20
9	отнюдь не	6	19
10	и с	2	17
11	и его	7	16
12	в нем	2	15
13	в этом	12	15
14	и т	26	14
15	независимо от	2	13
16	прежде всего	4	13
17	только в	14	13
18	т п	16	13
19	художественного творчества	6	12
20	в искусстве	4	12
21	но не	3	12
22	ни в	9	11
23	художественного произведения	17	11
24	и для	5	11
25	в области	11	11
26	к нему	2	10
27	отношение к	2	10
28	таким образом	20	10
29	художественная форма	2	10
30	в поэзии	2	9
31	художественной формы	5	9
32	но и	2	9
33	его в	2	9
34	не только	13	9
35	в том	30	8
36	и как	2	8
37	точки зрения	15	8
38	было бы	6	8
39	то что	32	8
40	художественное произведение	10	8
41	слова в	3	7
42	что в	23	7
43	с другой	5	7
44	не в	11	7
45	в самом	11	7
46	между тем	4	7
47	отметить что	2	7
48	как и	16	7
49	совершенно не	5	7
50	в своей	3	7
51	как мы	2	7
52	не всегда	2	6
53	а в	6	6
54	на основе	2	6
55	не есть	3	6
56	все же	5	6
57	дело с	3	6
58	самом деле	9	6
59	с точки	2	6
60	мы можем	4	6
61	там где	4	6
62	ничего не	2	6
63	то же	5	5
64	в своем	3	5
65	формы и	5	5
66	при этом	19	5
67	имеет место	2	5
68	никогда не	8	5
69	в основе	2	5
70	далеко не	2	5
71	с ним	2	5
72	в музыке	2	5
73	в них	2	5
74	художественном произведении	3	5
75	и о	4	5
76	так и	3	5
77	в отличие	3	5
78	а не	13	5
79	могут быть	11	5
80	отличие от	4	5
81	должна быть	3	4
82	не менее	2	4
83	на самом	2	4
84	искусства но	2	4
85	должны быть	3	4
86	в конечном	3	4
87	в виду	4	4
88	другой стороны	5	4
89	и только	3	4
90	от всех	3	4
91	сказать что	7	4
92	в то	5	4
93	о том	7	4
94	в произведении	3	4
95	и потому	2	4
96	но в	3	4
97	конечном счете	3	4
98	в ее	5	4
99	произведение как	2	4
100	как в	9	4
101	тем самым	2	4
102	в себе	4	4
103	себя и	2	3
104	эстетики и	2	3
105	и художественного	2	3
106	и от	2	3
107	тем не	2	3
108	но это	3	3
109	одной стороны	6	3
110	несмотря на	5	3
111	например в	3	3
112	хотя и	3	3
113	искусства и	15	3
114	не является	5	3
115	точка зрения	4	3
116	и тем	2	3
117	в целом	5	3
118	все это	8	3
119	и другими	3	3
120	с одной	5	3
121	применении к	2	3
122	и даже	6	3
123	в область	2	3
124	в применении	2	3
125	все то	3	3
126	или как	2	3
127	если бы	6	3
128	и все	5	3
129	этом смысле	2	3
130	ясно что	19	3
131	и к	3	3
132	том что	16	3
133	от него	2	3
134	все что	3	3
135	мы увидим	4	3
136	со всеми	4	3
137	может стать	3	3
138	он не	3	3
139	об искусстве	2	3
140	на почве	2	3
141	искусства не	5	3
142	приводит к	2	3
143	в слове	3	3
144	в таком	3	3
145	и это	3	3
146	или иное	2	2
147	не могут	3	2
148	и другие	4	2
149	и есть	5	2
150	в частности	3	2
151	искусства как	4	2
152	в этих	4	2
153	в какой	5	2
154	столь же	4	2
155	что все	3	2
156	в каждом	3	2
157	на то	10	2
158	а только	2	2
159	что оно	3	2
160	основных понятий	2	2
161	смысле слова	3	2
162	искусства в	9	2
163	не можем	3	2
164	не дает	2	2
165	случае не	2	2
166	по поводу	2	2
167	что это	6	2
168	и у	4	2
169	это отношение	2	2
170	в эстетике	5	2
171	совпадает с	4	2
172	какой мере	3	2
173	но совершенно	2	2
174	в котором	4	2
175	задачи и	3	2
176	отличается от	2	2
177	как к	2	2
178	в связи	2	2
179	не было	3	2
180	этом отношении	2	2
181	и других	3	2
182	с совершенно	2	2
183	этой области	2	2
184	и что	8	2
185	того что	10	2
186	есть только	2	2
187	его не	2	2
188	и здесь	2	2
189	в своих	4	2
190	произведения но	2	2
191	нуждается в	3	2
192	только при	3	2
193	но как	2	2
194	во всем	3	2
195	же самое	2	2
196	как это	4	2
197	в него	2	2
198	мы имеем	4	2
199	оно было	2	2
200	себе не	3	2
201	и во	2	2
202	к этому	4	2
203	вовсе не	6	2
204	есть не	2	2
205	теории искусства	5	2
206	что он	7	2
207	у нас	4	2
208	по существу	4	2
209	одна из	4	2
210	что содержание	2	2
211	она не	5	2
212	том же	2	2
213	материала для	2	2
214	что и	13	2
215	к чему-то	2	2
216	в себя	2	2
217	того чтобы	7	2
218	для того	6	2
219	из которых	3	2
220	к чему	2	2
221	форму и	2	2
222	то или	2	2
223	для эстетики	2	2
224	показать что	8	2
225	что эта	3	2
226	в чем	2	2
227	понятий и	2	2
228	при восприятии	2	2
