N	2gram	Voloshinov_2	Istorich
1	и в	19	25
2	что он	4	22
3	вместе с	2	22
4	может быть	28	17
5	не только	13	13
6	но и	10	13
7	в его	5	12
8	и не	19	11
9	так как	3	11
10	все же	5	10
11	в этом	15	10
12	тем что	2	10
13	с другой	3	9
14	его в	7	9
15	и его	16	9
16	таким образом	14	9
17	в виде	2	9
18	связи с	13	8
19	что в	2	8
20	мы знаем	2	8
21	том что	10	8
22	еще не	3	8
23	связь с	4	8
24	все эти	3	8
25	и на	5	8
26	в качестве	3	7
27	мы видели	4	7
28	как и	9	7
29	то что	4	7
30	одной стороны	3	7
31	в нем	11	7
32	с одной	3	7
33	и здесь	5	7
34	только в	8	7
35	о том	3	7
36	в этих	3	6
37	это не	4	6
38	прежде всего	7	6
39	что и	3	6
40	себя в	2	6
41	не может	18	6
42	и он	2	6
43	не в	10	6
44	или в	2	6
45	могут быть	3	6
46	в том	7	6
47	там где	2	6
48	что это	2	5
49	с этим	3	5
50	как мы	15	5
51	здесь мы	3	5
52	но не	2	5
53	мы увидим	2	5
54	связано с	3	5
55	в ней	3	5
56	так же	5	5
57	мы не	2	5
58	не как	3	4
59	и тем	4	4
60	с другими	3	4
61	в ее	3	4
62	мы уже	6	4
63	в пределах	10	4
64	в основном	4	4
65	на этой	5	4
66	в связи	7	4
67	то же	16	4
68	в истории	3	4
69	мы здесь	2	4
70	от этого	2	4
71	он не	3	4
72	и это	3	4
73	никогда не	7	3
74	и как	6	3
75	в более	2	3
76	и все	6	3
77	в свою	6	3
78	в этой	3	3
79	в то	8	3
80	того чтобы	6	3
81	и пр	25	3
82	в форме	5	3
83	в особенности	2	3
84	для того	6	3
85	к нему	5	3
86	друг друга	2	3
87	а в	3	3
88	его к	2	3
89	в данном	5	3
90	и с	2	3
91	это же	2	3
92	они не	2	3
93	или же	2	3
94	формы этого	2	3
95	фигурирует в	2	2
96	перед нами	3	2
97	уже в	2	2
98	к которым	3	2
99	у него	2	2
100	его и	3	2
101	формы и	2	2
102	к этому	5	2
103	вовсе не	11	2
104	а как	4	2
105	вопрос о	2	2
106	по себе	3	2
107	оно уже	2	2
108	на то	4	2
109	в различных	3	2
110	одна из	7	2
111	того же	5	2
112	в формах	4	2
113	до сих	3	2
114	жизни и	2	2
115	если бы	11	2
116	переносится в	2	2
117	одним из	2	2
118	но для	2	2
119	как бы	19	2
120	и потому	2	2
121	по мере	4	2
122	должен быть	2	2
123	сих пор	3	2
124	в своей	3	2
125	отношению к	8	2
126	во всех	6	2
127	совершенно не	5	2
128	по отношению	8	2
129	и для	7	2
130	выражения как	2	2
131	здесь как	2	2
132	самом деле	9	2
133	а не	9	2
134	того что	4	2
135	сказать что	4	2
136	точки зрения	17	2
137	к формам	2	2
138	к его	2	2
139	перейдем к	2	2
140	ничего не	4	2
141	о чем	2	2
142	все его	2	2
143	или как	2	2
144	из него	2	2
145	это было	2	2
146	мы можем	6	2
