N	2gram	Propp_Russ_1	Psycholo
1	и в	36	38
2	то что	6	35
3	в том	17	25
4	что в	19	20
5	может быть	8	19
6	и что	4	18
7	что она	2	16
8	точки зрения	3	16
9	в ней	2	15
10	то есть	3	15
11	том что	19	14
12	как бы	5	14
13	и т	10	14
14	потому что	10	14
15	в этом	12	13
16	мы видим	2	12
17	не только	22	12
18	мы увидим	8	12
19	таким образом	6	12
20	что это	3	10
21	то же	3	10
22	и не	6	10
23	с точки	3	9
24	все же	5	8
25	с тем	8	8
26	с этим	2	8
27	в одном	3	8
28	для нас	6	8
29	как и	10	8
30	так что	2	8
31	и как	2	8
32	а не	2	7
33	мы можем	2	7
34	не может	4	7
35	что у	2	7
36	как мы	10	7
37	а в	9	7
38	между тем	7	7
39	из них	8	6
40	и здесь	2	6
41	к тому	4	6
42	она не	2	6
43	один из	8	6
44	не имеет	6	6
45	тому что	4	6
46	так как	15	6
47	как это	8	6
48	и на	10	6
49	в которых	5	6
50	о том	8	6
51	там где	2	6
52	в своем	3	5
53	в какой	2	5
54	на этом	3	5
55	несмотря на	3	5
56	вместе с	10	5
57	но и	16	5
58	или в	2	5
59	мы не	6	5
60	в его	2	5
61	в тех	4	4
62	что они	7	4
63	в свою	3	4
64	при этом	6	4
65	не можем	3	4
66	когда он	2	4
67	и для	2	4
68	во всех	4	4
69	в нем	2	4
70	что и	7	4
71	в целом	2	4
72	как в	5	4
73	т д	9	4
74	в течение	5	4
75	все эти	2	4
76	того что	4	4
77	что этот	4	4
78	в своих	2	4
79	у него	2	4
80	только в	4	4
81	как будто	5	4
82	одна из	4	4
83	в них	6	3
84	только для	2	3
85	та же	2	3
86	из этих	4	3
87	главным образом	2	3
88	к этому	4	3
89	так называемой	3	3
90	и к	3	3
91	она в	3	3
92	он был	2	3
93	но это	4	3
94	в один	2	3
95	все это	6	3
96	такое же	2	3
97	к ним	3	3
98	того как	5	3
99	тем что	4	3
100	состоит в	8	3
101	далеко не	3	3
102	полагает что	6	3
103	что по	4	3
104	но в	2	3
105	к тем	3	3
106	но они	3	2
107	всех этих	2	2
108	и более	2	2
109	и другие	13	2
110	в этих	3	2
111	отнюдь не	2	2
112	между собой	2	2
113	так например	6	2
114	на самом	2	2
115	показывает что	5	2
116	но что	2	2
117	что именно	2	2
118	увидим ниже	3	2
119	до конца	2	2
120	уже не	6	2
121	у нас	8	2
122	по существу	4	2
123	в силу	2	2
124	такой же	2	2
125	свою очередь	2	2
126	животных и	4	2
127	например в	2	2
128	к ней	2	2
129	для этого	2	2
130	имеет место	2	2
131	и другими	2	2
132	так же	3	2
133	в виде	6	2
134	а с	4	2
135	должны были	2	2
136	не просто	2	2
137	это имеет	2	2
138	и по	8	2
139	думать что	3	2
140	в качестве	3	2
141	их в	3	2
142	одно из	5	2
143	представляет собой	4	2
144	его к	2	2
145	этого слова	3	2
146	представляют собой	7	2
147	с ним	2	2
148	ничего не	3	2
