N	2gram	Propp_Russ_1	FransuaR
1	и в	36	56
2	то есть	3	24
3	в его	2	18
4	таким образом	6	17
5	все эти	2	15
6	в этом	12	14
7	в том	17	13
8	так и	7	13
9	он был	2	12
10	в этих	3	11
11	до конца	2	11
12	как бы	5	11
13	в них	6	11
14	то же	3	11
15	еще не	4	10
16	и до	2	10
17	только в	4	9
18	но и	16	9
19	и не	6	9
20	том что	19	8
21	не только	22	8
22	и др	4	8
23	в нем	2	8
24	во всех	4	8
25	и их	4	8
26	все это	6	8
27	и с	2	8
28	в частности	2	7
29	у него	2	7
30	в большинстве	2	7
31	как мы	10	7
32	и на	10	7
33	мы видим	2	6
34	потому что	10	6
35	точки зрения	3	6
36	связи с	4	6
37	связаны с	3	6
38	большинстве случаев	2	6
39	но в	2	6
40	но не	2	5
41	как и	10	5
42	и другие	13	5
43	один из	8	5
44	своего рода	3	5
45	что в	19	5
46	не было	2	5
47	во время	14	5
48	такой же	2	5
49	в области	3	5
50	и более	2	4
51	что это	3	4
52	в народной	2	4
53	они были	2	4
54	в качестве	3	4
55	например в	2	4
56	и к	3	4
57	в ней	2	4
58	и потому	2	4
59	при этом	6	4
60	и других	7	4
61	в свете	2	4
62	в своих	2	4
63	их в	3	4
64	о том	8	4
65	в особенности	2	4
66	так как	15	4
67	одна из	4	4
68	всех этих	2	3
69	в своем	3	3
70	в образе	2	3
71	как например	3	3
72	главным образом	2	3
73	и здесь	2	3
74	так что	2	3
75	и всей	2	3
76	не были	2	3
77	может быть	8	3
78	в некоторых	4	3
79	а также	3	3
80	в настоящее	3	3
81	что и	7	3
82	то что	6	3
83	в их	4	3
84	не на	2	3
85	в связи	4	3
86	не просто	2	3
87	там где	2	3
88	в году	2	3
89	уже не	6	3
90	мы наблюдаем	2	3
91	между тем	7	3
92	настоящее время	3	3
93	его к	2	3
94	в виде	6	2
95	в нашем	2	2
96	это не	10	2
97	в других	11	2
98	в одном	3	2
99	на самом	2	2
100	к этому	4	2
101	значение и	2	2
102	так например	6	2
103	интерес к	2	2
104	и как	2	2
105	этому вопросу	2	2
106	но это	4	2
107	из них	8	2
108	несмотря на	3	2
109	а в	9	2
110	к ним	3	2
111	хотя и	2	2
112	что на	4	2
113	на украине	3	2
114	все же	5	2
115	когда он	2	2
116	его как	2	2
117	вместе с	10	2
118	что она	2	2
119	только на	3	2
120	так же	3	2
121	не может	4	2
122	того как	5	2
123	и некоторые	3	2
124	а не	2	2
125	с собой	4	2
126	и для	2	2
127	с точки	3	2
128	и те	3	2
129	мы не	6	2
130	в которых	5	2
131	были связаны	2	2
132	их и	3	2
133	начиная с	3	2
134	судить о	2	2
135	что они	7	2
136	далеко не	3	2
137	с тем	8	2
138	с ним	2	2
