N	2gram	Vygotskiy__3	Istorich
1	и в	38	28
2	может быть	19	25
3	и т	14	25
4	т д	4	22
5	не может	7	15
6	а не	7	15
7	никогда не	4	14
8	для нас	8	13
9	что в	20	12
10	то же	10	12
11	не только	12	12
12	мы видим	12	11
13	только в	4	11
14	что он	11	10
15	все же	8	10
16	мы увидим	12	10
17	но и	5	10
18	мы не	5	10
19	и что	18	10
20	видим что	8	9
21	в том	25	9
22	о том	6	9
23	то что	35	9
24	и не	10	9
25	не в	12	9
26	что это	10	8
27	если бы	14	8
28	таким образом	12	8
29	в этом	13	8
30	но в	3	8
31	в этих	2	7
32	том что	14	7
33	здесь мы	4	7
34	было бы	12	7
35	исторической действительности	2	7
36	в ней	15	7
37	а в	7	7
38	так же	2	7
39	и здесь	6	7
40	с другой	7	6
41	к тому	6	6
42	так например	2	6
43	что и	4	6
44	когда он	4	6
45	в этой	13	6
46	его в	3	6
47	представляют собой	2	6
48	так как	6	6
49	вместе с	5	6
50	должна быть	5	5
51	в одном	8	5
52	по существу	2	5
53	в силу	2	5
54	что они	4	5
55	что здесь	2	5
56	до сих	6	5
57	например в	2	5
58	в качестве	2	5
59	что она	16	5
60	ее в	4	5
61	дело не	2	5
62	сих пор	5	5
63	другой стороны	5	5
64	в своем	5	5
65	увидим что	9	5
66	или в	5	5
67	их в	2	5
68	сказать что	4	5
69	в его	5	5
70	все это	3	4
71	с тем	8	4
72	и другие	2	4
73	там где	6	4
74	между собой	2	4
75	на то	16	4
76	так что	8	4
77	но это	3	4
78	представляет собой	2	4
79	одной стороны	5	4
80	один из	6	4
81	с этим	8	4
82	с одной	6	4
83	как и	8	4
84	того что	4	4
85	и даже	4	4
86	хотя бы	2	4
87	и для	4	4
88	и на	6	4
89	к ним	3	4
90	потому что	14	4
91	в основе	3	4
92	они не	2	4
93	как будто	4	4
94	одним словом	2	4
95	все эти	4	4
96	здесь не	3	4
97	не то	4	4
98	я не	5	3
99	видели что	2	3
100	в какой	5	3
101	перед нами	8	3
102	показывает что	2	3
103	очень часто	2	3
104	и эти	2	3
105	утверждать что	2	3
106	для этого	2	3
107	на этом	5	3
108	при этом	4	3
109	то время	2	3
110	не можем	4	3
111	наряду с	3	3
112	в которую	2	3
113	в котором	6	3
114	должен быть	3	3
115	и по	2	3
116	то это	2	3
117	из них	6	3
118	того как	3	3
119	что же	2	3
120	уже не	2	3
121	и его	6	3
122	не просто	2	3
123	если мы	6	3
124	как мы	7	3
125	из которых	4	3
126	к чему	6	3
127	есть только	2	3
128	же самое	10	3
129	как это	6	3
130	действия и	2	3
131	время как	4	3
132	тем что	3	3
133	должен был	2	3
134	в другом	5	3
135	в то	3	3
136	могли бы	5	3
137	только для	3	2
138	но они	2	2
139	а с	2	2
140	не могут	2	2
141	самого начала	6	2
142	всех этих	2	2
143	к этому	3	2
144	были бы	3	2
145	разве не	2	2
146	столь же	2	2
147	мы нашли	2	2
148	была бы	2	2
149	вовсе не	8	2
150	ясно что	6	2
151	в такой	3	2
152	но мы	2	2
153	здесь в	2	2
154	в тех	4	2
155	к своему	2	2
156	увидим ниже	2	2
157	в ее	7	2
158	мы видели	6	2
159	уяснить себе	2	2
160	с самого	6	2
161	и как	8	2
162	из всех	3	2
163	одна из	4	2
164	не более	2	2
165	для него	2	2
166	тот же	3	2
167	и часто	2	2
168	и мы	13	2
169	и если	6	2
170	что не	3	2
171	мы в	2	2
172	именно это	3	2
173	большей частью	2	2
174	с ним	2	2
175	и когда	5	2
176	но если	4	2
177	как бы	14	2
178	был бы	3	2
179	и тем	3	2
180	в нем	4	2
181	говорит о	2	2
182	с той	4	2
183	в целом	4	2
184	не знаем	2	2
185	по смыслу	2	2
186	во всех	4	2
187	в русской	2	2
188	конечно не	4	2
189	указывает на	6	2
190	со стороны	2	2
191	как в	4	2
192	мы хотим	3	2
193	как раз	8	2
194	то и	3	2
195	и только	3	2
196	отношения к	2	2
197	он не	6	2
198	образом мы	4	2
199	в виде	2	2
200	должны были	2	2
201	еще и	2	2
202	и вот	2	2
203	и другое	4	2
204	для всех	2	2
205	не так	3	2
206	по его	3	2
207	ничего не	2	2
208	между тем	7	2
209	он в	2	2
210	можно назвать	2	2
211	в себе	4	2
212	бы в	3	2
213	на это	3	2
214	что если	4	2
215	при помощи	4	2
216	из этого	8	2
217	и между	4	2
218	когда мы	2	2
219	что этот	4	2
220	том как	2	2
