N	2gram	Tiupa_Hudo_2	FransuaR
1	и в	28	40
2	и его	5	17
3	прежде всего	3	16
4	в этом	13	15
5	мы уже	3	13
6	не только	11	13
7	и не	18	13
8	в его	11	13
9	что в	5	12
10	вовсе не	2	12
11	как и	11	11
12	но и	9	11
13	как мы	2	10
14	в них	3	9
15	и все	7	9
16	может быть	8	9
17	он не	4	9
18	отношение к	2	8
19	в том	15	8
20	у него	5	8
21	и с	6	8
22	той же	2	8
23	и на	3	8
24	но в	2	8
25	в своем	5	7
26	в одном	3	7
27	в духе	2	7
28	то же	6	7
29	в этих	3	6
30	же время	4	6
31	в самом	5	6
32	в своей	6	6
33	в то	6	6
34	как раз	4	5
35	в нем	3	5
36	то что	6	5
37	не было	6	5
38	те же	2	5
39	а не	14	5
40	и для	2	5
41	в основе	2	5
42	для него	5	5
43	в нашем	2	4
44	том что	19	4
45	до сих	2	4
46	было бы	3	4
47	в ней	3	4
48	из них	2	4
49	а также	2	4
50	один из	2	4
51	в мире	7	4
52	жизни и	6	4
53	сих пор	2	4
54	все это	3	4
55	роль в	2	4
56	только на	5	4
57	о том	12	4
58	и о	4	4
59	в данном	2	4
60	того чтобы	4	4
61	только для	2	3
62	с его	5	3
63	они были	2	3
64	если бы	6	3
65	в частности	7	3
66	и от	2	3
67	и к	2	3
68	об этом	7	3
69	в ее	18	3
70	в этой	5	3
71	одна из	2	3
72	еще не	3	3
73	но именно	2	3
74	как бы	5	3
75	о нем	2	3
76	что и	4	3
77	от страха	2	3
78	вместе с	2	3
79	дело не	2	3
80	так и	8	3
81	как в	5	3
82	по отношению	7	3
83	не может	4	3
84	а в	6	3
85	жизнь в	2	3
86	самом деле	3	3
87	для того	4	3
88	между ними	2	3
89	можно было	3	3
90	сказать что	2	3
91	между тем	8	3
92	тем что	6	3
93	при этом	11	3
94	же и	2	3
95	одно из	5	3
96	нуждается в	2	3
97	в себе	9	3
98	в другом	2	3
99	только в	4	3
100	здесь не	2	3
101	в других	4	3
102	не менее	5	2
103	есть и	3	2
104	еще и	2	2
105	о чем	8	2
106	в состоянии	3	2
107	хотя бы	2	2
108	с другой	3	2
109	это не	6	2
110	из этих	2	2
111	с нею	3	2
112	что было	3	2
113	что он	8	2
114	или иной	2	2
115	можно сказать	6	2
116	мы знаем	2	2
117	все же	2	2
118	своей жизни	4	2
119	на этом	2	2
120	но не	4	2
121	была и	2	2
122	все что	3	2
123	и другие	5	2
124	и сам	5	2
125	к нему	3	2
126	по преимуществу	3	2
127	в котором	6	2
128	раз в	3	2
129	отношению к	7	2
130	своего рода	16	2
131	они и	2	2
132	за него	2	2
133	данном случае	2	2
134	жизни с	2	2
135	который в	2	2
136	именно в	2	2
137	представляется нам	2	2
138	лишь в	2	2
139	и у	2	2
140	рядом с	5	2
141	характер и	2	2
142	потому что	2	2
143	одной из	3	2
144	точки зрения	2	2
145	и ее	3	2
146	с того	2	2
147	как он	3	2
148	и это	3	2
149	как о	3	2
150	и сама	4	2
