N	2gram	Vinokur_Vv_1	Hudozhes
1	в качестве	7	19
2	состоит в	2	16
3	и не	13	16
4	в том	31	15
5	и в	27	15
6	не только	21	15
7	в частности	3	13
8	может быть	24	13
9	тогда как	2	13
10	при этом	3	12
11	а в	5	12
12	и его	5	12
13	но не	7	11
14	в этом	34	11
15	в себе	4	11
16	представляет собой	12	10
17	как бы	5	10
18	отношению к	4	10
19	но и	5	10
20	по отношению	4	10
21	то же	8	10
22	а не	3	10
23	такого рода	2	9
24	в его	10	9
25	точки зрения	7	9
26	себя в	2	8
27	своего рода	3	8
28	с другой	8	7
29	в отличие	3	7
30	в принципе	2	7
31	в то	5	7
32	отличие от	3	7
33	но в	10	7
34	что в	11	6
35	в ее	11	6
36	том что	26	6
37	не в	8	6
38	же время	5	6
39	отношение к	3	6
40	в тексте	4	6
41	не может	13	6
42	могут быть	4	5
43	можно сказать	3	5
44	а также	3	5
45	только в	13	5
46	в самом	12	5
47	того что	12	5
48	в нем	13	5
49	то что	17	5
50	между ними	2	5
51	другой стороны	5	5
52	в их	11	5
53	уже не	5	5
54	в этих	3	4
55	не столько	2	4
56	прежде всего	8	4
57	к тому	4	4
58	а только	8	4
59	и как	9	4
60	в другом	3	4
61	особого рода	4	4
62	еще не	4	4
63	например в	2	4
64	хотя и	3	4
65	жизни как	2	4
66	и тем	5	4
67	в своей	4	4
68	со стороны	12	4
69	в форме	2	4
70	входит в	2	4
71	и то	5	4
72	сказать что	5	4
73	между тем	8	4
74	мы имеем	3	4
75	говорить о	3	4
76	и т.д	4	4
77	как это	5	4
78	не менее	8	3
79	если бы	2	3
80	однако в	3	3
81	в отношении	2	3
82	это не	8	3
83	одного и	2	3
84	этом смысле	11	3
85	как уже	2	3
86	что он	4	3
87	тем не	8	3
88	и того	2	3
89	по своему	5	3
90	того же	3	3
91	о чем	4	3
92	мог бы	2	3
93	как раз	4	3
94	к нему	2	3
95	в целом	5	3
96	таким образом	19	3
97	как и	5	3
98	в той	7	3
99	и что	4	3
100	во втором	2	3
101	с точки	2	3
102	текст и	3	3
103	и для	4	3
104	не следует	2	3
105	потому что	14	3
106	что можно	2	3
107	и ее	4	3
108	в данном	11	3
109	его в	6	3
110	в области	4	3
111	в виду	4	3
112	истории литературы	3	2
113	на этом	3	2
114	сама по	3	2
115	речь идет	2	2
116	ни к	2	2
117	так или	4	2
118	тому что	2	2
119	в своем	3	2
120	в них	4	2
121	может оказаться	3	2
122	не как	3	2
123	в одном	4	2
124	вовсе не	6	2
125	по себе	9	2
126	только о	2	2
127	что может	3	2
128	об этом	5	2
129	тем более	2	2
130	одна из	2	2
131	времени и	4	2
132	без остатка	2	2
133	в значительной	2	2
134	с их	5	2
135	одной стороны	4	2
136	и сам	2	2
137	несмотря на	2	2
138	во всех	2	2
139	к действительности	2	2
140	одной из	3	2
141	двоякого рода	2	2
142	не вполне	4	2
143	на почве	5	2
144	и др	2	2
145	дело не	3	2
146	а именно	6	2
147	слова как	2	2
148	здесь не	2	2
149	с одной	4	2
150	именно в	8	2
151	все эти	3	2
152	от себя	3	2
153	этого термина	2	2
154	того чтобы	21	2
155	для того	21	2
156	из которых	2	2
157	времени в	3	2
158	так же	3	2
159	или иначе	4	2
160	и на	3	2
161	культуры в	5	2
162	в силу	3	2
163	одно из	5	2
164	языка в	4	2
165	но как	2	2
166	однако с	2	2
167	в этой	3	2
168	отношении к	2	2
169	о том	15	2
170	и это	6	2
171	в чем	4	2
172	художественной литературы	2	2
