N	2gram	Tiupa_Anal_1	Myslijsy
1	потому что	2	52
2	то есть	11	42
3	и в	18	39
4	может быть	29	27
5	в том	27	26
6	только в	6	25
7	что в	5	22
8	не может	22	22
9	а не	17	21
10	так как	2	21
11	не только	15	21
12	в нем	3	20
13	но и	17	20
14	и не	21	18
15	язык есть	2	17
16	том что	12	16
17	не в	14	15
18	в этом	13	15
19	если бы	3	14
20	отношению к	5	13
21	так и	4	13
22	по отношению	6	13
23	в себе	11	13
24	таким образом	3	13
25	было бы	2	12
26	по себе	4	10
27	что не	3	10
28	не есть	8	10
29	то что	6	10
30	могут быть	4	9
31	как и	13	9
32	душевной жизни	2	9
33	тогда когда	2	9
34	но в	8	9
35	но не	10	8
36	вместе с	4	8
37	со стороны	2	8
38	того что	4	8
39	точки зрения	6	8
40	с другой	4	7
41	должно быть	2	7
42	это не	6	7
43	и как	5	6
44	еще не	3	6
45	как бы	5	6
46	что и	3	6
47	все же	4	6
48	и т	3	6
49	бы не	2	6
50	то же	9	6
51	при этом	12	6
52	и по	2	6
53	вовсе не	2	5
54	несмотря на	2	5
55	то в	2	5
56	и потому	2	5
57	в его	13	5
58	в первом	2	5
59	другой стороны	2	5
60	а в	9	5
61	и его	5	5
62	в таком	3	5
63	не следует	4	5
64	между тем	5	5
65	не могут	3	4
66	никогда не	2	4
67	однако в	3	4
68	тем самым	7	4
69	вопрос о	2	4
70	прежде всего	6	4
71	не более	4	4
72	бы ни	2	4
73	субъекта и	4	4
74	же время	6	4
75	для него	2	4
76	к тому	7	4
77	бы быть	3	4
78	т п	3	4
79	быть не	3	4
80	тому как	3	4
81	из этих	2	4
82	в то	9	4
83	что мы	3	4
84	только для	2	3
85	с другим	4	3
86	столь же	4	3
87	бытия и	2	3
88	думать что	2	3
89	в этой	5	3
90	того же	4	3
91	одной стороны	3	3
92	в своей	6	3
93	для того	4	3
94	никто не	3	3
95	для себя	2	3
96	в мире	8	3
97	в самом	6	3
98	что как	3	3
99	то ни	3	3
100	с одной	3	3
101	той же	2	3
102	с ним	4	3
103	и то	2	3
104	вопрос об	3	3
105	он не	3	3
106	подобно тому	3	3
107	в сознании	2	3
108	с точки	4	3
109	и все	3	3
110	она может	3	3
111	и с	2	3
112	могла бы	3	2
113	и более	4	2
114	только не	2	2
115	и есть	3	2
116	нуждается в	8	2
117	одного и	2	2
118	одного из	2	2
119	бы то	3	2
120	была бы	2	2
121	на все	2	2
122	сознания в	4	2
123	в собственном	3	2
124	что именно	2	2
125	а как	2	2
126	не что	4	2
127	как мы	2	2
128	том и	2	2
129	ни было	4	2
130	уже не	4	2
131	есть не	8	2
132	не будет	3	2
133	того чтобы	3	2
134	мысль о	2	2
135	в сущности	6	2
136	могли бы	2	2
137	за пределы	2	2
138	вопроса о	3	2
139	имеет место	5	2
140	как предмет	4	2
141	и о	2	2
142	одним из	3	2
143	не все	2	2
144	в целом	5	2
145	что же	2	2
146	в их	5	2
147	тем более	2	2
148	для этого	2	2
149	тогда как	14	2
150	времени и	6	2
151	и того	5	2
152	из того	4	2
153	хотя бы	3	2
154	иное как	5	2
155	то он	2	2
156	что иное	5	2
157	в начале	2	2
158	как будто	3	2
159	его к	2	2
160	о том	5	2
161	при помощи	2	2
162	нет ничего	2	2
163	таком случае	3	2
164	в которой	2	2
