N	2gram	Nazirov_Tv_2	Problema
1	и в	20	30
2	в своей	6	22
3	то есть	5	21
4	то что	3	18
5	не только	13	18
6	том что	4	17
7	в этом	8	17
8	и даже	5	14
9	но и	8	13
10	таким образом	10	13
11	потому что	7	13
12	в том	8	12
13	в его	10	12
14	и не	9	12
15	о том	5	12
16	у него	6	11
17	так что	2	11
18	в виде	2	10
19	в этой	5	10
20	все же	5	9
21	но в	4	9
22	и вообще	2	9
23	только в	2	9
24	в конце	6	8
25	вовсе не	2	8
26	хотя и	4	8
27	никогда не	11	7
28	что он	6	7
29	у нас	2	7
30	как и	6	7
31	в дальнейшем	4	7
32	но не	5	7
33	может быть	8	7
34	вместе с	3	7
35	на землю	2	7
36	так и	6	7
37	не в	4	7
38	с другой	2	6
39	прежде всего	8	6
40	уже не	3	6
41	как бы	11	6
42	в нем	3	6
43	другой стороны	2	6
44	тут же	2	6
45	и что	2	6
46	а в	4	6
47	и его	9	6
48	и на	5	6
49	его в	3	6
50	при помощи	2	6
51	так как	3	6
52	не менее	2	5
53	что в	7	5
54	что у	4	5
55	в которой	2	5
56	так же	5	5
57	в самом	3	5
58	не может	7	5
59	в году	16	5
60	а не	6	5
61	и у	2	5
62	что этот	2	5
63	и с	8	5
64	если не	4	4
65	в частности	2	4
66	отнюдь не	4	4
67	жизни в	3	4
68	как о	2	4
69	по крайней	2	4
70	человека и	3	4
71	об этом	4	4
72	при этом	8	4
73	и сам	5	4
74	не так	2	4
75	крайней мере	2	4
76	а с	3	4
77	и он	2	4
78	в себе	3	4
79	в то	10	4
80	из этого	2	4
81	едва ли	2	4
82	же не	2	4
83	он сам	3	3
84	все время	2	3
85	именно в	6	3
86	в духе	4	3
87	в ее	2	3
88	что его	2	3
89	в начале	3	3
90	что они	4	3
91	еще не	5	3
92	он не	3	3
93	в русской	2	3
94	бы не	2	3
95	с ним	3	3
96	в одном	2	3
97	только для	2	2
98	я не	2	2
99	по словам	2	2
100	это уже	2	2
101	и без	2	2
102	как в	4	2
103	это не	7	2
104	с этой	3	2
105	уже в	2	2
106	один из	3	2
107	представление о	7	2
108	если он	5	2
109	к этому	3	2
110	то же	7	2
111	ли не	2	2
112	в античной	3	2
113	до сих	3	2
114	а скорее	2	2
115	что не	3	2
116	на его	4	2
117	всяком случае	2	2
118	преступления и	2	2
119	в котором	3	2
120	отношению к	3	2
121	но уже	3	2
122	из них	2	2
123	в первой	2	2
124	когда он	4	2
125	на него	2	2
126	наряду с	7	2
127	и тогда	2	2
128	по отношению	3	2
129	и только	2	2
130	по мнению	3	2
131	все эти	4	2
132	мы не	4	2
133	всякого рода	2	2
134	самом деле	2	2
135	то у	2	2
136	в таком	3	2
137	более всего	2	2
138	во всяком	2	2
139	между тем	3	2
140	тем что	3	2
141	в одной	3	2
142	в чем	4	2
143	ничего не	4	2
144	таком случае	2	2
145	тоже не	2	2
146	любви к	3	2
147	сих пор	3	2
