N	2gram	Losev_Vlad_1	Komedia
1	и в	31	22
2	и не	17	21
3	том что	14	13
4	в том	11	12
5	таким образом	3	12
6	со стороны	2	11
7	так как	8	11
8	ни в	2	10
9	в доме	7	10
10	потому что	11	10
11	в самом	2	9
12	вместе с	3	9
13	молодой человек	2	8
14	в своем	4	8
15	что он	12	8
16	к ней	4	8
17	в его	12	8
18	что и	5	8
19	в этом	14	8
20	о том	11	8
21	об этом	7	7
22	при этом	2	7
23	то же	6	7
24	не по	2	7
25	только что	2	7
26	едва ли	3	7
27	а в	9	7
28	в конце	9	7
29	во время	3	6
30	к этому	6	6
31	ясно что	2	6
32	тому же	2	6
33	того же	6	6
34	еще не	2	6
35	для того	2	6
36	к тому	3	6
37	может быть	6	6
38	как раз	7	6
39	и что	6	6
40	того чтобы	2	6
41	так что	10	6
42	и его	7	6
43	в то	8	6
44	не менее	2	5
45	что в	14	5
46	же время	4	5
47	а по	2	5
48	что его	4	5
49	как это	7	5
50	и сам	6	5
51	хотя и	4	5
52	не только	24	5
53	в своей	4	5
54	отношение к	3	5
55	из них	2	5
56	все это	5	5
57	он не	10	5
58	тем что	2	5
59	к нему	4	5
60	к себе	2	5
61	с ним	5	5
62	но в	12	5
63	с тем	2	4
64	у него	15	4
65	отнюдь не	3	4
66	с другой	3	4
67	вовсе не	5	4
68	нет и	2	4
69	и здесь	3	4
70	он был	14	4
71	все же	3	4
72	не в	5	4
73	несмотря на	4	4
74	тем более	2	4
75	и т	2	4
76	то что	18	4
77	когда он	5	4
78	но и	19	4
79	на него	3	4
80	что она	2	4
81	и речи	3	4
82	что к	3	4
83	в отношении	3	4
84	и для	2	4
85	тут же	7	4
86	точки зрения	2	4
87	на себя	3	4
88	в себе	4	4
89	в связи	3	4
90	так и	6	4
91	хотя бы	2	4
92	и с	14	4
93	с его	11	3
94	от нее	2	3
95	в частности	2	3
96	никогда не	9	3
97	в них	2	3
98	если не	3	3
99	в нем	4	3
100	на то	5	3
101	нисколько не	2	3
102	и к	6	3
103	тем не	2	3
104	и еще	2	3
105	как и	4	3
106	в начале	3	3
107	в этой	4	3
108	по своему	3	3
109	все что	2	3
110	было бы	2	3
111	и тот	2	3
112	и мы	2	3
113	конечно не	2	3
114	на этот	6	3
115	один из	4	3
116	в целом	3	3
117	даже не	2	3
118	не может	6	3
119	в течение	9	3
120	и даже	15	3
121	одной из	2	3
122	он так	2	3
123	во всяком	2	3
124	на это	2	3
125	как он	4	3
126	из своего	3	3
127	в которой	4	3
128	ничего не	3	3
129	всяком случае	2	3
130	под влиянием	3	2
131	уже в	7	2
132	в качестве	6	2
133	как в	3	2
134	к концу	2	2
135	и особенно	4	2
136	и все	4	2
137	и я	2	2
138	не испытывал	2	2
139	к своему	3	2
140	о его	2	2
141	о которой	3	2
142	мы знаем	2	2
143	по существу	2	2
144	которой мы	2	2
145	из его	4	2
146	что они	3	2
147	оказался в	2	2
148	то время	2	2
149	что с	2	2
150	тот же	3	2
151	не мог	3	2
152	и если	5	2
153	совершенно не	2	2
154	на его	3	2
155	за пределы	3	2
156	он говорит	2	2
157	и о	2	2
158	одним из	2	2
159	которую он	2	2
160	в свое	5	2
161	конце концов	3	2
162	а также	5	2
163	и он	3	2
164	в котором	6	2
165	дело не	2	2
166	на основании	2	2
167	как мы	9	2
168	другой стороны	3	2
169	она была	2	2
170	не было	5	2
171	то обстоятельство	2	2
172	что для	4	2
173	в своих	5	2
174	и на	3	2
175	с п	33	2
176	в результате	2	2
177	и отец	2	2
178	что касается	3	2
179	он и	6	2
180	обстоятельство что	2	2
181	видно что	5	2
182	что мы	2	2
183	е в	7	2
184	его на	2	2
185	свои чувства	2	2
186	и это	2	2
187	из этого	2	2
188	здесь не	3	2
189	этот раз	4	2
190	к этой	2	2
191	отрывки из	2	2
192	больше чем	2	2
193	отца и	3	2
