N	2gram	Bakhtin_fo_2	Myshleni
1	в том	10	28
2	и в	46	28
3	то что	7	28
4	в этом	22	27
5	того что	3	24
6	потому что	8	22
7	не может	2	19
8	том что	4	19
9	таким образом	3	18
10	что он	3	18
11	только в	11	18
12	что в	5	17
13	не только	11	16
14	так же	2	15
15	может быть	7	13
16	с помощью	3	13
17	точки зрения	10	13
18	и не	9	11
19	как бы	10	11
20	в отношении	2	10
21	к тому	3	10
22	как мы	6	10
23	но и	9	10
24	так как	6	10
25	но не	5	10
26	того чтобы	8	10
27	с точки	8	10
28	было бы	2	9
29	никогда не	6	8
30	мы видели	2	8
31	еще не	6	8
32	в зоне	2	8
33	для того	8	8
34	тем что	3	8
35	того же	3	7
36	в нем	5	7
37	в сущности	2	7
38	в своем	5	7
39	и других	2	7
40	мы видим	2	7
41	отношение к	3	7
42	он не	5	7
43	вместе с	9	7
44	то же	8	7
45	между ними	2	7
46	там где	2	7
47	и к	2	6
48	так что	4	6
49	и как	3	6
50	для него	3	6
51	в то	5	6
52	же самое	3	6
53	его в	6	6
54	как и	8	6
55	можно сказать	2	6
56	так и	7	6
57	связи между	2	6
58	это не	2	5
59	в пределах	5	5
60	друг с	4	5
61	на развитие	3	5
62	и на	7	5
63	и все	6	5
64	но в	10	5
65	что все	2	5
66	с тем	2	5
67	то в	2	5
68	том же	4	5
69	с другом	4	5
70	могут быть	2	5
71	в этой	2	5
72	не могли	3	5
73	именно в	2	4
74	в частности	5	4
75	что на	3	4
76	не в	9	4
77	на этом	2	4
78	целый ряд	3	4
79	с этим	5	4
80	на основе	3	4
81	в одной	2	4
82	мы имеем	2	4
83	в качестве	3	4
84	что и	3	4
85	во всех	11	4
86	в той	2	4
87	в себе	4	4
88	до того	2	3
89	из этих	4	3
90	как это	2	3
91	по вертикали	6	3
92	до конца	2	3
93	при этом	6	3
94	хотя и	3	3
95	в их	3	3
96	как на	2	3
97	и только	2	3
98	этом отношении	2	3
99	те же	6	3
100	и по	3	3
101	в основе	6	3
102	от этого	2	3
103	в них	7	3
104	лежит в	2	3
105	связанные с	5	3
106	по себе	2	3
107	связи с	8	3
108	до сих	2	3
109	один из	2	3
110	в его	8	3
111	сих пор	2	3
112	как в	4	3
113	в себя	2	3
114	а не	4	3
115	и его	12	3
116	значение для	2	3
117	ту же	2	3
118	не знает	2	3
119	отношения к	4	3
120	все основные	2	2
121	и другие	3	2
122	в этих	3	2
123	друг другу	2	2
124	с другой	2	2
125	с этой	4	2
126	в конце	2	2
127	прежде всего	14	2
128	но это	2	2
129	и более	2	2
130	имеет место	3	2
131	к ряду	4	2
132	и от	2	2
133	в котором	4	2
134	и др	5	2
135	из них	8	2
136	все это	6	2
137	в связи	8	2
138	принадлежит к	2	2
139	все эти	5	2
140	и наконец	6	2
141	в которых	3	2
142	опирается на	2	2
143	но он	2	2
144	с ним	4	2
145	том как	3	2
146	у него	9	2
147	на котором	2	2
148	в одном	7	2
149	этом случае	2	2
150	у нас	2	2
151	по существу	5	2
152	по своему	2	2
153	она не	2	2
154	мы уже	9	2
155	над ними	2	2
156	в ряду	4	2
157	все же	6	2
158	ее в	3	2
159	не на	3	2
160	а в	3	2
161	у них	2	2
162	в иной	2	2
163	в данном	2	2
164	в другом	3	2
165	что они	4	2
166	в совершенно	3	2
