N	2gram	Vygotskiy__2	RusskieA
1	и в	15	36
2	не только	15	22
3	что в	14	19
4	том что	27	19
5	в том	33	17
6	но и	10	16
7	так как	4	15
8	во время	3	14
9	в этом	19	12
10	в других	2	11
11	это не	5	10
12	как мы	6	10
13	как и	6	10
14	вместе с	6	10
15	потому что	7	10
16	об этом	3	9
17	а в	4	9
18	состоит в	3	8
19	мы увидим	2	8
20	из них	3	8
21	может быть	9	8
22	и по	3	8
23	о том	9	8
24	как это	6	8
25	что они	3	7
26	что и	2	7
27	так и	8	7
28	и других	2	7
29	и не	7	6
30	для нас	4	6
31	при этом	3	6
32	в них	4	6
33	таким образом	14	6
34	мы не	10	6
35	все это	4	6
36	не имеет	4	6
37	то что	20	6
38	полагает что	5	6
39	все же	4	5
40	как бы	7	5
41	в течение	2	5
42	в которых	3	5
43	как в	4	5
44	того как	4	5
45	из этих	4	4
46	к этому	4	4
47	с собой	3	4
48	как уже	2	4
49	в первый	2	4
50	к тому	7	4
51	что на	2	4
52	по существу	5	4
53	представляет собой	2	4
54	после этого	2	4
55	животных и	3	4
56	связи с	9	4
57	следующим образом	2	4
58	и др	5	4
59	его с	2	4
60	во всех	2	4
61	в некоторых	2	4
62	и их	5	4
63	в их	2	4
64	с в	4	4
65	не может	9	4
66	в связи	6	4
67	а с	4	4
68	мы имеем	3	4
69	и что	8	4
70	того что	17	4
71	тем что	2	4
72	только в	4	4
73	что это	6	3
74	по этому	6	3
75	в этих	2	3
76	в качестве	4	3
77	в своем	9	3
78	но все	2	3
79	таким же	3	3
80	в одном	2	3
81	представление о	5	3
82	и к	6	3
83	увидим ниже	2	3
84	не можем	3	3
85	и другой	2	3
86	несмотря на	4	3
87	а также	2	3
88	полагая что	2	3
89	и из	2	3
90	приводит к	5	3
91	то же	5	3
92	с точки	18	3
93	на этот	6	3
94	так же	4	3
95	ничего не	3	3
96	их в	4	3
97	точки зрения	26	3
98	как например	2	3
99	этого слова	3	3
100	которые не	2	3
101	и более	2	2
102	независимо от	4	2
103	в частности	6	2
104	могут быть	2	2
105	переход от	4	2
106	что у	3	2
107	только для	3	2
108	с этим	3	2
109	на все	2	2
110	его к	2	2
111	что именно	3	2
112	у него	2	2
113	и как	2	2
114	мы видим	4	2
115	в силу	2	2
116	к вопросу	2	2
117	но не	3	2
118	как известно	6	2
119	но что	2	2
120	с целью	2	2
121	отнюдь не	2	2
122	чем в	2	2
123	когда он	3	2
124	связь между	5	2
125	мы попытаемся	3	2
126	судить о	2	2
127	том же	2	2
128	в его	2	2
129	нас к	2	2
130	и с	4	2
131	на этой	2	2
132	в целом	10	2
133	с ней	2	2
134	и до	3	2
135	к выводу	6	2
136	что она	3	2
137	как по	2	2
138	находится в	2	2
139	в первые	3	2
140	для этого	3	2
141	этому поводу	3	2
142	не объясняет	2	2
143	должны были	3	2
144	относятся к	2	2
145	все эти	3	2
146	на самом	3	2
147	а не	3	2
148	для обозначения	2	2
149	и для	2	2
150	приводит нас	2	2
151	с ним	3	2
152	или в	3	2
153	этот вопрос	5	2
154	мы можем	10	2
155	к ней	2	2
156	но в	6	2
157	мы должны	6	2
158	в один	2	2
159	как он	6	2
160	там где	6	2
161	в более	2	2
