N	2gram	Vygotskiy__1	Vladivir
1	и в	31	40
2	то что	32	28
3	и не	16	25
4	не только	13	25
5	то есть	26	24
6	у него	4	24
7	но и	2	18
8	в том	30	18
9	том что	16	18
10	что в	23	17
11	в этом	12	16
12	так что	5	14
13	в его	6	14
14	не может	17	14
15	точки зрения	15	13
16	вовсе не	6	13
17	только в	14	13
18	сказать что	7	12
19	в конце	3	12
20	никогда не	8	11
21	таким образом	20	11
22	потому что	10	11
23	о том	7	11
24	прежде всего	4	10
25	тем не	2	10
26	ни в	9	10
27	это есть	5	10
28	и потому	2	10
29	не есть	3	10
30	как раз	2	10
31	и его	7	10
32	не менее	2	9
33	что это	6	9
34	уже не	2	9
35	есть только	2	9
36	и с	2	9
37	и то	2	9
38	в своей	3	9
39	что же	2	9
40	в себе	4	9
41	в своем	3	8
42	в этой	3	8
43	может быть	22	8
44	так же	12	8
45	и что	8	8
46	он не	3	8
47	как мы	2	8
48	а не	13	8
49	что все	3	7
50	к тому	4	7
51	а только	2	7
52	и как	2	7
53	несмотря на	5	7
54	и если	4	7
55	хотя и	3	7
56	там же	2	7
57	а в	6	7
58	в своих	4	7
59	так как	18	7
60	с тем	3	7
61	того что	10	7
62	в то	5	7
63	что и	13	7
64	вместе с	8	7
65	как и	16	7
66	и здесь	2	6
67	оно есть	2	6
68	смысле слова	3	6
69	и даже	6	6
70	и от	2	6
71	по себе	9	6
72	во всем	3	6
73	не будет	3	6
74	так и	3	6
75	с точки	2	6
76	но это	3	6
77	и это	3	6
78	с другой	5	5
79	для нас	5	5
80	тому же	3	5
81	совсем не	3	5
82	не было	3	5
83	отнюдь не	6	5
84	в одном	2	5
85	что он	7	5
86	у нас	4	5
87	или менее	2	5
88	только на	3	5
89	конце концов	3	5
90	более или	2	5
91	ничего не	2	5
92	но даже	2	4
93	тому что	4	4
94	точно так	3	4
95	вопрос о	3	4
96	на то	10	4
97	такой же	2	4
98	до конца	6	4
99	в самом	11	4
100	в котором	4	4
101	от того	3	4
102	бы и	2	4
103	в результате	4	4
104	только при	3	4
105	при помощи	20	4
106	как это	4	4
107	и все	5	4
108	по существу	4	4
109	но не	3	4
110	утверждает что	2	4
111	то время	5	4
112	было бы	6	4
113	и о	4	4
114	никак не	4	4
115	даже в	2	4
116	говорит о	2	4
117	него в	2	4
118	то же	5	4
119	если мы	12	4
120	в каком	2	4
121	все же	5	4
122	но в	3	4
123	по мнению	2	4
124	или как	2	4
125	уже в	3	3
126	вот что	2	3
127	же как	4	3
128	независимо от	2	3
129	в качестве	2	3
130	из этих	6	3
131	человека и	2	3
132	только о	2	3
133	мы знаем	3	3
134	одной стороны	6	3
135	при этом	19	3
136	как бы	5	3
137	в виду	4	3
138	всяком случае	6	3
139	в настоящее	2	3
140	был бы	5	3
141	и тем	2	3
142	в нем	2	3
143	к нему	2	3
144	мы видели	2	3
145	отличается от	2	3
146	что есть	2	3
147	в связи	2	3
148	и только	3	3
149	с одной	5	3
150	как на	3	3
151	что здесь	2	3
152	настоящее время	2	3
153	или не	2	3
154	же самое	2	3
155	все то	3	3
156	мы имеем	4	3
157	том случае	2	3
158	если бы	6	3
159	само по	5	3
160	по этому	2	3
161	этом смысле	2	3
162	в отличие	3	3
163	на самом	2	3
164	того чтобы	7	3
165	и у	4	3
166	не в	11	3
167	и для	5	3
168	в таком	3	3
169	во всяком	8	3
170	далеко не	2	3
171	в чем	2	3
172	отличие от	4	3
173	не могут	3	2
174	должна быть	3	2
175	она должна	2	2
176	можно ли	2	2
177	в этих	4	2
178	в какой	5	2
179	с этой	4	2
180	и вместе	2	2
181	что на	3	2
182	не можем	3	2
183	но что	2	2
184	на эти	2	2
185	не является	5	2
186	в целом	5	2
187	только то	2	2
188	что она	6	2
189	который в	3	2
190	другой стороны	5	2
191	то и	2	2
192	но только	3	2
193	и по	3	2
194	время как	5	2
195	может показаться	2	2
196	этом отношении	2	2
197	в обществе	3	2
198	и так	4	2
199	но как	2	2
200	что даже	2	2
201	что мы	8	2
202	его в	2	2
203	бы в	2	2
204	к этой	2	2
205	могло бы	4	2
206	таком случае	2	2
207	не существует	2	2
208	в книге	2	2
209	с этим	3	2
210	в жизни	2	2
211	к этому	4	2
212	согласии с	2	2
213	быть в	2	2
214	с таким	11	2
215	стороны и	3	2
216	но мы	3	2
217	есть не	2	2
218	и к	3	2
219	остановиться на	2	2
220	в силу	3	2
221	очень легко	2	2
222	того же	2	2
223	она не	5	2
224	из них	2	2
225	совершенно не	5	2
226	в сущности	10	2
227	на почве	2	2
228	со стороны	4	2
229	как говорит	2	2
230	из этого	2	2
231	и психологии	2	2
232	оказывается что	5	2
233	только что	2	2
234	и сейчас	2	2
235	тем самым	2	2
236	для того	6	2
237	роль в	3	2
238	мы не	12	2
239	когда оно	2	2
240	как например	2	2
241	что эта	3	2
242	в которой	4	2
