N	2gram	Voloshinov_1	Komedia
1	и в	12	22
2	и не	10	21
3	том что	5	13
4	в том	6	12
5	таким образом	12	12
6	так как	9	11
7	ни в	3	10
8	до сих	3	9
9	в самом	4	9
10	вместе с	2	9
11	сих пор	3	9
12	если бы	9	8
13	в своем	2	8
14	в его	2	8
15	что и	2	8
16	в этом	4	8
17	о том	3	8
18	его в	4	8
19	при этом	6	7
20	то же	5	7
21	едва ли	2	7
22	к этому	2	6
23	ясно что	3	6
24	тому же	2	6
25	еще не	3	6
26	может быть	14	6
27	самом деле	3	6
28	и что	2	6
29	и его	13	6
30	в то	2	6
31	не менее	3	5
32	что в	2	5
33	прежде всего	8	5
34	как это	2	5
35	не только	4	5
36	в своей	3	5
37	отношение к	4	5
38	все это	3	5
39	по отношению	11	5
40	он не	2	5
41	к нему	4	5
42	с ним	3	5
43	но в	5	5
44	но все	2	4
45	отнюдь не	5	4
46	между собой	2	4
47	с другой	4	4
48	и здесь	2	4
49	все же	4	4
50	не в	4	4
51	до конца	2	4
52	в ней	6	4
53	то что	5	4
54	когда он	3	4
55	но и	3	4
56	на него	2	4
57	в отношении	2	4
58	с помощью	6	4
59	а не	5	4
60	и для	3	4
61	так же	3	4
62	точки зрения	14	4
63	в себе	3	4
64	так и	4	4
65	хотя бы	5	4
66	и с	3	4
67	с его	2	3
68	никогда не	5	3
69	в них	3	3
70	то ни	3	3
71	в какой	2	3
72	с этой	2	3
73	в нем	6	3
74	и к	4	3
75	тем не	3	3
76	как и	5	3
77	одной стороны	2	3
78	конечно не	3	3
79	к ним	2	3
80	как бы	13	3
81	отношению к	11	3
82	дело с	2	3
83	не может	16	3
84	с одной	2	3
85	что не	4	3
86	с точки	2	3
87	не так	2	3
88	мы можем	2	3
89	же самое	2	3
90	на это	2	3
91	ничего не	2	3
92	уже в	2	2
93	все время	6	2
94	ни было	4	2
95	себя и	2	2
96	как в	5	2
97	это не	2	2
98	и все	2	2
99	стороны и	2	2
100	она не	2	2
101	бы то	3	2
102	в пределах	3	2
103	за пределы	4	2
104	от того	4	2
105	известной степени	2	2
106	между ними	2	2
107	в котором	3	2
108	если же	2	2
109	другой стороны	2	2
110	бы не	2	2
111	мы не	3	2
112	с другими	2	2
113	и на	4	2
114	между тем	3	2
115	нуждается в	3	2
116	и ее	3	2
117	что мы	5	2
118	нет ничего	2	2
119	из этого	3	2
120	здесь не	3	2
121	в виду	5	2
