N	2gram	Potebnia_M_2	Dialekti
1	не есть	6	40
2	и не	19	30
3	или от	2	22
4	и есть	2	19
5	а не	18	18
6	может быть	23	17
7	и т	6	17
8	то что	20	16
9	и в	24	15
10	т д	3	15
11	стало быть	4	15
12	как бы	9	14
13	не имеет	6	14
14	так как	10	14
15	что это	3	13
16	того что	7	13
17	по себе	15	13
18	это не	3	12
19	прежде всего	7	11
20	в том	18	11
21	не может	12	11
22	и все	3	11
23	в этом	8	11
24	она есть	2	10
25	потому что	49	10
26	том что	8	10
27	было бы	13	9
28	все это	2	9
29	мы не	11	9
30	и что	4	9
31	то же	12	9
32	уже не	4	9
33	не в	13	8
34	в себе	10	8
35	не только	15	8
36	в чем	7	8
37	и это	2	8
38	что в	16	7
39	крайней мере	5	7
40	что оно	4	7
41	что мы	11	7
42	по крайней	5	7
43	что он	4	7
44	как и	7	7
45	и его	2	7
46	или в	2	7
47	и вообще	3	7
48	только в	11	7
49	так что	10	6
50	же время	2	6
51	хотя и	3	6
52	и тем	3	6
53	сказать что	2	6
54	вовсе не	9	6
55	если бы	11	6
56	в то	6	6
57	что и	11	6
58	сама по	2	5
59	так и	5	5
60	на то	5	5
61	но что	2	5
62	того чтобы	2	5
63	в ней	3	5
64	но если	2	5
65	в нем	9	5
66	что она	3	5
67	но только	2	5
68	таким образом	11	5
69	и на	8	5
70	о том	5	5
71	с его	2	5
72	тогда когда	10	5
73	в жизни	2	5
74	есть не	5	5
75	только тогда	3	5
76	в себя	2	5
77	если мы	3	5
78	для того	5	5
79	что такое	2	5
80	и для	3	5
81	той же	3	5
82	в каком	3	5
83	что все	2	4
84	и как	6	4
85	но это	3	4
86	что они	5	4
87	есть в	2	4
88	один из	2	4
89	и уже	5	4
90	ни с	2	4
91	но и	9	4
92	так же	2	4
93	само по	2	4
94	с ними	3	4
95	или не	5	4
96	мы должны	2	4
97	в одном	6	4
98	с тем	4	4
99	не как	3	4
100	этом смысле	2	4
101	мы видим	2	4
102	или по	2	4
103	еще не	4	4
104	бы в	2	4
105	должны быть	4	4
106	хотя бы	2	4
107	тому как	4	4
108	в его	2	4
109	подобно тому	4	4
110	только для	5	3
111	что если	6	3
112	в собственном	2	3
113	есть прежде	2	3
114	на этом	2	3
115	тем самым	4	3
116	в свою	6	3
117	и если	4	3
118	и той	2	3
119	и следовательно	2	3
120	себя и	2	3
121	в словах	3	3
122	отношения к	2	3
123	все эти	2	3
124	есть только	6	3
125	с этим	7	3
126	даже и	2	3
127	с ним	5	3
128	это будет	3	3
129	но в	4	3
130	можно назвать	2	3
131	к этому	2	3
132	же что	3	3
133	у нас	2	3
134	только потому	2	3
135	общего с	2	3
136	за пределы	2	3
137	и потому	2	3
138	со стороны	3	3
139	в природе	5	3
140	чувство удовольствия	2	3
141	как в	10	3
142	чего не	2	3
143	одной и	2	3
144	что не	5	3
145	и притом	3	3
146	в сравнении	2	3
147	и то	3	3
148	то мы	2	3
149	мы можем	12	3
150	могут быть	8	3
151	или нет	3	3
152	от него	4	3
153	не менее	5	2
154	не могут	7	2
155	в человеке	4	2
156	время и	2	2
157	чувства и	4	2
158	или что	2	2
159	из этих	4	2
160	точно так	9	2
161	человека и	3	2
162	главным образом	4	2
163	на все	3	2
164	вопрос о	2	2
165	что на	3	2
166	но все	2	2
167	свою очередь	6	2
168	и может	3	2
169	не дает	2	2
170	что с	2	2
171	в нашей	2	2
172	при этом	13	2
173	мог бы	3	2
174	в самом	4	2
175	которые мы	3	2
176	от себя	2	2
177	никогда не	4	2
178	в котором	4	2
179	но мы	3	2
180	из них	5	2
181	и их	5	2
182	есть нечто	3	2
183	другой стороны	2	2
184	то и	9	2
185	и только	6	2
186	быть не	3	2
187	не было	6	2
188	от того	5	2
189	мы находим	2	2
190	и по	2	2
191	должно быть	2	2
192	только после	2	2
193	между собою	7	2
194	во всем	2	2
195	от одного	3	2
196	как это	2	2
197	том как	3	2
198	сам по	4	2
199	в них	5	2
200	и во	3	2
201	думать что	3	2
202	все же	5	2
203	все что	3	2
204	бы ни	5	2
205	что есть	2	2
206	себе не	4	2
207	для нее	2	2
208	оно не	3	2
209	тем не	6	2
210	как не	3	2
211	во всех	7	2
212	вместе с	11	2
213	находится в	3	2
214	и тогда	3	2
215	бы не	5	2
216	того как	7	2
217	а это	2	2
218	допустим что	2	2
219	только что	3	2
220	сравнении с	2	2
221	во всяком	7	2
222	тем что	7	2
223	и при	3	2
224	и другое	4	2
225	отношении к	2	2
226	мы говорим	3	2
227	в которой	5	2
228	не имеем	3	2
229	для меня	4	2
230	это было	2	2
