N	2gram	Bakhtin_Pr_3	Problema
1	и в	34	44
2	вовсе не	11	37
3	и не	29	35
4	может быть	19	28
5	потому что	12	25
6	по себе	3	25
7	то что	11	23
8	в том	3	21
9	только в	6	19
10	а не	9	18
11	в этом	16	17
12	сказать что	2	16
13	даже и	4	16
14	и даже	7	14
15	не только	10	14
16	и то	3	14
17	не в	9	13
18	и т	8	13
19	т д	2	13
20	то же	14	13
21	так что	5	12
22	той или	2	12
23	но в	16	12
24	том что	3	12
25	не является	2	11
26	не менее	3	10
27	но и	12	10
28	в виду	3	10
29	отнюдь не	2	10
30	как и	18	10
31	тем не	2	10
32	так и	6	10
33	это не	5	9
34	и от	5	9
35	в нем	19	9
36	и с	15	9
37	как бы	27	9
38	так как	4	9
39	что он	23	9
40	в то	12	9
41	в его	22	9
42	что и	5	9
43	во всяком	5	9
44	и это	4	9
45	таким образом	5	9
46	сама по	2	8
47	что в	7	8
48	или иной	2	8
49	ни в	4	8
50	того что	5	8
51	но это	4	8
52	было бы	2	8
53	он не	15	8
54	что же	8	8
55	как раз	4	8
56	как мы	7	8
57	в себе	6	8
58	и вообще	2	8
59	с другой	4	7
60	не может	19	7
61	уже не	2	7
62	все эти	4	7
63	и что	5	7
64	мы должны	5	7
65	с ним	8	7
66	это и	2	7
67	и потому	2	7
68	на самом	11	7
69	никогда не	8	6
70	для этого	3	6
71	то ни	4	6
72	и если	2	6
73	всяком случае	5	6
74	в целом	5	6
75	жизни и	3	6
76	и только	2	6
77	но только	2	6
78	того или	2	6
79	и к	12	6
80	о том	2	6
81	все же	7	6
82	в виде	4	6
83	не было	2	5
84	в конце	5	5
85	крайней мере	3	5
86	да и	4	5
87	что они	6	5
88	с тем	5	5
89	и сам	5	5
90	хотя и	3	5
91	в ней	3	5
92	другой стороны	3	5
93	все это	16	5
94	в своем	2	5
95	а в	5	5
96	точки зрения	8	5
97	по крайней	3	5
98	этом случае	2	5
99	еще не	4	5
100	за пределы	2	5
101	в своей	3	5
102	как в	4	5
103	так же	8	5
104	только на	4	5
105	и его	16	5
106	этого слова	7	5
107	он сам	5	4
108	тому что	2	4
109	при этом	4	4
110	и без	2	4
111	отличается от	2	4
112	есть только	3	4
113	же и	2	4
114	но как	4	4
115	что даже	2	4
116	раз и	3	4
117	бы то	4	4
118	мы уже	6	4
119	в ее	3	4
120	совсем другое	3	4
121	только с	3	4
122	в чем	5	4
123	тем что	4	4
124	уже в	3	3
125	что это	5	3
126	это уже	2	3
127	что у	6	3
128	именно потому	2	3
129	прежде всего	15	3
130	к тому	5	3
131	ни было	4	3
132	и как	3	3
133	но все	5	3
134	с самим	14	3
135	для него	13	3
136	здесь и	2	3
137	в самом	8	3
138	чем не	2	3
139	быть даже	3	3
140	с этой	2	3
141	в которых	2	3
142	самого себя	2	3
143	его в	4	3
144	конце концов	3	3
145	или как	2	3
146	если бы	4	3
147	для его	2	3
148	свой собственный	2	3
149	говорить о	3	3
150	то в	2	3
151	но не	4	3
152	себе как	2	3
153	в заключение	2	3
154	или другого	2	3
155	быть и	2	3
156	если не	3	3
157	и все	19	3
158	все равно	4	3
159	в той	2	3
160	самом деле	13	3
161	что такое	2	3
162	хотя бы	5	3
163	отличие от	2	3
164	с другими	4	3
165	и ее	2	3
166	как будто	7	3
167	будто бы	2	3
168	слова и	10	3
169	ничего не	4	3
170	в отношении	9	2
171	а вовсе	2	2
172	того же	2	2
173	что все	4	2
174	всех этих	2	2
175	на одно	2	2
176	такого же	2	2
177	совсем не	3	2
178	о чем	2	2
179	от себя	6	2
180	в котором	3	2
181	однако в	2	2
182	с ее	3	2
183	из них	5	2
184	что оно	2	2
185	друг друга	2	2
186	как на	2	2
187	чего бы	2	2
188	с этим	2	2
189	он и	5	2
190	в начале	4	2
191	переходит в	2	2
192	с которыми	2	2
193	бы в	3	2
194	а как	2	2
195	нисколько не	2	2
196	это в	2	2
197	а может	2	2
198	были бы	2	2
199	этого необходимо	2	2
200	и во	3	2
201	он есть	2	2
202	мы видели	3	2
203	а к	2	2
204	от него	6	2
205	по своему	3	2
206	и своего	3	2
207	но именно	2	2
208	когда она	2	2
209	нет здесь	2	2
210	во всех	2	2
211	в слове	5	2
212	для себя	6	2
213	он только	3	2
214	когда он	2	2
215	вместе с	4	2
216	к самому	3	2
217	только что	3	2
218	слова как	2	2
219	в отличие	2	2
220	жизнь и	2	2
221	а с	3	2
222	героя в	5	2
223	и у	5	2
224	и для	8	2
225	с точки	4	2
226	да еще	2	2
227	у человека	2	2
228	мы и	2	2
229	пока еще	2	2
230	но с	2	2
231	он в	4	2
232	не то	2	2
233	эти слова	3	2
234	как она	2	2
235	в другом	8	2
236	в которой	2	2
237	же не	2	2
238	это было	3	2
