N	2gram	Tiupa_Hudo_2	Komedia
1	и в	28	26
2	в г	2	17
3	и не	18	14
4	едва ли	3	14
5	к тому	7	12
6	так и	8	12
7	и его	5	12
8	в том	15	11
9	тому же	2	11
10	может быть	8	11
11	но и	9	10
12	в этом	13	10
13	что в	5	9
14	столь же	3	9
15	том что	19	9
16	если бы	6	9
17	вместе с	2	9
18	было бы	3	8
19	и на	3	7
20	из них	2	7
21	не только	11	7
22	что и	4	7
23	на себя	3	7
24	в своем	5	6
25	то что	6	6
26	еще не	3	6
27	наряду с	5	6
28	в нем	3	6
29	в двух	2	6
30	того чтобы	4	6
31	потому что	2	6
32	в то	6	6
33	о том	12	6
34	с его	5	5
35	что он	8	5
36	в качестве	4	5
37	один из	2	5
38	для того	4	5
39	и с	6	5
40	место в	2	4
41	не менее	5	4
42	в частности	7	4
43	у него	5	4
44	в этих	3	4
45	тому что	4	4
46	в них	3	4
47	что у	3	4
48	и от	2	4
49	прежде всего	3	4
50	из этих	2	4
51	о его	2	4
52	как мы	2	4
53	как и	11	4
54	как будто	4	4
55	одной из	3	4
56	в его	11	4
57	все же	2	4
58	не по	2	4
59	в самом	5	4
60	и для	2	4
61	более чем	2	4
62	можно было	3	4
63	точки зрения	2	4
64	только в	4	4
65	что это	5	4
66	как это	7	4
67	его в	2	4
68	между тем	8	4
69	это было	2	4
70	о чем	8	3
71	что на	3	3
72	мы знаем	2	3
73	жизни и	6	3
74	отношению к	7	3
75	но не	4	3
76	же время	4	3
77	для нас	3	3
78	и сам	5	3
79	по поводу	3	3
80	со своей	2	3
81	да и	5	3
82	в ней	3	3
83	отношениях с	2	3
84	в котором	6	3
85	себя в	8	3
86	в своей	6	3
87	все это	3	3
88	по отношению	7	3
89	дело с	2	3
90	того как	2	3
91	той же	2	3
92	то же	6	3
93	ответ на	2	3
94	не было	6	3
95	как в	5	3
96	к нему	3	3
97	а в	6	3
98	или в	3	3
99	человека в	4	3
100	тем что	6	3
101	не может	4	3
102	как он	3	3
103	в этой	5	3
104	могла бы	2	3
105	но в	2	3
106	в голову	2	2
107	в ответ	3	2
108	все время	3	2
109	если в	2	2
110	эти люди	2	2
111	и другие	5	2
112	как видим	2	2
113	отнюдь не	2	2
114	однако в	2	2
115	в нашем	2	2
116	с другой	3	2
117	это не	6	2
118	в одном	3	2
119	в духе	2	2
120	с собой	2	2
121	вовсе не	2	2
122	и к	2	2
123	об этом	7	2
124	в ее	18	2
125	не в	13	2
126	художественного мышления	2	2
127	жизни так	2	2
128	до сих	2	2
129	одна из	2	2
130	и тех	3	2
131	на этом	2	2
132	с женой	2	2
133	когда в	3	2
134	одной стороны	3	2
135	у нее	10	2
136	в это	3	2
137	вслед за	4	2
138	он не	4	2
139	как бы	5	2
140	не является	2	2
141	хотя бы	2	2
142	и т	4	2
143	и это	3	2
144	в мире	7	2
145	отношение к	2	2
146	сих пор	2	2
147	со стороны	3	2
148	что она	7	2
149	т п	2	2
150	с одной	3	2
151	не более	2	2
152	и у	2	2
153	в принципе	2	2
154	бы и	4	2
155	в других	4	2
156	рядом с	5	2
157	роль в	2	2
158	в глазах	6	2
159	с ними	3	2
160	в любви	2	2
161	теперь в	2	2
162	одно из	5	2
163	и ее	3	2
164	говорить о	2	2
165	впрочем и	2	2
166	и все	7	2
167	в первом	2	2
168	же не	2	2
