N	2gram	Bakhtin_Fr_3	StatiiOP
1	и в	40	25
2	в этом	15	24
3	в том	8	20
4	что в	12	19
5	что он	2	19
6	может быть	9	19
7	тем что	3	19
8	том что	4	15
9	в этой	3	14
10	в его	13	12
11	то что	5	12
12	не только	13	12
13	в этих	6	11
14	прежде всего	16	10
15	таким образом	10	10
16	и не	13	10
17	у него	8	9
18	но и	11	9
19	все это	4	8
20	в языке	2	8
21	в своих	5	8
22	о том	4	8
23	это не	2	7
24	было бы	4	7
25	с этим	2	7
26	не может	3	7
27	точки зрения	2	7
28	в то	6	7
29	из этих	2	6
30	в конце	3	6
31	только в	3	6
32	как бы	3	6
33	как в	3	6
34	а в	3	6
35	и на	8	6
36	в области	4	6
37	между тем	3	6
38	то же	7	5
39	в них	9	5
40	потому что	2	5
41	с другой	2	5
42	ни в	4	5
43	об этом	3	5
44	такого рода	3	5
45	в котором	2	5
46	и это	2	5
47	в году	5	5
48	а не	5	5
49	он не	9	5
50	так и	3	5
51	но в	8	5
52	этом отношении	2	4
53	и др	7	4
54	связана с	2	4
55	это в	2	4
56	мировой литературе	4	4
57	у нас	4	4
58	как и	11	4
59	мы видим	5	4
60	это есть	2	4
61	но это	3	4
62	в начале	3	4
63	на протяжении	3	4
64	можно сказать	2	4
65	если бы	3	4
66	например в	2	4
67	и к	3	4
68	на его	2	4
69	он говорит	6	4
70	в ней	4	4
71	а также	4	4
72	в своей	6	4
73	в целом	2	4
74	отношение к	8	4
75	из этого	2	4
76	связь с	6	4
77	в особенности	5	4
78	не было	5	4
79	в течение	2	4
80	лишь в	2	4
81	к нему	2	4
82	и для	5	4
83	и с	8	4
84	сказать что	3	4
85	все же	2	4
86	xix века	4	4
87	в которой	2	4
88	в эту	4	4
89	уже в	2	3
90	с его	3	3
91	во время	8	3
92	к этому	6	3
93	же время	6	3
94	работа над	2	3
95	и здесь	4	3
96	всех этих	3	3
97	он был	3	3
98	для него	5	3
99	на этом	2	3
100	кроме того	3	3
101	до конца	6	3
102	и если	2	3
103	и наконец	3	3
104	все эти	8	3
105	своего рода	2	3
106	в их	4	3
107	как раз	5	3
108	и далее	2	3
109	в связи	5	3
110	в системе	2	3
111	не так	3	3
112	и его	17	3
113	что для	2	3
114	в мировой	4	3
115	связан с	3	3
116	но он	2	3
117	в другом	3	3
118	связи с	6	3
119	так как	4	3
120	на тему	2	3
121	не был	2	2
122	не менее	2	2
123	для этого	3	2
124	и у	2	2
125	как о	2	2
126	и во	4	2
127	одного из	2	2
128	в духе	7	2
129	вовсе не	12	2
130	его к	2	2
131	и ее	2	2
132	или иной	2	2
133	как мы	10	2
134	но все	3	2
135	но не	2	2
136	времени и	2	2
137	того же	2	2
138	в последнем	2	2
139	до сих	4	2
140	еще не	3	2
141	он считает	2	2
142	одной из	2	2
143	в самом	6	2
144	в сущности	9	2
145	во всех	6	2
146	xvii века	3	2
147	одна из	3	2
148	его отношение	2	2
149	в виду	7	2
150	и такие	2	2
151	один из	4	2
152	здесь нет	2	2
153	вместе с	3	2
154	дело не	3	2
155	сих пор	4	2
156	в форме	2	2
157	до нас	7	2
158	начиная с	3	2
159	и других	6	2
160	мы находим	3	2
161	самом деле	3	2
162	для того	3	2
163	же к	2	2
164	в следующих	2	2
165	считает что	2	2
166	той же	8	2
167	мы не	2	2
168	на основе	2	2
169	этот образ	7	2
170	слово в	3	2
171	одно из	3	2
172	он и	7	2
173	но как	2	2
174	этого слова	2	2
175	здесь только	2	2
176	так сказать	5	2
177	к этой	3	2
178	в плане	2	2
179	то есть	18	2
