N	2gram	Vygotskiy__1	Otkroven
1	у него	4	22
2	и в	31	19
3	но и	2	13
4	и не	16	13
5	в этом	12	12
6	а не	13	11
7	не в	11	11
8	может быть	22	11
9	не только	13	11
10	человека и	2	10
11	и все	5	10
12	вопрос о	3	10
13	в нем	2	10
14	никогда не	8	9
15	не было	3	9
16	потому что	10	9
17	прежде всего	4	9
18	до конца	6	7
19	от него	2	7
20	он не	3	7
21	в его	6	7
22	все это	8	6
23	как и	16	6
24	него в	2	5
25	то что	32	5
26	а в	6	5
27	отношение к	2	5
28	в том	30	5
29	в этой	3	5
30	в самом	11	5
31	т е	3	4
32	того чтобы	7	4
33	и его	7	4
34	не может	17	4
35	что в	23	4
36	к нему	2	3
37	не могут	3	3
38	в этих	4	3
39	и есть	5	3
40	мысли и	2	3
41	и вот	3	3
42	что он	7	3
43	различие между	4	3
44	того что	10	3
45	для того	6	3
46	в своих	4	3
47	и от	2	3
48	могут быть	11	3
49	все что	3	3
50	в себе	4	3
51	было бы	6	3
52	когда он	2	3
53	о том	7	3
54	с ним	2	3
55	как бы	5	3
56	подойти к	2	2
57	уже в	3	2
58	все же	5	2
59	что и	13	2
60	не есть	3	2
61	и для	5	2
62	с тем	3	2
63	и там	2	2
64	можно ли	2	2
65	так и	3	2
66	в своем	3	2
67	что у	3	2
68	что есть	2	2
69	что же	2	2
70	как к	2	2
71	что все	3	2
72	к этому	4	2
73	по себе	9	2
74	и к	3	2
75	и очень	2	2
76	в ее	5	2
77	его не	2	2
78	в которой	4	2
79	что для	2	2
80	том что	16	2
81	так что	5	2
82	и то	2	2
83	что они	2	2
84	сказать что	7	2
85	и с	2	2
86	совсем не	3	2
87	одно из	2	2
88	его в	2	2
89	в своей	3	2
90	так как	18	2
91	и о	4	2
92	к этой	2	2
93	ничего не	2	2
94	хотя и	3	2
95	но в	3	2
96	и потому	2	2
