N	2gram	Bakhtin_Fr_4	Russkaja
1	не может	2	22
2	и не	16	19
3	в том	7	17
4	в этом	11	17
5	и в	29	14
6	то что	4	13
7	таким образом	20	11
8	то же	10	11
9	точки зрения	4	11
10	же время	8	10
11	но и	9	10
12	в то	10	10
13	том что	3	9
14	церкви и	3	9
15	не только	10	9
16	в себе	3	9
17	с точки	2	9
18	может быть	2	9
19	прежде всего	8	8
20	того чтобы	3	8
21	как на	2	8
22	к тому	2	7
23	о том	2	7
24	и с	9	7
25	на самом	4	6
26	что он	4	6
27	и к	2	6
28	и при	2	6
29	для того	3	6
30	если в	2	6
31	все это	4	6
32	в своем	3	6
33	и для	2	6
34	в своих	2	6
35	жизни в	2	5
36	и на	11	5
37	при этом	3	5
38	конечно не	4	5
39	в своей	5	5
40	он не	3	5
41	никогда не	2	5
42	в нем	5	5
43	только в	2	5
44	но не	2	4
45	как и	12	4
46	более или	3	4
47	чудесным образом	2	4
48	как бы	8	4
49	все же	3	4
50	себя в	2	4
51	жизни и	4	4
52	со стороны	2	4
53	или менее	3	4
54	в их	2	4
55	и то	2	4
56	в этой	13	4
57	в его	8	4
58	его в	9	4
59	так как	7	4
60	что это	5	3
61	именно в	2	3
62	в большинстве	6	3
63	в конце	9	3
64	всех этих	3	3
65	да и	2	3
66	и как	3	3
67	то в	3	3
68	что они	2	3
69	в качестве	3	3
70	еще не	4	3
71	одной из	2	3
72	но мы	2	3
73	из них	6	3
74	все они	5	3
75	того что	3	3
76	и по	5	3
77	друг друга	2	3
78	или в	2	3
79	тем что	4	3
80	связи с	2	3
81	из этого	2	3
82	конце концов	4	3
83	место в	2	2
84	только для	4	2
85	одному из	2	2
86	и есть	4	2
87	в частности	3	2
88	у него	5	2
89	его и	2	2
90	это в	2	2
91	ни в	2	2
92	уже не	2	2
93	но это	4	2
94	есть и	4	2
95	и тот	2	2
96	и о	5	2
97	в ней	3	2
98	в котором	2	2
99	если же	2	2
100	на этой	2	2
101	но она	2	2
102	все эти	9	2
103	и вот	3	2
104	и наконец	2	2
105	и даже	3	2
106	к нему	3	2
107	так же	7	2
108	в других	2	2
109	принадлежат к	2	2
110	том же	2	2
111	в результате	4	2
112	их в	2	2
113	мы можем	3	2
114	даже и	2	2
115	мы уже	10	2
116	во время	10	2
117	на эту	3	2
118	как будто	2	2
119	в этих	2	2
120	большинстве случаев	5	2
121	с ним	2	2
122	отметить что	3	2
123	но в	12	2
