N	2gram	Propp_Isto_3	Problemy
1	и в	22	43
2	и не	12	29
3	т е	16	26
4	может быть	11	23
5	не может	4	18
6	в пределах	4	16
7	но и	12	14
8	как и	3	14
9	и т	16	13
10	точки зрения	2	13
11	в этом	17	13
12	что он	9	13
13	в нем	9	12
14	в одном	2	12
15	не в	4	11
16	не только	14	11
17	прежде всего	3	10
18	и на	4	10
19	но в	10	10
20	в его	3	10
21	как мы	8	10
22	никогда не	3	9
23	еще не	10	9
24	он не	5	9
25	большинстве случаев	2	8
26	то же	6	8
27	и его	4	8
28	или в	11	8
29	о себе	3	7
30	до сих	5	7
31	в него	2	7
32	в то	2	7
33	то что	7	7
34	сих пор	5	7
35	а не	6	7
36	в другом	2	7
37	в этих	11	6
38	в том	9	6
39	при этом	2	6
40	в котором	2	6
41	и все	3	6
42	у него	3	6
43	здесь не	3	6
44	да и	2	5
45	так что	5	5
46	хотя и	2	5
47	у меня	5	5
48	к нему	5	5
49	по отношению	2	5
50	таким образом	10	5
51	все эти	4	5
52	а в	6	5
53	и с	4	5
54	вовсе не	2	5
55	о том	3	5
56	но не	7	5
57	было бы	3	5
58	мы увидим	3	5
59	и что	2	5
60	отношению к	2	5
61	и он	2	5
62	я не	3	4
63	что в	15	4
64	в своем	2	4
65	с другой	7	4
66	к тому	3	4
67	но это	3	4
68	себе и	2	4
69	он ничего	2	4
70	т д	15	4
71	их в	3	4
72	но он	4	4
73	во время	6	4
74	так как	7	4
75	с собой	2	4
76	в них	6	4
77	совершенно не	2	4
78	там где	7	4
79	этот вопрос	2	4
80	только в	4	4
81	далеко не	3	4
82	и это	2	4
83	же не	2	4
84	не менее	5	3
85	это не	6	3
86	в одной	3	3
87	есть и	5	3
88	тому же	2	3
89	такой же	2	3
90	образом и	2	3
91	и даже	2	3
92	он и	3	3
93	и здесь	7	3
94	его в	3	3
95	между тем	2	3
96	в жизни	2	3
97	если бы	6	3
98	стороны и	3	3
99	и к	3	3
100	говорят что	2	3
101	она не	4	3
102	мы уже	6	3
103	даже в	2	3
104	что и	9	3
105	все же	5	3
106	так и	2	3
107	только на	2	3
108	уже не	7	3
109	героя с	2	3
110	другой стороны	7	3
111	и для	2	3
112	никому не	2	3
113	той же	2	3
114	ничего не	6	3
115	тем что	4	3
116	в виде	2	3
117	могут быть	5	3
118	и ее	3	3
119	а он	5	3
120	в сторону	2	2
121	его и	4	2
122	с тобой	2	2
123	что у	3	2
124	из этих	3	2
125	вопрос о	2	2
126	от них	3	2
127	что на	4	2
128	тем не	5	2
129	для нас	4	2
130	ни в	2	2
131	и как	3	2
132	но все	2	2
133	мы здесь	4	2
134	например в	2	2
135	они могут	2	2
136	ту же	2	2
137	время как	2	2
138	и др	2	2
139	то это	2	2
140	в целом	3	2
141	отношение к	4	2
142	на том	3	2
143	целый ряд	3	2
144	то и	6	2
145	с большим	5	2
146	здесь мы	5	2
147	того что	5	2
148	этих случаях	7	2
149	и герой	2	2
150	так же	3	2
151	с ними	3	2
152	в которых	2	2
153	а то	2	2
154	сказать что	3	2
155	и так	2	2
156	известно что	2	2
157	из них	7	2
158	но этот	2	2
159	во всяком	2	2
160	превращается в	3	2
161	с этим	8	2
162	на одну	2	2
163	что было	2	2
164	но конечно	2	2
165	есть у	2	2
166	а затем	3	2
167	у нас	4	2
168	одна из	2	2
169	то время	2	2
170	на себя	2	2
171	и о	2	2
172	и пр	11	2
173	быть и	3	2
174	ее в	3	2
175	как в	2	2
176	еще более	2	2
177	и они	4	2
178	том что	8	2
179	что не	2	2
180	и то	2	2
181	мы можем	6	2
