N	2gram	Vygotskiy__7	Psycholo
1	и в	26	38
2	то что	24	35
3	в том	18	25
4	в самом	9	25
5	самом деле	6	21
6	что в	12	20
7	может быть	7	19
8	и что	6	18
9	на то	4	16
10	что она	8	16
11	точки зрения	28	16
12	в ней	3	15
13	если бы	5	14
14	том что	17	14
15	как бы	6	14
16	потому что	16	14
17	в этой	3	13
18	в этом	29	13
19	мы видим	3	12
20	было бы	6	12
21	не только	24	12
22	таким образом	23	12
23	не в	4	12
24	что он	8	11
25	что это	6	10
26	в сущности	9	10
27	то же	8	10
28	же самое	5	10
29	и не	18	10
30	о которых	2	9
31	с точки	21	9
32	того чтобы	19	9
33	все же	6	8
34	с тем	5	8
35	перед нами	2	8
36	с этим	2	8
37	вовсе не	2	8
38	для нас	2	8
39	как и	15	8
40	так что	4	8
41	говорит что	2	8
42	как раз	3	8
43	из этого	2	8
44	но только	3	8
45	для того	18	8
46	и то	7	8
47	с другой	4	7
48	в ее	6	7
49	а не	6	7
50	мы можем	3	7
51	никак не	5	7
52	не может	11	7
53	показать что	4	7
54	что у	4	7
55	сущности говоря	2	7
56	как мы	14	7
57	а в	2	7
58	заключается в	6	7
59	мы уже	3	7
60	и здесь	2	6
61	к тому	7	6
62	мы видели	3	6
63	с самого	7	6
64	до сих	3	6
65	она не	5	6
66	один из	2	6
67	в котором	4	6
68	не имеет	2	6
69	тому что	9	6
70	он не	3	6
71	которых мы	2	6
72	с одной	5	6
73	так как	14	6
74	если мы	5	6
75	как это	5	6
76	и его	12	6
77	в которых	2	6
78	самого начала	7	6
79	о том	4	6
80	я не	3	5
81	казалось бы	2	5
82	в какой	6	5
83	одной стороны	5	5
84	несмотря на	2	5
85	совершенно не	2	5
86	в своей	3	5
87	время в	2	5
88	вместе с	12	5
89	но и	11	5
90	сих пор	3	5
91	в той	4	5
92	или в	2	5
93	мы не	7	5
94	в его	4	5
95	могли бы	5	5
96	в которой	11	5
97	что если	2	4
98	никогда не	4	4
99	что эта	6	4
100	идет о	2	4
101	мы могли	6	4
102	что они	10	4
103	в свою	2	4
104	по своему	9	4
105	не можем	4	4
106	что с	5	4
107	и для	5	4
108	во всех	6	4
109	в самой	3	4
110	но если	2	4
111	не мог	2	4
112	в нем	2	4
113	что и	3	4
114	ее в	8	4
115	раз в	2	4
116	в целом	5	4
117	плана в	3	4
118	как в	4	4
119	все эти	6	4
120	того что	14	4
121	из которых	2	4
122	время как	2	4
123	что этот	5	4
124	в своих	2	4
125	сказать что	8	4
126	только в	8	4
127	и другое	3	4
128	что эти	3	4
129	в себе	9	4
130	на деле	2	4
131	в виду	5	4
132	как на	6	3
133	она должна	2	3
134	были бы	3	3
135	оба эти	5	3
136	в речи	5	3
137	из этих	3	3
138	что все	2	3
139	к этому	2	3
140	в такой	4	3
141	и к	7	3
142	она в	2	3
143	ни в	2	3
144	она может	2	3
145	но это	3	3
146	больше и	2	3
147	одно и	3	3
148	наряду с	2	3
149	мы говорили	2	3
150	и о	3	3
151	в основе	3	3
152	из двух	3	3
153	и значение	5	3
154	все это	3	3
155	то и	4	3
156	и только	4	3
157	одновременно и	2	3
158	и муравей	2	3
159	что не	2	3
160	который мы	2	3
161	и тем	6	3
162	из всех	5	3
163	того как	2	3
164	тем что	9	3
165	состоит в	3	3
166	в то	3	3
167	бы в	5	3
168	его в	2	3
169	которое мы	2	3
170	едва ли	4	3
171	что по	2	3
172	но в	4	3
173	и которые	2	3
174	одного из	2	2
175	в данном	5	2
176	признать что	2	2
177	не могут	4	2
178	в этих	2	2
179	смысле этого	3	2
180	между собой	6	2
181	столь же	2	2
182	с этой	5	2
183	и во	4	2
184	тенденцию к	3	2
185	о человеке	2	2
186	можем не	2	2
187	противоречие между	2	2
188	на самом	3	2
189	и вместе	2	2
190	во всяком	2	2
191	друг другу	3	2
192	же мере	5	2
193	показывает что	2	2
194	что оно	4	2
195	и ее	2	2
196	иначе как	6	2
197	только что	5	2
198	остановиться на	2	2
199	оно есть	5	2
200	до конца	5	2
201	у нас	2	2
202	уяснить себе	3	2
203	это есть	4	2
204	в силу	5	2
205	такой же	3	2
206	наших глазах	3	2
207	есть в	3	2
208	свою очередь	2	2
209	и столь	3	2
210	очевидно что	3	2
211	не могла	2	2
212	и психологическое	2	2
213	то время	2	2
214	лучшем случае	2	2
215	для него	3	2
216	слов и	2	2
217	со всеми	2	2
218	же точно	3	2
219	в первой	3	2
220	мы в	3	2
221	но он	2	2
222	и той	2	2
223	совершенно в	2	2
224	совпадает с	3	2
225	к ней	2	2
226	развития и	2	2
227	то как	2	2
228	все те	2	2
229	двух планов	3	2
230	для этого	3	2
231	но мы	3	2
232	не совпадает	3	2
233	с ее	2	2
234	не иначе	2	2
235	благодаря этому	2	2
236	данном случае	5	2
237	имеет место	4	2
238	что же	2	2
239	внимание на	2	2
240	целый ряд	4	2
241	что его	2	2
242	так же	14	2
243	в одной	3	2
244	нами в	4	2
245	все больше	3	2
246	отношения к	2	2
247	должны были	2	2
248	одной и	2	2
249	и больше	2	2
250	и наконец	4	2
251	какой мере	2	2
252	и по	3	2
253	есть только	2	2
254	той же	8	2
255	в лучшем	2	2
256	в качестве	5	2
257	в конце	4	2
258	и следовательно	5	2
259	одно из	5	2
260	и ничего	2	2
261	нельзя не	2	2
262	мы нашли	5	2
263	к его	2	2
264	как к	3	2
265	представляет собой	19	2
266	его к	2	2
267	этого слова	3	2
268	к этой	2	2
269	с ним	3	2
270	ничего не	2	2
271	поэзии и	2	2
272	том и	3	2
