N	2gram	Ircho_Kome_3	Myshleni
1	в том	12	33
2	том что	13	27
3	точки зрения	4	26
4	в развитии	2	26
5	то что	4	20
6	в этом	8	19
7	с точки	3	18
8	и в	22	15
9	не только	5	15
10	что в	5	14
11	таким образом	12	14
12	и речи	4	13
13	что он	8	12
14	того чтобы	6	12
15	в самом	9	11
16	в целом	3	10
17	но и	4	10
18	было бы	3	10
19	для того	6	10
20	мы не	2	10
21	мы можем	3	10
22	в своем	8	9
23	может быть	6	9
24	не является	4	9
25	не может	3	9
26	что мы	2	9
27	о том	8	9
28	в сущности	2	9
29	связи с	5	9
30	так и	4	8
31	никогда не	3	8
32	не в	4	8
33	и что	6	8
34	если бы	8	8
35	к тому	6	7
36	мы знаем	2	7
37	одной стороны	3	7
38	с одной	3	7
39	и не	21	7
40	потому что	10	7
41	как бы	3	7
42	тот же	2	7
43	он не	5	7
44	во всяком	3	7
45	едва ли	7	7
46	в частности	3	6
47	в отношении	4	6
48	как мы	2	6
49	в этой	3	6
50	в виду	2	6
51	на то	3	6
52	по отношению	5	6
53	в связи	4	6
54	с другой	4	6
55	как он	3	6
56	как это	5	6
57	но в	5	6
58	вовсе не	4	6
59	и к	3	6
60	как и	3	6
61	вместе с	9	6
62	если мы	2	6
63	самом деле	6	6
64	на этот	3	6
65	всяком случае	3	6
66	что эта	2	6
67	это не	2	5
68	уже в	2	5
69	представление о	2	5
70	что с	2	5
71	с помощью	4	5
72	и даже	3	5
73	друг друга	4	5
74	сравнению с	2	5
75	по существу	2	5
76	все что	3	5
77	отношению к	3	5
78	по сравнению	2	5
79	приводит к	3	5
80	то же	7	5
81	можно было	2	5
82	на вопрос	2	4
83	прежде всего	5	4
84	несмотря на	4	4
85	все это	5	4
86	который в	3	4
87	в них	3	4
88	не имеет	3	4
89	так же	4	4
90	а в	7	4
91	их в	3	4
92	и с	4	4
93	в конечном	2	4
94	в начале	3	4
95	так как	11	4
96	с его	3	4
97	конечном счете	2	4
98	к этому	6	4
99	все же	4	4
100	в качестве	2	4
101	в своей	5	4
102	как в	2	4
103	что его	5	4
104	как раз	6	4
105	из того	3	4
106	хотя бы	4	4
107	и его	6	4
108	в которой	3	4
109	только для	2	3
110	все время	2	3
111	больше того	2	3
112	во время	6	3
113	человека и	2	3
114	об этом	7	3
115	что они	2	3
116	и сам	5	3
117	при этом	7	3
118	из них	5	3
119	со стороны	11	3
120	что для	2	3
121	этом отношении	2	3
122	ни малейшего	3	3
123	с другими	2	3
124	в которых	5	3
125	в результате	2	3
126	в основе	2	3
127	к этой	2	3
128	с ним	5	3
129	ничем не	4	3
130	и все	2	3
131	здесь и	2	3
132	и особенно	2	3
133	с этим	3	3
134	состоит в	2	3
135	идет о	3	3
136	тем более	4	3
137	того же	6	3
138	одной из	3	3
139	он говорит	2	3
140	когда он	4	3
141	что она	4	3
142	только что	7	3
143	а не	4	3
144	из которых	2	3
145	и ее	2	3
146	и это	2	3
147	отличие от	2	3
148	ничего не	3	3
149	чем в	3	2
150	не могут	2	2
151	столь же	3	2
152	с этой	3	2
153	ни в	10	2
154	но все	4	2
155	не дает	4	2
156	и мы	3	2
157	за то	2	2
158	в котором	2	2
159	после этого	2	2
160	от того	2	2
161	в их	2	2
162	для обозначения	2	2
163	целый ряд	2	2
164	в других	3	2
165	остается в	2	2
166	к себе	5	2
167	но если	3	2
168	говорить о	3	2
169	же самое	3	2
170	а также	2	2
171	больше чем	2	2
172	в одном	2	2
173	нисколько не	3	2
174	у него	4	2
175	отнюдь не	4	2
176	достаточно вспомнить	2	2
177	следует что	3	2
178	нет никаких	2	2
179	стороны и	2	2
180	из всех	2	2
181	в присутствии	2	2
182	представляет собой	3	2
183	наряду с	2	2
184	за пределы	2	2
185	к ней	8	2
186	в его	8	2
187	речь идет	5	2
188	нет и	4	2
189	должен быть	2	2
190	что и	8	2
191	раз в	2	2
192	во всех	2	2
193	без всякого	2	2
194	и для	4	2
195	в течение	3	2
196	все равно	3	2
197	ней в	2	2
198	это обстоятельство	3	2
199	в силу	2	2
200	которой мы	2	2
201	тем что	5	2
202	в себе	4	2
203	в другом	2	2
