N	2gram	Ircho_Kome_2	Myslijsy
1	потому что	6	46
2	в том	11	32
3	и в	26	30
4	может быть	11	28
5	то же	3	23
6	не только	7	21
7	только в	4	21
8	для нас	3	20
9	но и	10	19
10	том что	9	18
11	то что	6	18
12	что в	9	17
13	не в	2	15
14	и не	14	15
15	таким образом	6	14
16	что и	7	13
17	так как	4	13
18	вместе с	9	12
19	а в	3	12
20	если бы	9	12
21	так и	12	11
22	как и	4	10
23	как в	3	10
24	и что	2	10
25	в этом	10	10
26	в то	6	10
27	из этих	4	9
28	было бы	8	9
29	в нем	6	9
30	мы не	2	9
31	между тем	4	9
32	в самом	4	8
33	от того	2	8
34	в ней	3	8
35	с другой	2	7
36	вовсе не	2	7
37	к тому	12	7
38	как мы	4	7
39	так что	5	7
40	с тем	5	7
41	но не	3	7
42	с одной	2	7
43	тем что	3	7
44	что он	5	6
45	с этим	5	6
46	из них	7	6
47	например в	3	6
48	то это	2	6
49	не может	3	6
50	не имеет	3	6
51	уже в	4	5
52	одно из	2	5
53	независимо от	5	5
54	в них	4	5
55	есть для	2	5
56	же время	3	5
57	в своем	6	5
58	еще не	6	5
59	в действительности	2	5
60	отношению к	3	5
61	не менее	4	5
62	по отношению	3	5
63	не следует	2	5
64	и т	2	5
65	что это	4	4
66	это слово	4	4
67	столь же	9	4
68	и от	4	4
69	что именно	2	4
70	все это	3	4
71	то время	3	4
72	в его	4	4
73	в котором	3	4
74	один из	5	4
75	на это	2	4
76	и его	12	4
77	он не	2	4
78	не было	3	4
79	если не	2	4
80	для того	5	4
81	что для	4	4
82	по поводу	3	4
83	того как	3	4
84	в один	2	4
85	и это	2	4
86	место в	4	3
87	не говоря	2	3
88	и есть	2	3
89	тому что	4	3
90	прежде всего	4	3
91	и все	2	3
92	в образе	3	3
93	к этому	5	3
94	представить себе	3	3
95	мы можем	3	3
96	до сих	2	3
97	одной стороны	2	3
98	вслед за	2	3
99	только потому	2	3
100	что она	2	3
101	как бы	2	3
102	никто не	3	3
103	в целом	4	3
104	с и	4	3
105	каждой из	2	3
106	со стороны	2	3
107	того чтобы	6	3
108	к нему	3	3
109	в силу	2	3
110	друг друга	3	3
111	или в	3	3
112	в каждом	3	3
113	и на	7	3
114	говорить о	2	3
115	в начале	4	3
116	его в	4	3
117	в первом	2	3
118	ответ на	3	3
119	в которой	5	3
120	это было	4	3
121	сих пор	2	3
122	что ни	2	2
123	во время	6	2
124	но все	3	2
125	об этом	2	2
126	связи с	3	2
127	со своей	3	2
128	в какой	2	2
129	в одном	2	2
130	не всегда	2	2
131	отношение к	2	2
132	одной из	4	2
133	в ее	2	2
134	в этой	3	2
135	по своему	2	2
136	у него	4	2
137	могла бы	3	2
138	и если	2	2
139	или на	2	2
140	и почему	2	2
141	так или	3	2
142	даже в	2	2
143	все же	4	2
144	же в	4	2
145	жизни и	3	2
146	в своей	3	2
147	в их	3	2
148	целый ряд	2	2
149	так в	2	2
150	т п	2	2
151	в других	2	2
152	когда в	2	2
153	той же	3	2
154	такая же	2	2
155	что по	2	2
156	тут же	2	2
157	с этой	3	2
158	ни в	5	2
159	от этого	2	2
160	точки зрения	4	2
161	бы в	2	2
162	впрочем и	2	2
163	и после	2	2
164	о том	6	2
165	по содержанию	2	2
166	и с	5	2
