N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	41
2	то есть	24	24
3	мы уже	5	18
4	таким образом	11	17
5	в нем	3	16
6	и с	9	16
7	и его	10	13
8	но и	18	13
9	как мы	8	12
10	в этом	16	12
11	все эти	5	11
12	прежде всего	10	10
13	в самом	4	10
14	не только	25	10
15	так как	7	10
16	то что	28	10
17	здесь в	4	9
18	кроме того	6	9
19	и на	6	9
20	и все	4	9
21	о том	11	9
22	никогда не	11	8
23	в сущности	2	8
24	здесь и	2	8
25	в этой	8	8
26	но в	4	8
27	у него	24	7
28	вовсе не	13	7
29	том что	18	7
30	как бы	3	7
31	как и	7	7
32	что в	17	7
33	в его	14	7
34	что он	5	6
35	в году	10	6
36	вместе с	7	6
37	также и	17	6
38	сказать что	12	6
39	в то	7	6
40	то же	4	5
41	с его	2	5
42	в одном	5	5
43	так же	8	5
44	же время	2	5
45	а также	8	5
46	из них	2	5
47	так и	6	5
48	в своем	8	5
49	и что	8	5
50	еще в	5	5
51	тем что	5	5
52	в себе	9	5
53	во всем	6	5
54	все то	3	5
55	что это	9	5
56	уже в	3	4
57	с другой	5	4
58	и от	6	4
59	роль в	2	4
60	он был	2	4
61	именно в	3	4
62	у нас	5	4
63	и как	7	4
64	не в	3	4
65	и вообще	3	4
66	одной стороны	3	4
67	в ней	5	4
68	в котором	4	4
69	даже в	4	4
70	все же	4	4
71	не может	14	4
72	с одной	3	4
73	того чтобы	3	4
74	и наконец	2	4
75	и даже	6	4
76	а в	7	4
77	в результате	4	4
78	в другом	2	4
79	того же	2	4
80	из этого	2	4
81	перед нами	3	3
82	он сам	2	3
83	в книге	2	3
84	с этой	2	3
85	с этим	2	3
86	в духе	3	3
87	первый план	2	3
88	на первый	2	3
89	одной из	2	3
90	мы будем	2	3
91	но это	6	3
92	было бы	4	3
93	в начале	2	3
94	не мог	6	3
95	но оно	2	3
96	никак не	4	3
97	и для	3	3
98	этом отношении	2	3
99	при этом	3	3
100	и не	25	3
101	того что	7	3
102	к нему	3	3
103	есть только	9	3
104	в данном	5	3
105	только в	13	3
106	только с	2	3
107	в чем	3	3
108	потому что	11	3
109	не могут	2	2
110	не был	8	2
111	что если	4	2
112	но уже	2	2
113	в этих	2	2
114	все они	2	2
115	себе в	2	2
116	в конце	12	2
117	человека и	3	2
118	что все	7	2
119	стороны и	2	2
120	если мы	4	2
121	для нас	5	2
122	в том	18	2
123	так что	14	2
124	в дальнейшем	4	2
125	и самая	2	2
126	связи с	2	2
127	но не	4	2
128	здесь же	2	2
129	есть и	4	2
130	должна быть	2	2
131	в трактате	3	2
132	до конца	4	2
133	может быть	8	2
134	за пределы	3	2
135	в своей	9	2
136	вполне понятно	3	2
137	хотя и	7	2
138	он не	8	2
139	но если	5	2
140	и потому	10	2
141	были еще	2	2
142	был бы	3	2
143	мы видели	3	2
144	данном случае	2	2
145	а именно	12	2
146	другой стороны	2	2
147	как раз	10	2
148	не на	2	2
149	что даже	2	2
150	которых мы	2	2
151	как это	4	2
152	но с	2	2
153	мы находим	2	2
154	и сейчас	2	2
155	в истории	5	2
156	а не	8	2
157	и у	3	2
158	с точки	6	2
159	мы не	2	2
160	и то	9	2
161	то он	4	2
162	и весьма	3	2
163	точки зрения	13	2
164	и само	2	2
165	из этих	3	2
166	что мы	2	2
167	и вовсе	3	2
168	бы в	2	2
169	это было	3	2
