N	2gram	Vygotskiy__5	RusskieA
1	и в	30	29
2	что в	24	22
3	том что	21	22
4	в том	27	22
5	как бы	19	18
6	состоит в	3	15
7	и другие	3	14
8	может быть	11	13
9	так как	9	13
10	как и	6	11
11	одна из	3	11
12	в этом	14	11
13	все это	2	10
14	и с	2	10
15	не только	16	10
16	о том	10	9
17	а в	4	9
18	показывает что	3	8
19	или на	2	8
20	но и	6	8
21	данном случае	3	7
22	как в	3	7
23	или в	6	7
24	представляют собой	2	7
25	с тем	8	6
26	мы не	3	6
27	этом случае	2	6
28	же в	2	6
29	еще не	5	6
30	для того	20	6
31	для нас	3	6
32	вместе с	12	6
33	таким образом	20	6
34	при этом	8	6
35	того чтобы	20	6
36	и на	3	6
37	в данном	3	6
38	мы имеем	8	6
39	потому что	23	5
40	это не	3	5
41	к этому	3	5
42	то что	37	5
43	и что	23	5
44	но не	7	5
45	для этого	9	5
46	и т	7	5
47	не может	9	5
48	т д	3	5
49	следующим образом	2	5
50	но в	5	5
51	именно в	6	4
52	о чем	4	4
53	в них	4	4
54	эта теория	5	4
55	и все	4	4
56	вопрос о	3	4
57	а затем	2	4
58	по существу	2	4
59	так что	3	4
60	не в	8	4
61	предположить что	2	4
62	из них	2	4
63	же как	2	4
64	говорится что	2	4
65	так же	13	4
66	то же	7	4
67	у нас	4	4
68	а не	8	4
69	в таком	3	4
70	в которых	2	4
71	как это	7	4
72	что по	2	4
73	что от	2	3
74	на этом	6	3
75	тем что	6	3
76	должен был	4	3
77	в этих	3	3
78	в качестве	2	3
79	на первый	2	3
80	как например	2	3
81	или с	2	3
82	в ее	3	3
83	что здесь	3	3
84	и под	2	3
85	до конца	2	3
86	того что	8	3
87	было бы	5	3
88	и о	3	3
89	что она	6	3
90	в котором	2	3
91	во всех	2	3
92	в отличие	2	3
93	все эти	2	3
94	как мы	5	3
95	но он	3	3
96	в этой	5	3
97	что это	8	3
98	отличие от	2	3
99	с этой	2	2
100	связь между	2	2
101	связи с	2	2
102	об этом	3	2
103	могут быть	8	2
104	никогда не	9	2
105	по этому	5	2
106	между собой	2	2
107	с другой	9	2
108	из этих	3	2
109	это в	3	2
110	прежде всего	4	2
111	совершенно очевидно	5	2
112	не что	2	2
113	что и	3	2
114	прав когда	5	2
115	что с	6	2
116	нас не	2	2
117	говорит о	4	2
118	это и	2	2
119	и как	7	2
120	и при	2	2
121	чем в	2	2
122	совсем не	2	2
123	очевидно что	2	2
124	смерти в	2	2
125	одной стороны	12	2
126	совершенно не	6	2
127	что на	3	2
128	все то	2	2
129	из этого	2	2
130	в него	4	2
131	в виду	4	2
132	еще в	2	2
133	один из	5	2
134	должен быть	2	2
135	но она	2	2
136	не с	2	2
137	все же	7	2
138	в своей	4	2
139	том чтобы	2	2
140	в форме	2	2
141	что при	3	2
142	в их	3	2
143	этому поводу	4	2
144	того как	2	2
145	а с	5	2
146	с одной	12	2
147	в течение	2	2
148	на самом	2	2
149	там где	4	2
150	этот вопрос	4	2
151	из которых	4	2
152	и для	6	2
153	должно быть	2	2
154	можно было	3	2
155	так в	3	2
156	в своих	5	2
157	и то	9	2
158	с этим	2	2
159	полагает что	3	2
160	что иное	2	2
161	во всем	2	2
162	в то	2	2
163	когда мы	6	2
164	в состав	3	2
165	в которой	3	2
166	иное как	2	2
167	не можем	4	2
