N	2gram	Bakhtin_Fr_2	SlovoVZh
1	не может	7	16
2	точки зрения	6	14
3	может быть	5	14
4	и его	17	13
5	как бы	11	13
6	таким образом	7	12
7	и в	49	12
8	в нашем	2	11
9	и не	15	10
10	так как	6	9
11	прежде всего	19	8
12	сказать что	6	7
13	в нем	9	6
14	при этом	5	6
15	в том	3	6
16	только в	13	6
17	в ней	2	6
18	и др	9	5
19	в жизни	4	5
20	то что	6	5
21	никогда не	5	5
22	можно сказать	2	5
23	то же	7	5
24	как и	11	5
25	том что	4	5
26	и следовательно	2	5
27	но в	4	5
28	в виду	3	5
29	и к	4	4
30	все же	7	4
31	отношение к	8	4
32	жизни и	7	4
33	так и	6	4
34	с другой	4	4
35	на самом	2	4
36	в литературе	6	4
37	литературы и	2	4
38	в этом	15	4
39	и на	17	4
40	в самом	3	4
41	к нему	3	4
42	за пределы	2	4
43	не только	17	4
44	в них	13	3
45	точка зрения	3	3
46	и более	4	3
47	в художественном	2	3
48	в своей	5	3
49	сих пор	4	3
50	все это	9	3
51	как к	2	3
52	и вообще	3	3
53	все эти	7	3
54	но и	13	3
55	ни в	3	3
56	да и	3	3
57	так же	2	3
58	и с	6	3
59	о том	3	3
60	нуждается в	2	3
61	в себе	4	3
62	для него	9	3
63	до сих	4	3
64	в пределах	2	3
65	еще не	2	3
66	здесь не	2	3
67	в творчестве	6	3
68	с ним	4	3
69	место в	3	2
70	автора и	2	2
71	и значение	2	2
72	перестает быть	2	2
73	уже в	5	2
74	с его	5	2
75	но все	4	2
76	что в	2	2
77	на все	3	2
78	вместе с	2	2
79	в этих	4	2
80	в форме	4	2
81	в своем	5	2
82	в отношении	2	2
83	точку зрения	2	2
84	другой стороны	3	2
85	что слово	2	2
86	смысл и	2	2
87	и все	3	2
88	и другие	2	2
89	в особенности	5	2
90	с одной	3	2
91	связь с	3	2
92	на материале	2	2
93	в себя	6	2
94	с точки	5	2
95	как на	4	2
96	но это	2	2
97	мы можем	2	2
98	но не	5	2
99	могут быть	2	2
100	имеем в	2	2
101	выражение в	5	2
102	еще раз	2	2
103	в формах	2	2
104	до конца	2	2
105	в то	6	2
106	одной стороны	3	2
107	можно найти	2	2
108	метод в	2	2
109	там где	4	2
110	ничего не	2	2
111	в условиях	2	2
112	в основном	5	2
113	в его	18	2
114	и потому	5	2
115	относится к	5	2
