N	2gram	Savitsky_E_1	FransuaR
1	и в	37	41
2	то есть	6	20
3	таким образом	2	19
4	в этом	12	15
5	и все	2	14
6	как и	7	14
7	в этой	2	13
8	то же	15	13
9	в его	2	12
10	прежде всего	9	11
11	в том	11	11
12	как мы	5	11
13	в себе	9	11
14	так и	10	10
15	в то	16	10
16	в качестве	14	9
17	не в	5	9
18	же время	14	9
19	но и	14	9
20	в своем	14	9
21	что в	21	9
22	и от	3	8
23	то что	6	8
24	но в	14	8
25	в них	3	7
26	вовсе не	6	7
27	как бы	6	7
28	и не	14	7
29	мы видим	2	6
30	есть в	2	6
31	только в	9	6
32	о том	3	6
33	не только	18	5
34	и к	3	5
35	в ней	4	5
36	вместе с	2	5
37	что и	3	5
38	мы видели	3	5
39	всего в	2	5
40	как в	3	5
41	а в	2	5
42	к нему	2	5
43	и для	3	5
44	так же	9	5
45	точки зрения	23	5
46	потому что	3	5
47	место в	3	4
48	что это	2	4
49	хотя и	2	4
50	том что	6	4
51	было бы	8	4
52	может быть	6	4
53	он не	2	4
54	целый ряд	2	4
55	влияние на	2	4
56	и наконец	2	4
57	мира и	3	4
58	и на	6	4
59	и с	2	4
60	одном из	2	4
61	мира в	4	4
62	в отношении	32	3
63	того же	3	3
64	в одном	2	3
65	и потому	5	3
66	в мире	2	3
67	такой же	2	3
68	свою очередь	2	3
69	в своей	8	3
70	в свою	3	3
71	но именно	2	3
72	из них	3	3
73	несмотря на	4	3
74	и эта	2	3
75	жизни и	2	3
76	во всех	6	3
77	в их	11	3
78	не может	9	3
79	на них	2	3
80	в той	5	3
81	тем самым	5	3
82	с точки	17	3
83	не имеет	4	3
84	и по	5	3
85	можно было	3	3
86	тем что	3	3
87	не на	4	3
88	так как	7	3
89	от этого	5	3
90	что все	2	2
91	ни было	4	2
92	именно в	4	2
93	но по	2	2
94	никогда не	3	2
95	в этих	2	2
96	и со	3	2
97	и во	2	2
98	с этим	2	2
99	есть не	2	2
100	к тому	8	2
101	связано с	3	2
102	и еще	2	2
103	и как	2	2
104	из всех	3	2
105	по своему	7	2
106	точка зрения	2	2
107	в большинстве	2	2
108	того что	7	2
109	одной из	5	2
110	человеческой культуры	2	2
111	а также	7	2
112	моря и	3	2
113	не есть	2	2
114	же в	2	2
115	во второй	3	2
116	время в	3	2
117	в процессе	4	2
118	во всей	2	2
119	этом отношении	3	2
120	в течение	5	2
121	еще более	2	2
122	и других	2	2
123	и человеческой	2	2
124	в значительной	2	2
125	а не	2	2
126	мы не	4	2
127	или в	2	2
128	в данном	3	2
129	и то	2	2
130	в результате	3	2
131	во всяком	3	2
132	в которых	3	2
133	во все	3	2
134	также и	7	2
135	далеко не	2	2
136	дело в	3	2
137	большинстве случаев	3	2
138	бы в	2	2
139	в области	11	2
140	в будущее	2	2
