N	2gram	Vygotskiy__5	Komedia
1	и в	30	22
2	и не	6	21
3	том что	21	13
4	в том	27	12
5	таким образом	20	12
6	со стороны	3	11
7	так как	9	11
8	ни в	3	10
9	потому что	23	10
10	до сих	5	9
11	в самом	14	9
12	вместе с	12	9
13	сих пор	5	9
14	если бы	11	8
15	в своем	6	8
16	что он	17	8
17	в его	4	8
18	что и	3	8
19	в глазах	2	8
20	в этом	14	8
21	о том	10	8
22	о чем	4	7
23	об этом	3	7
24	при этом	8	7
25	в свою	3	7
26	то же	7	7
27	только что	4	7
28	едва ли	2	7
29	а в	4	7
30	в конце	4	7
31	к этому	3	6
32	ясно что	6	6
33	того же	2	6
34	еще не	5	6
35	для того	20	6
36	к тому	8	6
37	может быть	11	6
38	как раз	13	6
39	самом деле	8	6
40	и что	23	6
41	того чтобы	20	6
42	так что	3	6
43	и его	6	6
44	в то	2	6
45	связи с	2	5
46	что в	24	5
47	прежде всего	4	5
48	то это	4	5
49	как это	7	5
50	не только	16	5
51	в своей	4	5
52	из них	2	5
53	все это	2	5
54	по отношению	2	5
55	он не	3	5
56	тем что	6	5
57	в которых	2	5
58	но в	5	5
59	с самого	3	4
60	самого начала	3	4
61	с тем	8	4
62	но все	2	4
63	должен был	4	4
64	у него	3	4
65	между собой	2	4
66	с другой	9	4
67	вовсе не	3	4
68	и здесь	6	4
69	он был	2	4
70	все же	7	4
71	не в	8	4
72	совпадают с	2	4
73	не дает	2	4
74	до конца	2	4
75	несмотря на	5	4
76	в ней	4	4
77	и т	7	4
78	то что	37	4
79	когда он	5	4
80	но и	6	4
81	что она	6	4
82	т п	3	4
83	в отношении	2	4
84	меньше всего	3	4
85	с помощью	2	4
86	а не	8	4
87	и для	6	4
88	так же	13	4
89	точки зрения	7	4
90	в себе	5	4
91	бы в	5	4
92	так и	3	4
93	не является	2	4
94	хотя бы	3	4
95	и поэтому	3	4
96	и с	2	4
97	что ни	3	3
98	с его	2	3
99	в частности	4	3
100	никогда не	9	3
101	до тех	2	3
102	в них	4	3
103	с этой	2	3
104	с этим	2	3
105	в нем	7	3
106	на то	17	3
107	и к	4	3
108	в ее	3	3
109	как и	6	3
110	в этой	5	3
111	чем в	2	3
112	одной стороны	12	3
113	было бы	5	3
114	и мы	16	3
115	на этот	3	3
116	как бы	19	3
117	один из	5	3
118	в целом	5	3
119	тех пор	2	3
120	приводит к	2	3
121	дело с	5	3
122	не может	9	3
123	с одной	12	3
124	в течение	2	3
125	все равно	2	3
126	в двух	5	3
127	из того	3	3
128	с точки	2	3
129	тем же	3	3
130	и даже	2	3
131	мы можем	7	3
132	не знает	2	3
133	же самое	5	3
134	как он	2	3
135	в которой	3	3
136	ничего не	2	3
137	в основе	7	2
138	под влиянием	3	2
139	уже в	6	2
140	что их	2	2
141	все время	20	2
142	состоит в	3	2
143	себя и	2	2
144	в качестве	2	2
145	сравнению с	4	2
146	не как	3	2
147	обстоит дело	3	2
148	как в	3	2
149	это не	3	2
150	и все	4	2
151	в одном	2	2
152	именно потому	3	2
153	это в	3	2
154	не могут	3	2
155	стороны и	4	2
156	а как	2	2
157	если мы	16	2
158	как из	3	2
159	мы знаем	2	2
160	этом случае	2	2
161	трагедии и	2	2
162	а затем	2	2
163	отличие от	2	2
164	по существу	2	2
165	в силу	3	2
166	что они	5	2
167	что ему	2	2
168	и хотя	2	2
169	что с	6	2
170	тот же	3	2
171	и если	6	2
172	совершенно не	6	2
173	на его	3	2
174	в сущности	12	2
175	он говорит	3	2
176	и о	3	2
177	от того	4	2
178	конце концов	2	2
179	и он	2	2
180	между ними	2	2
181	в котором	2	2
182	был бы	5	2
183	если же	2	2
184	должен быть	2	2
185	представляют собой	2	2
186	не с	2	2
187	по сравнению	4	2
188	во всех	2	2
189	в их	3	2
190	как мы	5	2
191	другой стороны	5	2
192	целый ряд	3	2
193	бы по	2	2
194	по мнению	6	2
195	отношения к	2	2
196	этом отношении	3	2
197	человека в	3	2
198	время как	2	2
199	мы не	3	2
200	из которых	4	2
201	в таком	3	2
202	можно было	3	2
203	в своих	5	2
204	и на	3	2
205	ли не	2	2
206	в результате	4	2
207	тому что	8	2
208	что касается	2	2
209	нет ни	2	2
210	в другом	3	2
211	исходя из	2	2
212	что мы	11	2
213	его на	2	2
214	и это	8	2
215	из этого	2	2
216	что эта	4	2
217	в виду	4	2
