N	2gram	Bakhtin_fo_2	slovoVRo
1	в романе	13	46
2	и в	46	39
3	может быть	7	37
4	и т	14	35
5	и его	12	33
6	т п	11	33
7	то есть	10	26
8	не только	11	24
9	и не	9	22
10	но и	9	21
11	не может	2	20
12	в нем	5	19
13	до конца	2	17
14	все это	6	16
15	в этом	22	16
16	так и	7	15
17	а не	4	14
18	как в	4	13
19	в пределах	5	13
20	во всех	11	12
21	в истории	4	11
22	вовсе не	13	10
23	рыцарского романа	2	9
24	не в	9	9
25	рыцарский роман	5	9
26	и с	6	9
27	прежде всего	14	8
28	словом и	2	8
29	слова и	3	8
30	таким образом	3	8
31	точки зрения	10	8
32	при этом	6	7
33	для него	3	7
34	еще не	6	7
35	в его	8	7
36	как бы	10	7
37	никогда не	6	7
38	в этих	3	7
39	и потому	2	7
40	и даже	3	7
41	как мы	6	7
42	могут быть	2	7
43	с ним	4	7
44	человек в	2	6
45	в них	7	6
46	и к	2	6
47	этом случае	2	6
48	все же	6	6
49	как и	8	6
50	в своем	5	6
51	но не	5	6
52	в большинстве	3	6
53	она не	2	6
54	в сущности	2	6
55	жизни и	8	6
56	там где	2	6
57	все эти	5	6
58	так сказать	7	6
59	но в	10	6
60	с другой	2	5
61	это не	2	5
62	и для	9	5
63	и все	6	5
64	по себе	2	5
65	том что	4	5
66	или иной	2	5
67	только в	11	5
68	в том	10	5
69	и их	4	5
70	один из	2	5
71	с одной	2	5
72	человека в	6	5
73	уже не	3	5
74	и наконец	6	5
75	романа в	2	5
76	конечно не	4	5
77	большинстве случаев	3	5
78	мира и	9	5
79	всех этих	7	4
80	борьба с	3	4
81	и др	5	4
82	себя и	3	4
83	эти формы	2	4
84	но здесь	2	4
85	же время	4	4
86	в смысле	5	4
87	связанные с	5	4
88	наконец в	2	4
89	в основном	8	4
90	в эпосе	2	4
91	в отношении	2	4
92	отношения к	4	4
93	то же	8	4
94	и других	2	4
95	с помощью	3	4
96	в той	2	4
97	а в	3	4
98	и на	7	4
99	в основе	6	4
100	в то	5	4
101	отношение к	3	4
102	его в	6	4
103	здесь не	2	4
104	так как	6	4
105	смысла и	2	3
106	в роман	2	3
107	что в	5	3
108	и от	2	3
109	человека и	4	3
110	здесь в	6	3
111	что и	3	3
112	но это	2	3
113	связи с	8	3
114	на этом	2	3
115	у него	9	3
116	и как	3	3
117	в некоторых	2	3
118	быть и	2	3
119	этом отношении	2	3
120	лишь в	2	3
121	а также	3	3
122	с точки	8	3
123	рядом с	2	3
124	роман в	2	3
125	говорить о	2	3
126	ту же	2	3
127	романе в	6	3
128	в особенности	6	3
129	как это	2	3
130	во всяком	2	3
131	в данном	2	2
132	и затем	2	2
133	уже в	4	2
134	не был	2	2
135	не было	3	2
136	и более	2	2
137	романе и	3	2
138	и другие	3	2
139	хотя и	3	2
140	жизни в	4	2
141	на котором	2	2
142	но он	2	2
143	на границе	3	2
144	как уже	3	2
145	в историческом	2	2
146	для романа	3	2
147	влияние на	2	2
148	в себе	4	2
149	что он	3	2
150	без всякого	2	2
151	эпохи и	2	2
152	в дальнейшем	5	2
153	на протяжении	3	2
154	громадное значение	5	2
155	все что	2	2
156	рыцарском романе	5	2
157	со всеми	2	2
158	мы уже	9	2
159	в поэзии	2	2
160	дело идет	2	2
161	точка зрения	3	2
162	сих пор	2	2
163	мы видели	2	2
164	то что	7	2
165	таков например	2	2
166	вместе с	9	2
167	те же	6	2
168	все они	3	2
169	в их	3	2
170	в форме	3	2
171	кроме того	3	2
172	в связи	8	2
173	далее в	2	2
174	с этим	5	2
175	т д	3	2
176	особенно в	2	2
177	здесь это	2	2
178	именно в	2	2
179	еще более	4	2
180	чем не	2	2
181	в себя	2	2
182	но эта	2	2
183	во франции	2	2
184	и т.п	2	2
185	того чтобы	8	2
186	для того	8	2
187	своими корнями	2	2
188	мы наблюдаем	3	2
189	роль в	3	2
190	людей и	2	2
191	также и	4	2
192	автора и	2	2
193	он не	5	2
194	далеко не	2	2
195	в другом	3	2
196	не знает	2	2
197	в прошлом	3	2
198	о том	4	2
199	как он	2	2
200	почти все	3	2
201	в одном	7	2
202	оно было	2	2
203	до сих	2	2
