N	2gram	Voloshinov_1	formyVre
1	и в	12	46
2	в этом	4	22
3	прежде всего	8	14
4	и его	13	12
5	только в	6	11
6	не только	4	11
7	в том	6	10
8	как бы	13	10
9	точки зрения	14	10
10	но в	5	10
11	не в	4	9
12	вместе с	2	9
13	но и	3	9
14	и не	10	9
15	и для	3	9
16	как и	5	8
17	в его	2	8
18	жизни и	4	8
19	то же	5	8
20	с точки	2	8
21	в основном	2	8
22	в них	3	7
23	может быть	14	7
24	то что	5	7
25	так и	4	7
26	и на	4	7
27	никогда не	5	6
28	и все	2	6
29	при этом	6	6
30	еще не	3	6
31	его в	4	6
32	все же	4	6
33	все это	3	6
34	в особенности	2	6
35	те же	2	6
36	и наконец	3	6
37	так как	9	6
38	и с	3	6
39	в своем	2	5
40	в пределах	3	5
41	в то	2	5
42	но не	2	5
43	он не	2	5
44	и др	5	5
45	в нем	6	5
46	что в	2	5
47	все эти	3	5
48	место в	2	4
49	уже в	2	4
50	отнюдь не	5	4
51	с этой	2	4
52	с ним	3	4
53	том что	5	4
54	в котором	3	4
55	конечно не	3	4
56	как в	5	4
57	а не	5	4
58	в себе	3	4
59	героев и	2	4
60	о том	3	4
61	и самое	2	4
62	себя и	2	3
63	все они	2	3
64	к этому	2	3
65	как уже	2	3
66	с помощью	6	3
67	для него	3	3
68	кроме того	2	3
69	имеет место	2	3
70	точка зрения	3	3
71	что и	2	3
72	слова и	6	3
73	отношение к	4	3
74	в форме	2	3
75	и другие	2	3
76	таким образом	12	3
77	на границе	3	3
78	уже не	4	3
79	того что	3	3
80	и по	3	3
81	для других	2	3
82	и совершенно	2	3
83	имеем в	2	3
84	же самое	2	3
85	в этих	2	3
86	в виду	5	3
87	и более	3	2
88	и та	2	2
89	с другой	4	2
90	это не	2	2
91	и так	2	2
92	вещи и	2	2
93	ее и	3	2
94	по себе	3	2
95	можно сказать	5	2
96	влияние на	2	2
97	в отношении	2	2
98	перестает быть	2	2
99	между ними	2	2
100	до конца	2	2
101	и пр	3	2
102	она не	2	2
103	и к	4	2
104	словом и	2	2
105	к ним	2	2
106	и потому	2	2
107	сих пор	3	2
108	в некоторых	3	2
109	в корне	2	2
110	быть и	3	2
111	не может	16	2
112	здесь не	3	2
113	с одной	2	2
114	в себя	2	2
115	так же	3	2
116	как на	2	2
117	форма в	2	2
118	в данном	2	2
119	но это	2	2
120	автора и	2	2
121	мы имеем	2	2
122	могут быть	2	2
123	в литературе	4	2
124	в поэзии	3	2
125	там где	2	2
126	как это	2	2
127	до сих	3	2
