N	2gram	Losev_Vlad_1	Vvedenie
1	и т	2	42
2	т д	2	36
3	и в	31	32
4	в том	11	31
5	в этом	14	30
6	может быть	6	26
7	том что	14	26
8	не только	24	22
9	для того	2	21
10	того чтобы	2	20
11	таким образом	3	19
12	также и	10	18
13	то что	18	16
14	потому что	11	15
15	так как	8	15
16	не может	6	14
17	в самом	2	13
18	в нем	4	13
19	о том	11	13
20	со стороны	2	13
21	того что	2	12
22	в общем	3	12
23	и не	17	12
24	как на	2	12
25	в его	12	12
26	только в	9	12
27	как мы	9	11
28	что такое	2	11
29	ясно что	2	11
30	что в	14	10
31	но в	12	9
32	и как	4	9
33	в истории	4	9
34	этом смысле	4	9
35	то же	6	9
36	не менее	2	8
37	с другой	3	8
38	тем не	2	8
39	не в	5	8
40	точки зрения	2	7
41	о котором	2	7
42	уже и	2	7
43	но не	3	7
44	было бы	2	7
45	все же	3	7
46	из этих	2	6
47	же время	4	6
48	том чтобы	2	6
49	один из	4	6
50	но и	19	6
51	все это	5	6
52	и даже	15	6
53	в то	8	6
54	как он	4	6
55	с тем	2	6
56	вовсе не	5	6
57	как и	4	6
58	в качестве	6	6
59	а именно	2	6
60	хотя бы	2	6
61	и его	7	6
62	тем что	2	6
63	и это	2	6
64	уже в	7	5
65	так что	10	5
66	так например	2	5
67	на этот	6	5
68	в целом	3	5
69	другой стороны	3	5
70	одним из	2	5
71	сказать что	7	5
72	в них	2	5
73	об этом	7	5
74	по своему	3	5
75	вместе с	3	5
76	в течение	9	5
77	особого рода	2	4
78	всяком случае	2	4
79	в котором	6	4
80	в особенности	4	4
81	еще и	7	4
82	и что	6	4
83	а в	9	4
84	даже и	9	4
85	как это	7	4
86	е в	7	4
87	что он	12	4
88	еще не	2	4
89	в своей	4	4
90	только что	2	4
91	как раз	7	4
92	в виде	3	4
93	уже не	3	4
94	и для	2	4
95	той же	2	4
96	и то	10	4
97	во всяком	2	4
98	в себе	4	4
99	совсем не	4	3
100	он сам	2	3
101	в частности	2	3
102	в конце	9	3
103	можно сказать	6	3
104	к тому	3	3
105	да и	4	3
106	в этой	4	3
107	на этом	2	3
108	но что	3	3
109	что с	2	3
110	при этом	2	3
111	такого рода	4	3
112	хотя и	4	3
113	к нему	4	3
114	отношение к	3	3
115	из них	2	3
116	дело не	2	3
117	что она	2	3
118	в своем	4	3
119	все эти	3	3
120	и других	2	3
121	и вот	3	3
122	этой области	2	3
123	свое время	6	3
124	знания и	2	3
125	и на	3	3
126	в результате	2	3
127	в начале	3	3
128	нисколько не	2	3
129	к этому	6	3
130	и к	6	3
131	в чем	2	3
132	одной из	2	3
133	в свое	5	3
134	а также	5	3
135	что и	5	3
136	дело в	4	3
137	в очень	2	3
138	что же	5	3
139	на основании	2	3
140	в в	3	3
141	времени в	2	3
142	знания в	2	3
143	в каком	2	3
144	и вообще	4	3
145	ответ на	2	3
146	это делает	2	2
147	никогда не	9	2
148	в отношении	3	2
149	было сказано	2	2
150	и был	6	2
151	по истории	3	2
152	но зато	2	2
153	в дальнейшем	8	2
154	из его	4	2
155	но это	3	2
156	философии и	11	2
157	и сам	6	2
158	несмотря на	4	2
159	обратить внимание	2	2
160	в связи	3	2
161	не было	5	2
162	же касается	4	2
163	не мог	3	2
164	по его	2	2
165	виде в	2	2
166	не столько	2	2
167	и с	14	2
168	и так	3	2
169	он и	6	2
170	и здесь	3	2
171	этому времени	2	2
172	которая как	2	2
173	конце концов	3	2
174	так и	6	2
175	по этому	2	2
176	у нас	6	2
177	по существу	2	2
178	его к	2	2
179	тем более	2	2
180	чтобы он	2	2
181	учение о	2	2
182	того же	6	2
183	что мы	2	2
184	мы должны	2	2
185	жизни и	5	2
186	мы уже	7	2
187	ни с	4	2
188	в этот	4	2
189	для нее	2	2
190	и до	2	2
191	был в	3	2
192	него в	2	2
193	мысли и	4	2
194	только на	3	2
195	что к	3	2
196	и сейчас	2	2
197	о которой	3	2
198	философской мысли	3	2
199	ко времени	2	2
200	иной раз	6	2
201	при жизни	2	2
202	здесь не	3	2
203	она была	2	2
204	ничего не	3	2
