N	2gram	Tiupa_Anal_3	StatiiOP
1	и в	18	25
2	в этом	14	24
3	у пушкина	3	22
4	в том	9	20
5	что в	9	19
6	что он	4	19
7	может быть	9	19
8	тем что	2	19
9	том что	12	15
10	в этой	6	14
11	для пушкина	2	13
12	в его	7	12
13	то что	2	12
14	не только	22	12
15	что пушкин	2	11
16	прежде всего	5	10
17	таким образом	4	10
18	и не	12	10
19	но и	13	9
20	самого пушкина	3	8
21	все это	3	8
22	о том	6	8
23	это не	2	7
24	что касается	3	7
25	было бы	3	7
26	с этим	3	7
27	не может	2	7
28	точки зрения	3	7
29	в то	3	7
30	из этих	3	6
31	в конце	5	6
32	не в	6	6
33	только в	2	6
34	пушкина и	2	6
35	а а	5	6
36	как бы	10	6
37	как в	3	6
38	а в	10	6
39	и на	4	6
40	в русской	7	6
41	между тем	5	6
42	то же	3	5
43	в них	2	5
44	с другой	7	5
45	об этом	2	5
46	такого рода	5	5
47	ответ на	3	5
48	в году	3	5
49	а не	9	5
50	другой стороны	5	5
51	он не	6	5
52	так и	14	5
53	мы имеем	5	5
54	но в	2	5
55	этом отношении	3	4
56	с тем	2	4
57	всяком случае	2	4
58	состоит в	4	4
59	пушкина что	2	4
60	по крайней	4	4
61	в жизни	2	4
62	в каждом	3	4
63	крайней мере	4	4
64	как и	14	4
65	в начале	6	4
66	то в	2	4
67	в качестве	12	4
68	можно сказать	4	4
69	в общем	2	4
70	например в	2	4
71	и к	4	4
72	на его	2	4
73	в ней	2	4
74	а также	2	4
75	в целом	3	4
76	связь с	2	4
77	в особенности	3	4
78	не было	3	4
79	лишь в	5	4
80	с точки	2	4
81	и для	2	4
82	сказать что	2	4
83	во всяком	2	4
84	все же	4	4
85	ничего не	3	4
86	уже в	3	3
87	с его	8	3
88	все они	2	3
89	к этому	3	3
90	же время	3	3
91	и здесь	2	3
92	его как	3	3
93	для него	6	3
94	одной стороны	2	3
95	несмотря на	2	3
96	о которых	2	3
97	все эти	2	3
98	не является	5	3
99	или из	2	3
100	своего рода	8	3
101	со стороны	9	3
102	в их	6	3
103	как раз	7	3
104	уже не	5	3
105	что мы	2	3
106	и его	13	3
107	говорить о	3	3
108	что по	4	3
109	я и	3	3
110	русской поэзии	2	2
111	говорит и	3	2
112	не менее	4	2
113	никогда не	5	2
114	не столько	3	2
115	но они	2	2
116	в рамках	3	2
117	и ее	2	2
118	или иной	5	2
119	к тому	6	2
120	не как	2	2
121	что они	3	2
122	но не	7	2
123	того же	5	2
124	с не	2	2
125	в свою	5	2
126	еще не	6	2
127	в самом	5	2
128	в сущности	5	2
129	во всех	2	2
130	одна из	2	2
131	если в	3	2
132	гораздо более	2	2
133	один из	2	2
134	тем не	2	2
135	вместе с	2	2
136	дело не	3	2
137	в форме	2	2
138	внимание на	4	2
139	с ее	3	2
140	с одной	2	2
141	о которой	2	2
142	не мог	2	2
143	самом деле	2	2
144	во втором	4	2
145	произведения и	2	2
146	что не	3	2
147	и по	2	2
148	его не	3	2
149	той же	5	2
150	мы не	3	2
151	в результате	5	2
152	могут быть	2	2
153	он и	3	2
154	но как	3	2
155	этого слова	2	2
156	так сказать	2	2
157	в новом	2	2
158	то есть	10	2
159	произведения как	2	2
