N	2gram	Losev_Prob_5	Vvedenie
1	и в	30	32
2	в том	12	31
3	в этом	17	30
4	может быть	7	26
5	том что	17	26
6	не только	18	22
7	для того	3	21
8	того чтобы	2	20
9	таким образом	13	19
10	также и	12	18
11	то что	18	16
12	потому что	13	15
13	так как	6	15
14	не может	5	14
15	в самом	5	13
16	в нем	6	13
17	о том	12	13
18	того что	3	12
19	и не	12	12
20	в его	12	12
21	xix в	4	12
22	только в	9	12
23	как мы	2	11
24	ясно что	4	11
25	в ее	3	11
26	в данном	2	11
27	что в	5	10
28	но в	9	9
29	и как	6	9
30	между тем	2	9
31	этом смысле	3	9
32	по себе	2	9
33	то же	2	9
34	не менее	5	8
35	с другой	6	8
36	это не	2	8
37	тем не	5	8
38	не в	7	8
39	именно в	3	8
40	прежде всего	6	7
41	в большей	2	7
42	точки зрения	10	7
43	о котором	3	7
44	уже и	2	7
45	но не	7	7
46	было бы	4	7
47	все же	9	7
48	самом деле	2	7
49	можно было	2	7
50	не могут	2	6
51	до сих	2	6
52	смысле слова	3	6
53	н э	18	6
54	один из	2	6
55	но и	13	6
56	и даже	14	6
57	в то	4	6
58	его в	6	6
59	с тем	5	6
60	вовсе не	8	6
61	до н	5	6
62	как и	7	6
63	в качестве	4	6
64	сих пор	2	6
65	а именно	12	6
66	хотя бы	2	6
67	и его	6	6
68	тем что	2	6
69	уже в	2	5
70	в какой	2	5
71	иное как	3	5
72	так что	11	5
73	как бы	6	5
74	и тем	3	5
75	данном случае	2	5
76	другой стороны	6	5
77	сказать что	9	5
78	мере в	2	5
79	в них	2	5
80	об этом	4	5
81	вместе с	7	5
82	а не	5	5
83	что не	2	5
84	с этой	2	4
85	как о	4	4
86	одной стороны	3	4
87	всяком случае	2	4
88	в котором	2	4
89	по отношению	2	4
90	еще и	4	4
91	с одной	3	4
92	не просто	5	4
93	и что	6	4
94	а в	6	4
95	даже и	4	4
96	что иное	3	4
97	мы имеем	2	4
98	видит в	3	4
99	от этого	3	4
100	по крайней	4	4
101	что он	7	4
102	не что	3	4
103	еще не	3	4
104	крайней мере	4	4
105	отношению к	2	4
106	в своей	22	4
107	внимание на	3	4
108	как раз	5	4
109	в виде	10	4
110	уже не	6	4
111	и для	6	4
112	и то	5	4
113	во всяком	2	4
114	в себе	4	4
115	совсем не	3	3
116	он сам	3	3
117	в частности	4	3
118	в конце	8	3
119	со всей	2	3
120	можно сказать	6	3
121	к тому	2	3
122	да и	2	3
123	но все	4	3
124	в этой	10	3
125	при этом	4	3
126	такого рода	2	3
127	хотя и	8	3
128	в ней	3	3
129	в виду	3	3
130	к нему	3	3
131	отношение к	2	3
132	из них	2	3
133	до нас	7	3
134	в своем	11	3
135	все эти	2	3
136	так же	5	3
137	и на	6	3
138	в результате	7	3
139	в начале	3	3
140	при помощи	6	3
141	тогда когда	4	3
142	нисколько не	5	3
143	однако в	3	3
144	к этому	2	3
145	и к	4	3
146	говорит о	7	3
147	связи с	7	3
148	в чем	2	3
149	в одном	3	3
150	а также	3	3
151	гораздо более	4	3
152	что и	6	3
153	дело в	2	3
154	и вообще	9	3
155	как будто	3	3
156	в области	2	3
157	все время	3	2
158	и другие	3	2
159	это уже	2	2
160	никогда не	7	2
161	в отношении	3	2
162	точно так	3	2
163	и был	2	2
164	в дальнейшем	7	2
165	такого же	3	2
166	и сам	4	2
167	несмотря на	6	2
168	обратить внимание	3	2
169	значительной мере	2	2
170	не к	2	2
171	в до	3	2
172	вообще и	2	2
173	в связи	7	2
174	с помощью	2	2
175	именно на	2	2
176	во втором	2	2
177	не мог	4	2
178	есть только	3	2
179	по его	2	2
180	и с	5	2
181	он и	5	2
182	конце концов	6	2
183	так и	7	2
184	для них	3	2
185	по этому	2	2
186	значение и	2	2
187	у нас	7	2
188	по существу	2	2
189	учение о	3	2
190	того же	4	2
191	жизни и	2	2
192	бы с	2	2
193	сам же	3	2
194	и до	2	2
195	но уже	2	2
196	и сама	2	2
197	и тогда	2	2
198	этому поводу	2	2
199	которого мы	2	2
200	того как	5	2
201	iv в	4	2
202	и сейчас	2	2
203	в значительной	2	2
204	с точки	8	2
205	мы не	2	2
206	в силу	5	2
207	мы можем	5	2
208	в другом	3	2
209	будто бы	5	2
210	иной раз	2	2
211	здесь не	7	2
212	ничего не	2	2
