N	2gram	Berdyaev_M_2	Komedia
1	и в	46	26
2	и не	18	14
3	к тому	5	12
4	так и	4	12
5	и его	5	12
6	в том	3	11
7	может быть	21	11
8	но и	15	10
9	в этом	20	10
10	что в	4	9
11	том что	4	9
12	если бы	3	9
13	вместе с	2	9
14	и на	3	7
15	не только	18	7
16	что и	4	7
17	в своем	8	6
18	то что	5	6
19	в нем	22	6
20	того чтобы	4	6
21	потому что	12	6
22	и здесь	6	6
23	о том	3	6
24	с его	4	5
25	в которой	2	5
26	что он	7	5
27	один из	5	5
28	ни в	3	5
29	для того	5	5
30	так что	2	5
31	и с	3	5
32	место в	2	4
33	уже в	2	4
34	у него	22	4
35	в этих	2	4
36	тому что	4	4
37	в них	3	4
38	что у	4	4
39	и от	3	4
40	прежде всего	12	4
41	как и	13	4
42	как будто	2	4
43	хотя и	2	4
44	в его	5	4
45	еще в	2	4
46	в самом	5	4
47	и для	7	4
48	более чем	2	4
49	можно было	2	4
50	точки зрения	2	4
51	только в	3	4
52	что это	6	4
53	так как	8	4
54	его в	3	4
55	между тем	2	4
56	в каждом	3	3
57	в образе	3	3
58	вопрос о	6	3
59	жизни и	6	3
60	отношению к	2	3
61	связи с	2	3
62	во всех	2	3
63	интерес к	2	3
64	да и	2	3
65	в ней	11	3
66	не имеет	4	3
67	себя в	4	3
68	в своей	5	3
69	по отношению	2	3
70	того как	3	3
71	той же	3	3
72	то же	5	3
73	не было	11	3
74	как в	7	3
75	к нему	2	3
76	друг друга	12	3
77	а в	2	3
78	человека в	14	3
79	тем что	3	3
80	не может	15	3
81	как он	3	3
82	в этой	7	3
83	но в	10	3
84	и поэтому	2	3
85	все время	2	2
86	и есть	8	2
87	в нашем	7	2
88	не всегда	2	2
89	не для	3	2
90	это не	5	2
91	в конце	5	2
92	в духе	5	2
93	с собой	2	2
94	и к	7	2
95	с которым	3	2
96	он был	9	2
97	не в	9	2
98	до сих	3	2
99	тот же	2	2
100	чем в	2	2
101	на этом	2	2
102	после того	2	2
103	в действительности	2	2
104	и если	2	2
105	от того	3	2
106	он не	10	2
107	как бы	8	2
108	которые в	2	2
109	хотя бы	7	2
110	и это	5	2
111	в мире	7	2
112	отношение к	8	2
113	и за	2	2
114	сих пор	3	2
115	что она	5	2
116	еще более	2	2
117	и что	2	2
118	бы и	5	2
119	в любви	8	2
120	от этого	2	2
121	и во	3	2
122	свою вину	2	2
123	и все	5	2
124	бы в	2	2
125	человеку и	3	2
126	стали бы	3	2
