N	2gram	Bakhtin_Pr_1	KulturaY
1	потому что	12	25
2	и в	23	23
3	не только	13	20
4	в том	11	19
5	в этом	25	18
6	и не	34	16
7	было бы	6	15
8	так как	7	15
9	может быть	21	15
10	точки зрения	21	14
11	если бы	10	12
12	в самом	8	12
13	все эти	8	12
14	том что	9	11
15	того чтобы	4	11
16	в области	3	11
17	но в	4	11
18	что в	8	10
19	по себе	7	10
20	а не	20	10
21	вовсе не	8	9
22	вопрос о	4	9
23	в сущности	5	9
24	то что	18	9
25	самом деле	5	9
26	для того	2	9
27	хотя бы	2	9
28	можно было	3	9
29	не может	11	9
30	с другой	2	8
31	прежде всего	7	8
32	не в	6	8
33	уже не	8	8
34	с точки	15	8
35	все же	5	7
36	но и	11	7
37	другой стороны	2	7
38	и с	4	7
39	это не	10	6
40	по крайней	2	6
41	крайней мере	2	6
42	да и	2	6
43	в этой	4	6
44	но не	8	6
45	то же	10	6
46	этот вопрос	2	6
47	между тем	5	6
48	и на	10	6
49	я не	3	5
50	не могут	6	5
51	должна быть	2	5
52	что все	3	5
53	этом смысле	9	5
54	что он	10	5
55	по существу	4	5
56	тот же	2	5
57	еще не	5	5
58	несмотря на	6	5
59	в его	24	5
60	всяком случае	3	5
61	этого слова	2	5
62	один из	2	5
63	и тем	2	5
64	вместе с	2	5
65	приводит к	3	5
66	все это	7	5
67	таким образом	11	5
68	там где	6	5
69	и вот	2	5
70	лишь в	3	5
71	во всяком	4	5
72	само по	2	5
73	и здесь	3	5
74	только в	8	5
75	зависимости от	3	5
76	была бы	2	4
77	в зависимости	3	4
78	в них	3	4
79	перед нами	4	4
80	к этому	2	4
81	бы и	4	4
82	можно сказать	2	4
83	для нас	3	4
84	ни в	3	4
85	но все	4	4
86	в пределах	9	4
87	на себе	2	4
88	от того	2	4
89	как бы	28	4
90	однако не	2	4
91	в нем	20	4
92	со стороны	2	4
93	так же	6	4
94	не было	3	4
95	и о	3	4
96	в данном	2	4
97	в результате	4	4
98	сказать что	5	4
99	говорить о	2	4
100	в то	10	4
101	в конце	5	4
102	ничего не	6	4
103	так и	10	4
104	чем в	2	3
105	уже в	5	3
106	нисколько не	2	3
107	у него	6	3
108	всех этих	3	3
109	точно так	2	3
110	же время	7	3
111	же в	2	3
112	это и	9	3
113	но это	5	3
114	лучшем случае	2	3
115	до конца	5	3
116	но для	2	3
117	никак не	2	3
118	он не	4	3
119	в сфере	2	3
120	что и	5	3
121	как не	4	3
122	в процессе	4	3
123	что она	2	3
124	как в	6	3
125	отличается от	2	3
126	как раз	4	3
127	смысл и	2	3
128	в форме	6	3
129	то и	2	3
130	этом отношении	5	3
131	именно в	6	3
132	как мы	5	3
133	того что	2	3
134	из которых	2	3
135	и по	2	3
136	а в	7	3
137	и его	13	3
138	в лучшем	2	3
139	конце концов	4	3
140	тем что	3	3
141	выражение в	4	3
142	и это	5	3
143	есть в	3	3
144	в отношении	2	2
145	сознания и	3	2
146	это в	2	2
147	и есть	5	2
148	никогда не	5	2
149	оно не	2	2
150	не как	12	2
151	и все	3	2
152	как можно	2	2
153	его к	4	2
154	в самой	7	2
155	следовательно и	2	2
156	и потому	3	2
157	в обычном	2	2
158	как будто	3	2
159	она не	5	2
160	в плоскости	4	2
161	при этом	3	2
162	таким же	2	2
163	по преимуществу	3	2
164	и даже	3	2
165	был бы	5	2
166	к нему	3	2
167	в своей	11	2
168	данном случае	2	2
169	в их	3	2
170	в своем	8	2
171	не на	3	2
172	в отличие	2	2
173	и для	3	2
174	все равно	2	2
175	достоевского и	12	2
176	на самом	4	2
177	как и	8	2
178	в той	6	2
179	здесь мы	2	2
180	можно говорить	2	2
181	под этим	2	2
182	и у	4	2
183	на этот	2	2
184	для самого	2	2
185	и свое	2	2
186	той же	6	2
187	что для	2	2
188	рядом с	13	2
189	роль в	2	2
190	конечно и	4	2
191	в которых	2	2
192	он и	5	2
193	в своих	2	2
194	выходит за	2	2
195	как у	2	2
196	ни на	2	2
197	мы должны	2	2
198	могли бы	3	2
199	заключается в	2	2
200	большинстве случаев	2	2
201	отличие от	2	2
202	отношения к	2	2
