N	2gram	Bakhtin_Pr_4	Marksizm
1	чужой речи	3	53
2	может быть	23	28
3	и пр	2	25
4	и в	46	19
5	как бы	19	19
6	и не	27	19
7	не может	19	18
8	в процессе	4	18
9	точки зрения	11	17
10	то же	6	16
11	и его	6	16
12	языка и	2	15
13	как мы	12	15
14	в этом	16	15
15	таким образом	4	14
16	лишь в	2	14
17	в сущности	7	14
18	так сказать	5	14
19	чужого слова	23	13
20	не только	14	13
21	с точки	9	13
22	речи и	5	13
23	высказывания и	2	11
24	в нем	17	11
25	если бы	3	11
26	вовсе не	9	11
27	не в	10	10
28	в пределах	10	10
29	но и	12	10
30	прямая речь	2	10
31	том что	4	10
32	так и	4	10
33	и т.п	14	10
34	для него	2	9
35	при этом	5	9
36	чужое высказывание	2	9
37	как и	12	9
38	на почве	2	9
39	самом деле	4	9
40	а не	11	9
41	слова в	13	8
42	высказывание в	2	8
43	же время	5	8
44	по отношению	5	8
45	авторского контекста	2	8
46	в то	5	8
47	с его	5	8
48	чужое слово	40	8
49	отношению к	5	8
50	только в	6	8
51	никогда не	6	7
52	в том	9	7
53	но в	6	7
54	прежде всего	9	7
55	одна из	2	7
56	чужую речь	4	7
57	в языке	2	7
58	и для	3	7
59	к тому	2	6
60	ни в	6	6
61	и как	2	6
62	в самом	9	6
63	и следовательно	2	6
64	с помощью	3	6
65	в направлении	4	6
66	и все	9	6
67	между тем	2	6
68	более того	3	6
69	мы уже	3	6
70	во всех	5	6
71	слова и	7	6
72	если мы	5	6
73	хотя бы	2	6
74	мы можем	4	6
75	в большинстве	9	5
76	или иной	2	5
77	смысле слова	2	5
78	к нему	5	5
79	в их	4	5
80	как слово	2	5
81	так же	3	5
82	и на	11	5
83	и здесь	4	5
84	монологического высказывания	2	5
85	большинстве случаев	8	5
86	к другому	5	5
87	того же	3	5
88	совершенно не	4	5
89	в его	9	5
90	этого слова	2	5
91	все же	4	5
92	системе языка	2	5
93	в той	3	5
94	в данном	2	5
95	отношении к	2	5
96	данное слово	2	4
97	должна быть	2	4
98	в отношении	3	4
99	это не	5	4
100	на то	3	4
101	авторский контекст	2	4
102	как если	2	4
103	в формах	3	4
104	той или	2	4
105	по мере	4	4
106	то что	4	4
107	и тем	2	4
108	и их	3	4
109	значение в	2	4
110	влияние на	2	4
111	речь и	2	4
112	сказать что	2	4
113	бы в	3	4
114	авторской речи	2	4
115	а как	2	4
116	в единстве	3	4
117	как раз	7	4
118	из одного	2	4
119	что он	6	4
120	было бы	3	4
121	конечно не	8	4
122	только на	3	4
123	тем же	3	4
124	речь в	2	4
125	в слове	3	4
126	в себе	7	4
127	и т.д	3	4
128	ничего не	2	4
129	перед нами	12	3
130	в этих	4	3
131	с другой	3	3
132	для понимания	2	3
133	да и	4	3
134	конкретного высказывания	2	3
135	в этой	3	3
136	на чужое	11	3
137	за пределы	5	3
138	в котором	5	3
139	а в	2	3
140	с этим	2	3
141	вступить в	2	3
142	все эти	4	3
143	в другом	2	3
144	должно быть	4	3
145	от одного	2	3
146	языка в	2	3
147	не было	2	3
148	в конкретном	2	3
149	но ведь	2	3
150	о том	5	3
151	так как	5	3
152	слово в	6	3
153	слова на	5	3
154	сознания и	2	3
155	не как	3	3
156	всякое высказывание	2	3
157	по себе	7	3
158	в различных	3	3
159	у нас	2	3
160	мы сказали	3	3
161	слов и	3	3
162	до сих	8	3
163	еще не	7	3
164	не к	3	3
165	в корне	2	3
166	он не	4	3
167	и до	3	3
168	что и	3	3
169	в своей	3	3
170	мысли и	2	3
171	в отличие	3	3
172	слово и	7	3
173	той же	3	3
174	во всяком	2	3
175	могут быть	2	3
176	и это	3	3
177	отличие от	3	3
178	сих пор	8	3
179	уже в	4	2
180	все время	2	2
181	диалога в	3	2
182	что в	4	2
183	в одной	2	2
184	и речь	2	2
185	на все	2	2
186	не знает	4	2
187	вопрос о	2	2
188	его к	2	2
189	оно является	2	2
190	узком смысле	2	2
191	следовательно и	2	2
192	выходят за	2	2
193	лишь как	2	2
194	более или	3	2
195	в узком	2	2
196	лингвистики и	2	2
197	до конца	4	2
198	мы здесь	2	2
199	одним из	3	2
200	жизни и	5	2
201	слово как	4	2
202	в своем	3	2
203	отношения к	2	2
204	они не	2	2
205	в системе	2	2
206	и даже	3	2
207	друг друга	6	2
208	рядом с	5	2
209	конечно и	3	2
210	но для	3	2
211	и с	7	2
212	именно как	2	2
213	он и	4	2
214	и является	2	2
215	предметное значение	2	2
216	то есть	40	2
217	установка на	3	2
218	от этого	2	2
219	у него	5	2
220	и всякое	2	2
221	в жизни	5	2
222	стороны и	2	2
223	но не	4	2
224	на границе	4	2
225	ведь это	3	2
226	здесь в	2	2
227	мы увидим	6	2
228	и о	3	2
229	в диалоге	3	2
230	себя в	3	2
231	или менее	3	2
232	на чужую	4	2
233	приводит к	4	2
234	бы не	2	2
235	в атмосфере	2	2
236	еще более	3	2
237	то такой	2	2
238	в речи	3	2
239	и он	6	2
240	между ними	10	2
241	мы не	4	2
242	или в	8	2
243	разобранные нами	3	2
244	слова как	3	2
245	тем что	3	2
246	зрения своего	2	2
247	может стать	2	2
248	далеко не	3	2
249	если же	5	2
250	там где	2	2
251	вместе с	2	2
