N	2gram	Tiupa_Disk_1	formyVre
1	и в	16	50
2	то есть	20	33
3	в этом	15	25
4	в нем	9	24
5	частной жизни	2	23
6	человека в	2	17
7	и его	2	16
8	в литературе	2	16
9	прежде всего	11	15
10	и не	11	14
11	как мы	2	14
12	в его	7	13
13	так и	8	12
14	может быть	17	11
15	таким образом	3	11
16	то же	7	11
17	и как	6	10
18	времени и	3	10
19	но в	8	10
20	в том	23	9
21	же время	4	9
22	и др	2	9
23	в особенности	4	9
24	в то	3	9
25	не только	28	9
26	с его	4	9
27	роль в	7	9
28	в самом	3	8
29	но и	14	8
30	и на	5	8
31	жизни в	2	8
32	как и	16	8
33	того же	3	8
34	не было	7	7
35	характер и	2	7
36	и во	2	7
37	для себя	4	7
38	времени в	2	7
39	героя и	2	7
40	так сказать	2	7
41	все же	3	6
42	в частности	9	6
43	это не	3	6
44	например в	2	6
45	с ее	2	6
46	в их	5	6
47	не может	9	6
48	лишь в	4	6
49	с этим	3	6
50	и все	2	6
51	и того	3	6
52	связи с	4	6
53	во всех	5	6
54	то что	5	6
55	в ее	3	6
56	как в	10	6
57	что в	4	5
58	одного и	2	5
59	не в	7	5
60	в пределах	2	5
61	в основе	7	5
62	точки зрения	3	5
63	отнюдь не	8	5
64	но не	11	5
65	еще не	14	5
66	не могло	2	5
67	отношению к	9	5
68	могут быть	4	5
69	том числе	2	4
70	в своем	6	4
71	в котором	5	4
72	потому что	4	4
73	к себе	2	4
74	между собой	2	4
75	в них	4	4
76	в процессе	5	4
77	и т.п	12	4
78	том что	19	4
79	только в	7	4
80	вследствие этого	3	3
81	к тому	5	3
82	при этом	13	3
83	имеет место	3	3
84	хотя и	2	3
85	в виду	2	3
86	мира в	3	3
87	один из	3	3
88	в форме	2	3
89	по отношению	9	3
90	отношения к	2	3
91	с одной	9	3
92	именно в	3	3
93	они не	2	3
94	а в	5	3
95	сказать что	3	3
96	в начале	2	3
97	в одном	2	3
98	ни к	6	3
99	но они	2	3
100	к этому	2	3
101	в качестве	34	3
102	одной из	4	3
103	в сущности	2	3
104	и потому	3	3
105	что и	3	3
106	а не	22	3
107	что не	4	3
108	своей собственной	2	3
109	или в	2	3
110	более того	2	3
111	во всяком	2	3
112	и ее	2	3
113	в себе	7	3
114	уже в	2	2
115	никогда не	2	2
116	с другой	10	2
117	не обязательно	4	2
118	или иной	5	2
119	тому же	5	2
120	есть в	2	2
121	числе и	2	2
122	в свою	3	2
123	для него	4	2
124	одной стороны	9	2
125	и иные	2	2
126	природе своей	5	2
127	в целом	4	2
128	отношение к	4	2
129	существенную роль	3	2
130	во втором	4	2
131	по природе	5	2
132	того что	3	2
133	и даже	3	2
134	и по	2	2
135	к ним	3	2
136	в которых	4	2
137	также и	3	2
138	той или	3	2
139	в истории	4	2
140	влияния на	2	2
141	не является	4	2
142	к другому	2	2
143	не как	4	2
144	определяется не	2	2
145	по себе	3	2
146	стороны и	2	2
147	в различных	2	2
148	и к	4	2
149	об этом	2	2
150	в соответствии	2	2
151	здесь в	2	2
152	в данной	3	2
153	а также	8	2
154	стадии развития	2	2
155	оно не	2	2
156	в своей	5	2
157	как бы	5	2
158	в строгом	3	2
159	в отличие	5	2
160	разного рода	2	2
161	уже не	4	2
162	в значительной	2	2
163	хотя бы	3	2
164	в данном	5	2
165	тем что	3	2
166	всей его	2	2
167	на себя	2	2
168	соответствии с	2	2
169	неотделимо от	3	2
170	и вообще	2	2
171	далеко не	10	2
172	отличие от	5	2
