N	2gram	Vygotskiy__1	DiskursI
1	в качестве	9	34
2	не только	16	28
3	в том	24	23
4	а не	3	22
5	том что	21	19
6	может быть	14	17
7	представляет собой	11	17
8	и в	23	16
9	как и	14	16
10	в этом	17	15
11	но и	14	14
12	при этом	4	13
13	прежде всего	10	11
14	но не	4	11
15	и не	9	11
16	по своей	5	11
17	с другой	10	10
18	как в	4	10
19	в частности	2	9
20	отношению к	7	9
21	одной стороны	9	9
22	по отношению	7	9
23	не может	12	9
24	с одной	8	9
25	так и	5	8
26	о том	6	8
27	но в	5	8
28	в основе	8	7
29	в его	14	7
30	то же	8	7
31	в себе	6	7
32	только в	6	7
33	не в	4	7
34	в своем	3	6
35	и как	5	6
36	к тому	4	5
37	можно сказать	5	5
38	в силу	6	5
39	как бы	11	5
40	в котором	4	5
41	в своей	4	5
42	то что	17	5
43	во всех	3	5
44	в процессе	8	5
45	а с	4	5
46	а в	2	5
47	в их	3	5
48	и на	8	5
49	в данном	2	5
50	с его	4	4
51	что в	14	4
52	не является	9	4
53	в них	2	4
54	для себя	4	4
55	и к	4	4
56	что он	7	4
57	уже не	2	4
58	для него	2	4
59	в целом	20	4
60	же время	2	4
61	связи с	3	4
62	лишь в	6	4
63	в которых	3	4
64	потому что	6	4
65	между тем	9	4
66	могут быть	3	4
67	и т.д	5	4
68	перед нами	5	3
69	столь же	6	3
70	это понятие	2	3
71	в одной	3	3
72	как уже	7	3
73	по себе	5	3
74	в ее	2	3
75	свою очередь	3	3
76	в свою	4	3
77	с этим	6	3
78	в самом	7	3
79	один из	2	3
80	не с	2	3
81	хотя бы	4	3
82	все же	3	3
83	в ходе	8	3
84	таким образом	26	3
85	именно в	6	3
86	заключается в	8	3
87	того что	15	3
88	другой стороны	9	3
89	и даже	2	3
90	в своих	5	3
91	сказать что	11	3
92	тем что	6	3
93	точки зрения	26	3
94	в то	7	3
95	в первом	2	3
96	и потому	2	3
97	в противоположность	2	2
98	по мере	4	2
99	никогда не	2	2
100	о котором	2	2
101	между собой	5	2
102	в какой	5	2
103	или даже	2	2
104	и все	5	2
105	в одном	4	2
106	одного из	3	2
107	на ее	2	2
108	к этому	4	2
109	об этом	3	2
110	к его	2	2
111	жизни сознания	2	2
112	в значительной	2	2
113	общения и	3	2
114	на этом	2	2
115	строго говоря	2	2
116	чем он	2	2
117	указывает на	2	2
118	что с	2	2
119	своей природе	2	2
120	в сущности	6	2
121	значительной степени	2	2
122	иначе говоря	2	2
123	хотя и	2	2
124	в равной	2	2
125	не могло	3	2
126	и тем	6	2
127	когда он	2	2
128	данном случае	2	2
129	мысли и	6	2
130	приводит к	4	2
131	за пределы	2	2
132	целый ряд	4	2
133	к мысли	2	2
134	отношения к	3	2
135	уже в	3	2
136	сознания в	2	2
137	как мы	5	2
138	речи как	8	2
139	и что	5	2
140	том чтобы	3	2
141	и его	6	2
142	во всяком	3	2
143	одну из	4	2
144	и ее	7	2
145	в другом	7	2
146	же самое	3	2
147	в этой	7	2
148	внутренней речи	9	2
149	всей его	3	2
150	заметить что	2	2
151	едва ли	2	2
152	о чем	2	2
153	в новом	3	2
