N	3gram	Voloshinov_1	Formalny
1	с точки зрения	20	14
2	не может быть	13	14
3	то же время	3	7
4	в то же	3	7
5	во всяком случае	2	6
6	с другой стороны	5	5
7	может быть понято	2	4
8	в самом деле	9	4
9	в большинстве случаев	3	4
10	то ни было	8	4
11	и не может	9	4
12	бы то ни	8	4
13	в связи с	7	4
14	в направлении к	5	4
15	как мы знаем	5	4
16	для того чтобы	3	4
17	и те же	5	3
18	то же самое	3	3
19	в этом отношении	3	3
20	одни и те	5	3
21	в том что	3	3
22	по отношению к	2	3
23	все без исключения	3	3
24	мы отвлечемся от	2	2
25	смысле этого слова	2	2
26	самом же деле	2	2
27	если мы отвлечемся	2	2
28	слова и его	2	2
29	в пределах одного	2	2
30	на самом же	2	2
31	нет и не	2	2
32	тем не менее	2	2
33	в неразрывной связи	2	2
34	в отличие от	5	2
35	в конце концов	3	2
36	упускается из виду	2	2
37	только в процессе	2	2
38	в высшей степени	3	2
39	друг друга в	2	2
40	с установкой на	2	2
41	как и все	2	2
42	в этом смысле	2	2
43	во всех областях	2	2
44	социального общения и	3	2
