N	2gram	Potebnia_M_2	FransuaR
1	и в	24	56
2	то есть	30	24
3	в его	2	18
4	таким образом	11	17
5	все эти	2	15
6	в этом	8	14
7	в том	18	13
8	так и	5	13
9	и его	2	12
10	в то	6	12
11	в этих	3	11
12	как бы	9	11
13	в них	5	11
14	то же	12	11
15	же время	2	10
16	еще не	4	10
17	только в	11	9
18	в самом	4	9
19	но и	9	9
20	и не	19	9
21	том что	8	8
22	не только	15	8
23	в нем	9	8
24	во всех	7	8
25	сих пор	4	8
26	и их	5	8
27	все это	2	8
28	до сих	4	8
29	у него	2	7
30	и на	8	7
31	прежде всего	7	6
32	вовсе не	9	6
33	мы видим	2	6
34	мертвых душ	5	6
35	языка и	3	6
36	той же	3	6
37	потому что	49	6
38	связи с	6	6
39	и все	3	6
40	но в	4	6
41	но не	12	5
42	с его	2	5
43	никогда не	4	5
44	ни с	2	5
45	как и	7	5
46	один из	2	5
47	что в	16	5
48	не было	6	5
49	во время	4	5
50	такой же	4	5
51	они не	4	5
52	так сказать	4	5
53	что все	2	4
54	что это	3	4
55	в себе	10	4
56	например в	3	4
57	за пределы	2	4
58	в ней	3	4
59	и потому	2	4
60	с одной	4	4
61	при этом	13	4
62	и других	2	4
63	того чтобы	2	4
64	к языку	4	4
65	их в	2	4
66	во всем	2	4
67	о том	5	4
68	так как	10	4
69	одна из	4	4
70	в которой	5	4
71	всех этих	2	3
72	как например	3	3
73	главным образом	4	3
74	и здесь	2	3
75	так что	10	3
76	может быть	23	3
77	в некоторых	4	3
78	что и	11	3
79	то что	20	3
80	не на	2	3
81	в связи	2	3
82	что для	3	3
83	там где	4	3
84	мы находим	2	3
85	уже не	4	3
86	не в	13	3
87	рядом с	3	3
88	сказать что	2	3
89	между тем	6	3
90	но он	2	3
91	в другом	2	3
92	во все	2	3
93	слова и	3	3
94	бы в	2	3
95	к которому	2	3
96	если бы	11	2
97	в нашем	2	2
98	с другой	6	2
99	это не	3	2
100	уже в	5	2
101	не как	3	2
102	и во	3	2
103	в других	4	2
104	и образ	2	2
105	в одном	6	2
106	человека и	3	2
107	на самом	2	2
108	к этому	2	2
109	значение и	2	2
110	что он	4	2
111	так например	3	2
112	ни было	3	2
113	и как	6	2
114	но это	3	2
115	совсем не	2	2
116	то время	4	2
117	для него	10	2
118	как отдельные	2	2
119	одной стороны	3	2
120	было бы	13	2
121	в действительности	2	2
122	из них	5	2
123	а в	8	2
124	хотя и	3	2
125	между ними	2	2
126	что на	3	2
127	в котором	4	2
128	на две	2	2
129	все же	5	2
130	вместе с	11	2
131	самом деле	2	2
132	что она	3	2
133	или менее	8	2
134	другой стороны	2	2
135	так же	2	2
136	не может	12	2
137	в каком	3	2
138	того как	7	2
139	образом в	4	2
140	а не	18	2
141	для того	5	2
142	и для	3	2
143	все остальные	5	2
144	его в	3	2
145	в слове	13	2
146	мы не	11	2
147	между собою	7	2
148	с такою	2	2
149	и то	3	2
150	и при	3	2
151	что они	5	2
152	далеко не	3	2
153	с тем	4	2
154	с ним	5	2
155	более или	8	2
156	в эту	3	2
