N	2gram	Vinokur_Ku_2	Dialekti
1	т е	22	46
2	и не	16	30
3	и есть	2	19
4	а не	10	18
5	может быть	15	17
6	и т	39	17
7	ничего не	4	17
8	то что	9	16
9	и в	23	15
10	т д	14	15
11	как бы	4	14
12	не имеет	4	14
13	так как	15	14
14	точки зрения	14	14
15	что это	7	13
16	того что	3	13
17	по себе	10	13
18	это не	6	12
19	прежде всего	8	11
20	и вот	5	11
21	в том	19	11
22	не может	9	11
23	говорить о	4	11
24	ясно что	5	11
25	и все	2	11
26	в этом	18	11
27	потому что	25	10
28	том что	11	10
29	было бы	15	9
30	в виду	3	9
31	все это	5	9
32	и что	8	9
33	это и	3	9
34	то же	6	9
35	уже не	8	9
36	и пр	8	9
37	с точки	8	9
38	ни в	4	8
39	не в	8	8
40	и о	4	8
41	не только	20	8
42	и это	3	8
43	что в	10	7
44	крайней мере	6	7
45	должна быть	5	7
46	что оно	3	7
47	не просто	2	7
48	что мы	6	7
49	по крайней	6	7
50	что он	5	7
51	как и	2	7
52	и его	3	7
53	или в	4	7
54	и вообще	2	7
55	только в	5	7
56	перед нами	4	6
57	же время	3	6
58	хотя и	4	6
59	и тем	5	6
60	а именно	2	6
61	и даже	2	6
62	в результате	4	6
63	сказать что	4	6
64	вовсе не	9	6
65	ни на	2	6
66	если бы	12	6
67	в то	4	6
68	что и	3	6
69	я не	5	5
70	так и	4	5
71	в своем	2	5
72	на то	4	5
73	можно сказать	4	5
74	не говорит	2	5
75	но что	2	5
76	того чтобы	11	5
77	в ней	3	5
78	на себе	4	5
79	в сфере	3	5
80	в нем	4	5
81	что она	3	5
82	но только	4	5
83	таким образом	5	5
84	именно в	3	5
85	и на	6	5
86	мы имеем	5	5
87	что я	4	5
88	в сущности	9	5
89	если мы	4	5
90	для того	9	5
91	что такое	3	5
92	и для	2	5
93	той же	2	5
94	в каком	4	5
95	что все	5	4
96	но это	3	4
97	в этой	6	4
98	что они	2	4
99	есть в	3	4
100	один из	5	4
101	но и	7	4
102	в особенности	4	4
103	так же	4	4
104	само по	5	4
105	с ними	2	4
106	также и	5	4
107	и с	7	4
108	мы должны	2	4
109	уже о	3	4
110	с тем	2	4
111	отнюдь не	4	4
112	не как	2	4
113	этом смысле	5	4
114	она не	2	4
115	еще не	5	4
116	как раз	3	4
117	должны быть	2	4
118	хотя бы	9	4
119	в силу	7	4
120	в его	5	4
121	только для	2	3
122	или иное	3	3
123	что если	2	3
124	смысла и	2	3
125	не всегда	2	3
126	на этом	3	3
127	тем самым	2	3
128	в свою	2	3
129	и если	2	3
130	и следовательно	2	3
131	совершенно не	3	3
132	говоря уже	2	3
133	не говоря	2	3
134	в их	2	3
135	смысл и	3	3
136	отношения к	2	3
137	все эти	12	3
138	с этим	3	3
139	даже и	2	3
140	но в	11	3
141	от этого	2	3
142	сознания и	2	3
143	к этому	4	3
144	в одну	2	3
145	об этом	5	3
146	у нас	12	3
147	только потому	8	3
148	не говорят	3	3
149	только о	2	3
150	в своей	2	3
151	и потому	2	3
152	со стороны	4	3
153	бы и	4	3
154	как в	3	3
155	что не	6	3
156	из которых	3	3
157	то или	3	3
158	вот почему	3	3
159	в данном	4	3
160	и то	5	3
161	могут быть	4	3
162	а если	2	3
163	в области	11	3
164	не менее	7	2
165	не могут	5	2
166	мы будем	2	2
167	в частности	2	2
168	в отношении	2	2
169	с этой	2	2
170	точно так	3	2
171	главным образом	3	2
172	на все	2	2
173	вопрос о	9	2
174	что на	4	2
175	да и	6	2
176	но все	4	2
177	заключается в	2	2
178	свою очередь	2	2
179	в нашей	4	2
180	при этом	2	2
181	в самом	12	2
182	никогда не	2	2
183	был бы	2	2
184	с той	2	2
185	другой стороны	7	2
186	то и	3	2
187	для этого	3	2
188	быть не	2	2
189	не было	4	2
190	от того	4	2
191	этой точки	2	2
192	лишь в	5	2
193	и по	3	2
194	должно быть	4	2
195	всякой иной	2	2
196	именно этот	2	2
197	же и	2	2
198	того или	2	2
199	иметь в	2	2
200	как это	5	2
201	нисколько не	3	2
202	в них	4	2
203	все же	7	2
204	в качестве	8	2
205	в целях	2	2
206	конечно не	2	2
207	никак не	3	2
208	в свое	2	2
209	себе не	2	2
210	оно не	2	2
211	тем не	6	2
212	по сравнению	2	2
213	данный момент	3	2
214	как не	3	2
215	вместе с	5	2
216	что же	5	2
217	думаю что	2	2
218	тех же	2	2
219	того как	2	2
220	все равно	2	2
221	а это	2	2
222	можно говорить	2	2
223	или иначе	3	2
224	во всяком	5	2
225	тем что	3	2
226	но для	3	2
227	как будто	2	2
228	мы говорим	2	2
229	что эта	2	2
230	отличие от	2	2
