N	2gram	Voloshinov_1	Hudozhes
1	том что	3	16
2	и в	38	14
3	так и	6	13
4	а не	6	12
5	в том	2	12
6	не только	27	12
7	при этом	9	12
8	о том	4	12
9	прежде всего	21	11
10	в этом	10	11
11	в себе	9	11
12	для него	3	10
13	в своей	2	10
14	что он	2	9
15	как и	10	9
16	в качестве	4	9
17	то же	14	9
18	как в	2	8
19	то что	8	8
20	же время	7	8
21	между тем	3	8
22	в этой	6	8
23	в то	9	8
24	в его	6	8
25	ничего не	8	8
26	быть может	3	7
27	это не	3	7
28	к тому	4	7
29	уже не	4	7
30	не в	6	7
31	еще не	3	7
32	как бы	28	7
33	не может	12	7
34	а в	5	7
35	никогда не	7	6
36	было бы	7	6
37	в первой	2	6
38	человека в	2	6
39	перед нами	3	5
40	с его	7	5
41	в частности	3	5
42	в этих	2	5
43	об этом	3	5
44	может быть	13	5
45	только в	6	5
46	и он	2	5
47	но и	13	5
48	во второй	3	5
49	жизни и	3	5
50	самом деле	4	5
51	друг друга	2	5
52	и его	7	5
53	можно было	4	5
54	потому что	5	5
55	точки зрения	10	5
56	но в	5	5
57	связи с	3	4
58	тому что	5	4
59	та же	3	4
60	и от	7	4
61	и все	4	4
62	можно сказать	4	4
63	и к	4	4
64	несмотря на	2	4
65	мы уже	10	4
66	в самом	4	4
67	в ней	8	4
68	один из	4	4
69	себя в	4	4
70	из них	3	4
71	не было	2	4
72	того что	4	4
73	он не	2	4
74	по своей	2	4
75	в конце	6	4
76	и это	7	4
77	с ним	2	4
78	и с	5	4
79	но не	2	3
80	если бы	4	3
81	отнюдь не	10	3
82	что у	3	3
83	с этим	2	3
84	в мире	2	3
85	как мы	9	3
86	в ее	3	3
87	в предыдущей	2	3
88	по своему	3	3
89	и когда	2	3
90	в нем	4	3
91	все же	7	3
92	в связи	2	3
93	и для	3	3
94	этом отношении	2	3
95	все эти	2	3
96	лишь в	4	3
97	того чтобы	7	3
98	и даже	3	3
99	с точки	5	3
100	в своих	2	3
101	тем что	2	3
102	и на	6	3
103	его в	4	3
104	ни к	2	2
105	от лица	2	2
106	однако в	2	2
107	и так	6	2
108	и потому	2	2
109	ясно что	2	2
110	вопрос о	2	2
111	или иного	5	2
112	к своему	4	2
113	не нужно	2	2
114	да и	4	2
115	или иную	3	2
116	своей жизни	5	2
117	о своей	4	2
118	в целом	4	2
119	ту или	3	2
120	в данной	3	2
121	одной из	2	2
122	себе и	2	2
123	на его	5	2
124	только на	3	2
125	в начале	3	2
126	значительной степени	2	2
127	хотя и	3	2
128	слова как	2	2
129	про себя	2	2
130	человека не	4	2
131	не знаем	4	2
132	сих пор	2	2
133	на него	4	2
134	в форме	6	2
135	что же	8	2
136	все это	4	2
137	заключает в	4	2
138	у себя	2	2
139	влияние на	4	2
140	а с	5	2
141	не знает	3	2
142	и не	14	2
143	на самом	3	2
144	только потому	2	2
145	в значительной	2	2
146	на наш	2	2
147	того или	5	2
148	должно быть	2	2
149	слово не	4	2
150	той же	5	2
151	литературного творчества	2	2
152	эти слова	8	2
153	внутренней жизни	3	2
154	под воздействием	2	2
155	слова в	5	2
156	нет ничего	2	2
157	но как	2	2
158	здесь не	2	2
159	так сказать	4	2
160	заметить что	2	2
161	я и	2	2
162	и поэтому	3	2
163	мы не	9	2
