N	2gram	Bakhtin_Pr_2	Problemy
1	и не	29	34
2	как бы	22	28
3	в этом	13	25
4	в его	10	24
5	у достоевского	14	24
6	то есть	4	24
7	и в	43	23
8	может быть	23	21
9	точки зрения	13	21
10	в нем	12	20
11	а не	7	20
12	достоевского в	4	19
13	то что	7	18
14	для него	8	15
15	с точки	8	15
16	не только	11	13
17	рядом с	5	13
18	и его	8	13
19	не как	6	12
20	достоевского и	2	12
21	достоевского как	2	12
22	достоевского не	3	11
23	но и	14	11
24	в романе	3	11
25	в своей	4	11
26	о нем	6	11
27	отношению к	5	11
28	не может	18	11
29	таким образом	5	11
30	из подполья	2	11
31	по отношению	5	11
32	в том	6	11
33	если бы	3	10
34	это не	3	10
35	что он	13	10
36	так и	3	10
37	то же	8	10
38	и на	10	10
39	в то	7	10
40	этом смысле	2	9
41	романе достоевского	2	9
42	том что	2	9
43	в пределах	16	9
44	о себе	7	9
45	в одном	12	9
46	что в	4	8
47	в своем	4	8
48	в каждом	11	8
49	вовсе не	5	8
50	как и	14	8
51	и как	2	8
52	но не	5	8
53	достоевского но	3	8
54	в самом	7	8
55	все эти	5	8
56	уже не	3	8
57	только в	4	8
58	произведений достоевского	2	7
59	все это	5	7
60	в единстве	3	7
61	прежде всего	10	7
62	же время	5	7
63	по себе	11	7
64	в самой	4	7
65	достоевский в	4	7
66	а в	5	7
67	его творчества	2	7
68	авторского слова	2	7
69	так как	4	7
70	в романах	3	7
71	не могут	4	6
72	в человеке	3	6
73	с его	4	6
74	слово героя	3	6
75	у него	6	6
76	романах достоевского	2	6
77	в жизни	3	6
78	а как	4	6
79	себе самом	3	6
80	герой достоевского	2	6
81	не в	11	6
82	было бы	5	6
83	за пределы	3	6
84	в форме	2	6
85	как в	2	6
86	той же	3	6
87	в той	5	6
88	так же	2	6
89	для достоевского	3	6
90	там где	4	6
91	с ним	3	6
92	ничего не	3	6
93	уже в	2	5
94	никогда не	9	5
95	в творчестве	2	5
96	мире достоевского	2	5
97	и это	4	5
98	в конце	2	5
99	все же	3	5
100	самом деле	5	5
101	лишь как	2	5
102	достоевский не	2	5
103	до конца	4	5
104	она не	3	5
105	еще не	9	5
106	ивана карамазова	2	5
107	в сущности	9	5
108	что и	3	5
109	во всех	4	5
110	человека в	4	5
111	как мы	10	5
112	и наконец	6	5
113	с их	2	5
114	но это	4	5
115	себя как	3	5
116	сказать что	2	5
117	автора и	2	5
118	он и	3	5
119	в себе	5	5
120	творчестве достоевского	3	5
121	героя и	5	5
122	произведениях достоевского	4	5
123	между тем	3	5
124	или как	4	5
125	перед нами	7	4
126	в плоскости	2	4
127	в одной	3	4
128	из одного	4	4
129	вопрос о	2	4
130	его к	2	4
131	другого человека	4	4
132	по существу	3	4
133	их мирами	2	4
134	в целом	2	4
135	европейского романа	2	4
136	он не	9	4
137	как раз	4	4
138	и к	3	4
139	нам кажется	5	4
140	в процессе	2	4
141	и с	5	4
142	ни было	2	4
143	но эта	2	4
144	героя в	3	4
145	одного сознания	2	4
146	бы и	2	4
147	конце концов	2	4
148	во всяком	2	4
149	его в	3	4
150	но все	2	4
151	в результате	4	4
152	его художественного	3	4
153	но в	10	4
154	он сам	3	3
155	сознания и	3	3
156	в них	4	3
157	раз и	2	3
158	от автора	3	3
159	что было	2	3
160	и здесь	3	3
161	для понимания	2	3
162	точек зрения	4	3
163	для нас	2	3
164	ни в	2	3
165	кроме того	3	3
166	из его	2	3
167	более того	4	3
168	есть в	3	3
169	себя в	3	3
170	достоевского нет	2	3
171	при этом	6	3
172	себе самому	4	3
173	кажется что	3	3
174	друг с	4	3
175	например в	2	3
176	к нему	5	3
177	себе и	4	3
178	и о	2	3
179	и даже	3	3
180	для автора	2	3
181	я не	4	3
182	с другом	4	3
183	как же	2	3
184	голосов в	9	3
185	в их	3	3
186	одной плоскости	2	3
187	не на	4	3
188	не во	2	3
189	автора как	2	3
190	и для	3	3
191	на материале	2	3
192	в себя	3	3
193	приводит к	6	3
194	лишь в	8	3
195	бы в	5	3
196	можно было	3	3
197	здесь с	2	3
198	тем что	3	3
199	на себя	2	3
200	сознание и	2	3
201	он есть	2	3
202	и все	6	3
203	героев достоевского	4	3
204	со всею	3	3
205	так сказать	6	3
206	достоевского становится	2	3
207	если уж	2	2
208	делая его	2	2
209	слово о	4	2
210	вне его	2	2
211	была бы	2	2
212	себя и	3	2
213	в этих	6	2
214	для себя	2	2
215	него не	2	2
216	с другой	4	2
217	себе еще	2	2
218	из этих	2	2
219	ведь это	2	2
220	что может	2	2
221	но конечно	2	2
222	чужого сознания	2	2
223	как человек	2	2
224	сливается с	2	2
225	да и	5	2
226	отличие от	4	2
227	достоевского он	2	2
228	одна из	2	2
229	художественного творчества	2	2
230	должна быть	3	2
231	то время	2	2
232	как нам	2	2
233	тот же	3	2
234	и сам	7	2
235	на себе	2	2
236	и старается	2	2
237	одного куска	2	2
238	слова но	2	2
239	в произведениях	3	2
240	в художественном	3	2
241	он говорит	2	2
242	наконец в	3	2
243	но для	3	2
244	никак не	5	2
245	лишь на	2	2
246	в котором	6	2
247	даже в	3	2
248	хотя бы	2	2
249	в большинстве	9	2
250	романа но	2	2
251	из них	2	2
252	в первой	2	2
253	него в	3	2
254	и их	3	2
255	ни одного	4	2
256	отличается от	2	2
257	сих пор	7	2
258	но эти	4	2
259	момент его	2	2
260	на него	3	2
261	то перед	6	2
262	мысли и	2	2
263	другой стороны	3	2
264	в отношении	3	2
265	то и	2	2
266	в отличие	4	2
267	по своим	3	2
