N	2gram	Bakhtin_Pr_1	Dialekti
1	и не	34	27
2	а не	20	26
3	точки зрения	21	25
4	и в	23	24
5	не только	13	23
6	по себе	7	20
7	не может	11	19
8	ничего не	6	17
9	и есть	5	16
10	что все	3	14
11	то что	18	14
12	с точки	15	14
13	может быть	21	13
14	таким образом	11	13
15	и даже	3	13
16	что он	10	13
17	вовсе не	8	13
18	того что	2	12
19	в сущности	5	10
20	ни в	3	9
21	но и	11	9
22	что она	2	9
23	ни того	2	9
24	есть не	2	9
25	прежде всего	7	8
26	и как	8	8
27	отличается от	2	8
28	том что	9	8
29	в этом	25	8
30	если же	2	8
31	что в	8	7
32	никогда не	5	7
33	в самом	8	7
34	потому что	12	7
35	это и	9	7
36	как и	8	7
37	как раз	4	7
38	я не	3	6
39	есть то	3	6
40	должна быть	2	6
41	кроме того	3	6
42	все это	7	6
43	и с	4	6
44	о том	2	6
45	так как	7	6
46	если бы	10	6
47	и все	3	6
48	оно не	2	6
49	что и	5	6
50	не на	3	6
51	то же	10	6
52	самом деле	5	6
53	как же	3	5
54	в том	11	5
55	но это	5	5
56	точка зрения	7	5
57	жизни и	6	5
58	и его	13	5
59	как на	2	5
60	что для	2	5
61	в то	10	5
62	само по	2	5
63	в них	3	5
64	по крайней	2	5
65	вопрос о	4	5
66	и к	4	5
67	было бы	6	5
68	он не	4	5
69	крайней мере	2	5
70	так и	10	5
71	уже не	8	5
72	и притом	2	5
73	мы не	2	5
74	только в	8	5
75	тому что	2	4
76	с другой	2	4
77	это не	10	4
78	не могут	6	4
79	то время	2	4
80	хотя бы	2	4
81	во что	2	4
82	так же	6	4
83	сказать что	5	4
84	сознания и	3	4
85	говорить о	2	4
86	в истории	2	4
87	о нем	11	4
88	от того	2	4
89	тому как	3	4
90	подобно тому	3	4
91	и это	5	4
92	для него	15	4
93	перед нами	4	3
94	не было	3	3
95	все же	5	3
96	за пределы	6	3
97	в своем	8	3
98	в одной	4	3
99	была бы	2	3
100	что именно	2	3
101	его как	5	3
102	не в	6	3
103	есть в	3	3
104	она не	5	3
105	же время	7	3
106	в основе	5	3
107	в нем	20	3
108	из них	2	3
109	то и	2	3
110	все эти	8	3
111	друг друга	3	3
112	и на	10	3
113	мир в	2	3
114	он и	5	3
115	мы уже	2	3
116	мир и	6	3
117	ни на	2	3
118	как целое	2	3
119	себя как	5	3
120	выйти за	2	3
121	тем что	3	3
122	он есть	3	3
123	мира и	7	3
124	на себя	3	3
125	сознание и	3	3
126	зависимости от	3	3
127	одна из	2	3
128	все что	3	3
129	и о	3	3
130	не значит	2	3
131	сами по	3	3
132	как бы	28	3
133	для того	2	3
134	из которых	2	3
135	раз и	3	3
136	к нему	3	3
137	той же	6	3
138	и этим	2	3
139	из этих	2	2
140	о себе	9	2
141	точно так	2	2
142	в смысле	2	2
143	для нас	3	2
144	лишь как	5	2
145	еще не	5	2
146	при этом	3	2
147	несмотря на	6	2
148	например в	3	2
149	но для	2	2
150	себя и	2	2
151	всяком случае	3	2
152	и тем	2	2
153	и уже	3	2
154	исходит из	3	2
155	себя самого	4	2
156	другой стороны	2	2
157	как например	2	2
158	именно в	6	2
159	сознания в	2	2
160	и вот	2	2
161	они не	3	2
162	и по	2	2
163	а в	7	2
164	в своих	2	2
165	никак не	2	2
166	их в	2	2
167	для себя	2	2
168	и здесь	3	2
169	в первом	2	2
170	и потому	3	2
171	бы в	3	2
172	слово в	2	2
173	нет ни	2	2
174	но в	4	2
175	но они	4	2
176	с которой	4	2
177	с его	6	2
178	у него	6	2
179	в зависимости	3	2
180	на котором	2	2
181	и во	2	2
182	в их	3	2
183	личности в	4	2
184	в условиях	2	2
185	же в	2	2
186	но как	3	2
187	по существу	4	2
188	но не	8	2
189	ведь это	2	2
190	ни один	2	2
191	и понимания	3	2
192	однако не	2	2
193	со стороны	2	2
194	себя в	3	2
195	как не	4	2
196	следовательно и	2	2
197	все равно	2	2
198	или к	2	2
199	как мы	5	2
200	и у	4	2
201	и для	3	2
202	в данном	2	2
203	бы то	3	2
204	во всяком	4	2
205	в себе	5	2
206	его на	2	2
207	в его	24	2
