N	2gram	Losev_Dial_2	Problema
1	и не	30	42
2	и в	19	38
3	не может	9	27
4	может быть	20	26
5	как бы	14	22
6	отнюдь не	6	19
7	и с	5	17
8	и его	5	16
9	в нем	10	15
10	в этом	8	15
11	и т	17	14
12	независимо от	4	13
13	прежде всего	8	13
14	только в	5	13
15	т п	2	13
16	за пределы	4	12
17	в искусстве	2	12
18	но не	6	12
19	ни в	10	11
20	во всех	2	11
21	в области	2	11
22	к нему	4	10
23	в их	2	10
24	таким образом	4	10
25	в поэзии	7	9
26	но и	12	9
27	его в	3	9
28	не только	19	9
29	в том	14	8
30	и как	10	8
31	точки зрения	12	8
32	было бы	3	8
33	то что	14	8
34	что в	7	7
35	с другой	5	7
36	не в	8	7
37	в самом	5	7
38	между тем	2	7
39	как и	10	7
40	еще не	4	7
41	совершенно не	7	7
42	в своей	8	7
43	как мы	3	7
44	можно только	2	6
45	а в	4	6
46	только как	3	6
47	не есть	47	6
48	все же	4	6
49	самом деле	4	6
50	с точки	8	6
51	ничего не	3	6
52	то же	12	5
53	в своем	4	5
54	это не	10	5
55	при этом	4	5
56	никогда не	9	5
57	все эти	2	5
58	должно быть	7	5
59	может иметь	3	5
60	с ним	4	5
61	конечно не	6	5
62	так и	10	5
63	и прежде	2	5
64	не на	2	5
65	а не	16	5
66	быть только	2	5
67	могут быть	4	5
68	должна быть	5	4
69	не менее	3	4
70	на самом	2	4
71	должны быть	3	4
72	в ней	2	4
73	в виду	5	4
74	другой стороны	4	4
75	данном случае	2	4
76	и только	4	4
77	с ними	2	4
78	сказать что	10	4
79	в то	6	4
80	о том	5	4
81	и потому	5	4
82	но в	2	4
83	в ее	4	4
84	как в	2	4
85	может и	2	4
86	что не	6	4
87	хотя бы	4	4
88	в данном	3	4
89	в себе	15	4
90	представлять себе	2	4
91	как только	3	3
92	и от	3	3
93	в тех	2	3
94	тем не	2	3
95	да и	6	3
96	но это	7	3
97	же время	5	3
98	кроме того	3	3
99	несмотря на	2	3
100	например в	2	3
101	все это	4	3
102	не больше	4	3
103	с одной	2	3
104	они не	3	3
105	и даже	14	3
106	также и	2	3
107	и должно	2	3
108	или как	3	3
109	и все	12	3
110	ясно что	4	3
111	и к	7	3
112	том что	10	3
113	говорить о	5	3
114	мы в	2	3
115	как вещи	3	3
116	выходя за	2	3
117	он не	4	3
118	совершенно невозможно	2	3
119	на него	2	3
120	как нечто	4	3
121	культуры и	2	3
122	не выходя	2	3
123	в мире	2	3
124	есть форма	2	3
125	в таком	4	3
126	и это	5	3
127	на этом	2	2
128	или иное	4	2
129	я не	6	2
130	не могут	4	2
131	том как	2	2
132	и есть	4	2
133	в частности	2	2
134	в этих	3	2
135	и внешнего	2	2
136	в какой	2	2
137	в каждом	2	2
138	была бы	3	2
139	можно сказать	5	2
140	а только	3	2
141	как таковой	4	2
142	что оно	4	2
143	в каких	2	2
144	и пр	5	2
145	что это	10	2
146	нем и	2	2
147	той или	4	2
148	не нуждается	4	2
149	к поэзии	2	2
150	он может	2	2
151	ни с	4	2
152	в связи	4	2
153	не было	3	2
154	форм и	2	2
155	и что	5	2
156	того что	6	2
157	есть только	4	2
158	его не	2	2
159	в своих	2	2
160	нуждается в	3	2
161	но как	5	2
162	но нельзя	2	2
163	в истории	2	2
164	о котором	3	2
165	мы должны	2	2
166	же самое	2	2
167	того или	2	2
168	как это	7	2
169	мы имеем	3	2
170	следовательно не	2	2
171	и более	3	2
172	себе не	3	2
173	следует что	2	2
174	вовсе не	13	2
175	есть выражение	3	2
176	есть не	7	2
177	что он	6	2
178	и при	2	2
179	связи с	4	2
180	она не	8	2
181	в некоторых	2	2
182	что и	5	2
183	себя в	2	2
184	не во	2	2
185	то или	4	2
186	или в	2	2
187	на мир	2	2
188	тем что	2	2
189	в виде	2	2
190	или точнее	3	2
191	в другом	4	2
192	и вообще	6	2
193	души и	2	2
194	нами выше	2	2
195	в чем	3	2
